,t0,x,y,sigma,gamma,e,theta_e,theta_gamma,zs,zl,snx,sny,MB,mu,sysno,imno,mag,mb,x0,x1,c,twinkles_sysno,bulge_magnorm,r_eff,lens_sed,t_start
32,0.0,-0.951,-1.2361,244.922879773,0.0832936983003,0.224130838731,174.63569219400003,80.6837777575,0.763974146915,0.26392007474199997,-0.304382670571,-0.351999919812,-19.4405598859,3.0621,686,0,22.7217688064,23.9368172301,4.83253168415e-06,0.0,0.0,1016,17.50784015500729,1.867010235786438,galaxySED/Burst.80E09.1Z.spec.gz,60505.87630055471
33,50.519,0.3437,0.4756,244.922879773,0.0832936983003,0.224130838731,174.63569219400003,80.6837777575,0.763974146915,0.26392007474199997,-0.304382670571,-0.351999919812,-19.4405598859,-1.2751,686,1,23.672956615700002,23.9368172301,4.83253168415e-06,0.0,0.0,1016,17.50784015500729,1.867010235786438,galaxySED/Burst.80E09.1Z.spec.gz,60556.39530055471
34,0.064,0.0872,-0.1372,80.8586141964,0.045682409761800005,0.618234689754,245.37689117099998,221.72178428700002,0.648302554182,0.172954101184,0.061893097790900006,-0.0224163229369,-19.4277711501,5.8108,745,0,21.2853316915,23.195921511199998,9.56165341705e-06,0.0,0.0,1017,19.40501818074931,0.5806138515472412,galaxySED/Exp.80E09.1Z.spec.gz,60237.65064677727
35,0.0,0.1704,0.0633,80.8586141964,0.045682409761800005,0.618234689754,245.37689117099998,221.72178428700002,0.648302554182,0.172954101184,0.061893097790900006,-0.0224163229369,-19.4277711501,2.3392,745,1,22.273253123000003,23.195921511199998,9.56165341705e-06,0.0,0.0,1017,19.40501818074931,0.5806138515472412,galaxySED/Exp.80E09.1Z.spec.gz,60237.58664677727
36,0.067,0.1274,-0.1001,80.8586141964,0.045682409761800005,0.618234689754,245.37689117099998,221.72178428700002,0.648302554182,0.172954101184,0.061893097790900006,-0.0224163229369,-19.4277711501,-5.1799,745,2,21.4101180722,23.195921511199998,9.56165341705e-06,0.0,0.0,1017,19.40501818074931,0.5806138515472412,galaxySED/Exp.80E09.1Z.spec.gz,60237.653646777275
37,13.565,-0.2576,0.016,195.838584072,0.0282716409352,0.23554946551300002,235.251728575,135.735910842,0.882516469645,0.5350910826340001,0.104027095023,0.016462177986299998,-19.0503203096,-2.031,758,0,24.110645215999998,24.8799200245,2.02737269176e-06,0.0,0.0,1018,20.174781121109284,0.6315079927444458,galaxySED/Burst.62E09.02Z.spec.gz,59883.10065302605
38,0.0,0.4405,0.1583,195.838584072,0.0282716409352,0.23554946551300002,235.251728575,135.735910842,0.882516469645,0.5350910826340001,0.104027095023,0.016462177986299998,-19.0503203096,4.1103,758,1,23.345236221900002,24.8799200245,2.02737269176e-06,0.0,0.0,1018,20.174781121109284,0.6315079927444458,galaxySED/Burst.62E09.02Z.spec.gz,59869.53565302605
39,0.0,-0.1523,-1.1340000000000001,293.959943682,0.07684481929789999,0.5118212563260001,108.85895832,46.0482433608,0.584708300457,0.422412828842,-0.0778997356818,-0.478176979071,-19.3526673096,1.6707,783,0,22.4067382493,22.9639844308,1.18388039803e-05,0.0,0.0,1019,18.8507857891458,0.742439329624176,galaxySED/Burst.50E09.1Z.spec.gz,60156.45061089301
40,120.979,0.0578,0.1273,293.959943682,0.07684481929789999,0.5118212563260001,108.85895832,46.0482433608,0.584708300457,0.422412828842,-0.0778997356818,-0.478176979071,-19.3526673096,-0.3867,783,1,23.995549000700002,22.9639844308,1.18388039803e-05,0.0,0.0,1019,18.8507857891458,0.742439329624176,galaxySED/Burst.50E09.1Z.spec.gz,60277.42961089301
41,0.0,-0.4902,-0.1005,218.52766632599997,0.0740403997996,0.17082659924899998,308.282407456,11.8705779638,0.9000535439630001,0.5939227356660001,-0.0763330984563,-0.0357989304195,-19.2846808161,4.2167,856,0,23.1710764471,24.733508207,2.3200552074599997e-06,0.0,0.0,1020,19.90439379820519,1.7045493125915527,galaxySED/Exp.40E09.1Z.spec.gz,59919.80701658568
42,15.765999999999998,0.2437,0.1886,218.52766632599997,0.0740403997996,0.17082659924899998,308.282407456,11.8705779638,0.9000535439630001,0.5939227356660001,-0.0763330984563,-0.0357989304195,-19.2846808161,-3.0335,856,1,23.5286482088,24.733508207,2.3200552074599997e-06,0.0,0.0,1020,19.90439379820519,1.7045493125915527,galaxySED/Exp.40E09.1Z.spec.gz,59935.57301658568
43,0.0,-0.8103,-0.1704,200.78867361599998,0.05857026090319999,0.433393063908,204.566653145,64.73515305640001,0.47921335087899997,0.240919711874,-0.280047664837,0.0264946529585,-18.8839668366,2.0427,965,0,22.101630758899997,22.877142231100002,1.28246260276e-05,0.0,0.0,1021,18.251125684018795,0.9521404504776001,galaxySED/Inst.80E09.04Z.spec.gz,60378.69237147716
44,19.189,0.2196,-0.1066,200.78867361599998,0.05857026090319999,0.433393063908,204.566653145,64.73515305640001,0.47921335087899997,0.240919711874,-0.280047664837,0.0264946529585,-18.8839668366,-0.7778,965,1,23.1499723841,22.877142231100002,1.28246260276e-05,0.0,0.0,1021,18.251125684018795,0.9521404504776001,galaxySED/Inst.80E09.04Z.spec.gz,60397.88137147716
45,8.368,-0.5175,-0.4933,208.90718906200001,0.022312351526099998,0.399497172729,340.743360497,155.955604102,0.742878818375,0.260055815749,0.0714705673255,-0.09996482565680001,-19.150177280599998,-5.3587,970,0,22.267277558099998,24.0899261688,4.19692428773e-06,0.0,0.0,1022,18.19629741083118,1.1718484163284302,galaxySED/Exp.62E09.1Z.spec.gz,60113.1861045474
46,0.0,0.8001,-0.4806,208.90718906200001,0.022312351526099998,0.399497172729,340.743360497,155.955604102,0.742878818375,0.260055815749,0.0714705673255,-0.09996482565680001,-19.150177280599998,2.6559,970,1,23.0293968715,24.0899261688,4.19692428773e-06,0.0,0.0,1022,18.19629741083118,1.1718484163284302,galaxySED/Exp.62E09.1Z.spec.gz,60104.8181045474
47,12.673,0.0462,0.5831,208.90718906200001,0.022312351526099998,0.399497172729,340.743360497,155.955604102,0.742878818375,0.260055815749,0.0714705673255,-0.09996482565680001,-19.150177280599998,-1.6412,970,2,23.5520223981,24.0899261688,4.19692428773e-06,0.0,0.0,1022,18.19629741083118,1.1718484163284302,galaxySED/Exp.62E09.1Z.spec.gz,60117.4911045474
48,8.094,-0.7235,-0.1084,208.90718906200001,0.022312351526099998,0.399497172729,340.743360497,155.955604102,0.742878818375,0.260055815749,0.0714705673255,-0.09996482565680001,-19.150177280599998,6.9514,970,3,21.9847454699,24.0899261688,4.19692428773e-06,0.0,0.0,1022,18.19629741083118,1.1718484163284302,galaxySED/Exp.62E09.1Z.spec.gz,60112.912104547395
49,0.0,-0.2831,-0.6073,322.166610141,0.045412999992000005,0.441665166645,215.68969634,80.7628107638,0.697962139914,0.550587088621,0.0169132150929,-0.110854730129,-19.2400781151,2.7013,1007,0,22.6237134677,23.7026455142,5.99574834835e-06,0.0,0.0,1023,19.00919940212784,3.045403480529785,galaxySED/Inst.50E09.02Z.spec.gz,60422.163472199594
50,48.793,-0.1856,0.322,322.166610141,0.045412999992000005,0.441665166645,215.68969634,80.7628107638,0.697962139914,0.550587088621,0.0169132150929,-0.110854730129,-19.2400781151,-1.1229,1007,1,23.5767928096,23.7026455142,5.99574834835e-06,0.0,0.0,1023,19.00919940212784,3.045403480529785,galaxySED/Inst.50E09.02Z.spec.gz,60470.95647219959
51,0.0,0.2697,-0.0707,166.150423903,0.057292256265199994,0.30025652437100003,347.948538583,73.95437895970001,1.01339703183,0.6660256487039999,0.05983149747330001,-0.0186991884173,-19.314272984400002,3.397,1046,0,24.0528223462,25.3805612134,1.27843048112e-06,0.0,0.0,1024,21.058064928219093,0.9847325682640076,galaxySED/Exp.62E09.1Z.spec.gz,60271.3446796676
52,6.882000000000001,-0.1466,0.0645,166.150423903,0.057292256265199994,0.30025652437100003,347.948538583,73.95437895970001,1.01339703183,0.6660256487039999,0.05983149747330001,-0.0186991884173,-19.314272984400002,-4.2301,1046,1,23.814684627800002,25.3805612134,1.27843048112e-06,0.0,0.0,1024,21.058064928219093,0.9847325682640076,galaxySED/Exp.62E09.1Z.spec.gz,60278.2266796676
53,0.0,1.015,-0.6375,215.65038318900002,0.030564937275,0.235447223473,115.605068874,7.380722937560001,0.7569303278730001,0.304596015367,0.391462104393,-0.22158083341600002,-19.6002465526,2.3027,1079,0,22.8260362397,23.7316296421,5.837807166119999e-06,0.0,0.0,1025,18.14060424326425,3.9777753353118896,galaxySED/Burst.62E09.02Z.spec.gz,60527.33180850786
54,43.173,-0.2683,0.1102,215.65038318900002,0.030564937275,0.235447223473,115.605068874,7.380722937560001,0.7569303278730001,0.304596015367,0.391462104393,-0.22158083341600002,-19.6002465526,-0.7109,1079,1,24.1021083566,23.7316296421,5.837807166119999e-06,0.0,0.0,1025,18.14060424326425,3.9777753353118896,galaxySED/Burst.62E09.02Z.spec.gz,60570.50480850786
55,0.0,0.1653,-1.4716,229.142788448,0.0528515107156,0.00745624299871,5.218059257869999,62.158345931999996,0.7044841546580001,0.253748905748,0.134187167436,-0.543251835516,-19.4684776721,2.4999,1166,0,22.5233095625,23.5181161539,7.1064898585600005e-06,0.0,0.0,1026,18.30071477408751,1.7881455421447754,galaxySED/Exp.10E10.02Z.spec.gz,59874.1418063992
56,50.675,-0.0913,0.3265,229.142788448,0.0528515107156,0.00745624299871,5.218059257869999,62.158345931999996,0.7044841546580001,0.253748905748,0.134187167436,-0.543251835516,-19.4684776721,-0.6044,1166,1,24.0648050147,23.5181161539,7.1064898585600005e-06,0.0,0.0,1026,18.30071477408751,1.7881455421447754,galaxySED/Exp.10E10.02Z.spec.gz,59924.816806399205
57,0.0,-0.5037,0.5055,221.329798409,0.027887523577299997,0.401261384323,133.85711072,277.253797247,0.755650220829,0.38625914533100003,-0.0547649387939,0.023100167722700002,-19.2072009213,2.9607,1194,0,22.9378668832,24.1163528924,4.09600468965e-06,0.0,0.0,1027,19.08876612741703,1.3239291906356812,galaxySED/Inst.80E09.04Z.spec.gz,60421.35980262445
58,11.888,0.4461,0.2515,221.329798409,0.027887523577299997,0.401261384323,133.85711072,277.253797247,0.755650220829,0.38625914533100003,-0.0547649387939,0.023100167722700002,-19.2072009213,-1.9977,1194,1,23.3650272184,24.1163528924,4.09600468965e-06,0.0,0.0,1027,19.08876612741703,1.3239291906356812,galaxySED/Inst.80E09.04Z.spec.gz,60433.24780262445
59,9.081,-0.3334,-0.4617,221.329798409,0.027887523577299997,0.401261384323,133.85711072,277.253797247,0.755650220829,0.38625914533100003,-0.0547649387939,0.023100167722700002,-19.2072009213,-2.8249,1194,2,22.9888451958,24.1163528924,4.09600468965e-06,0.0,0.0,1027,19.08876612741703,1.3239291906356812,galaxySED/Inst.80E09.04Z.spec.gz,60430.44080262445
60,6.841,0.2833,-0.5444,221.329798409,0.027887523577299997,0.401261384323,133.85711072,277.253797247,0.755650220829,0.38625914533100003,-0.0547649387939,0.023100167722700002,-19.2072009213,4.5251,1194,3,22.4772824396,24.1163528924,4.09600468965e-06,0.0,0.0,1027,19.08876612741703,1.3239291906356812,galaxySED/Inst.80E09.04Z.spec.gz,60428.20080262445
61,0.0,1.6288,-0.6654,250.776766428,0.06900617040780001,0.297995542359,343.849214029,37.7058266183,0.710929646064,0.23874892522799998,0.547169336439,-0.364252695497,-19.184349596300002,2.2677,1233,0,22.956326543200003,23.8452905434,5.25757388792e-06,0.0,0.0,1028,18.467341199429868,2.3221187591552734,galaxySED/Burst.12E10.1Z.spec.gz,60263.21513529528
62,66.832,-0.3444,0.324,250.776766428,0.06900617040780001,0.297995542359,343.849214029,37.7058266183,0.710929646064,0.23874892522799998,0.547169336439,-0.364252695497,-19.184349596300002,-0.8034,1233,1,24.082960974899997,23.8452905434,5.25757388792e-06,0.0,0.0,1028,18.467341199429868,2.3221187591552734,galaxySED/Burst.12E10.1Z.spec.gz,60330.04713529528
63,0.0,1.4364,0.3132,250.776766428,0.06900617040780001,0.297995542359,343.849214029,37.7058266183,0.469741401888,0.23874892522799998,0.53975331264,0.11568466473899999,-19.307435474600002,1.9523,1234,0,21.671093867899998,22.397460253600002,1.99488332779e-05,0.0,0.0,1029,17.237495478092725,2.164108991622925,galaxySED/Exp.10E10.02Z.spec.gz,60383.50791079386
64,59.92,-0.2946,-0.1078,250.776766428,0.06900617040780001,0.297995542359,343.849214029,37.7058266183,0.469741401888,0.23874892522799998,0.53975331264,0.11568466473899999,-19.307435474600002,-0.7571,1234,1,22.6995771381,22.397460253600002,1.99488332779e-05,0.0,0.0,1029,17.237495478092725,2.164108991622925,galaxySED/Exp.10E10.02Z.spec.gz,60443.42791079386
65,0.0,1.786,-0.3196,250.776766428,0.06900617040780001,0.297995542359,343.849214029,37.7058266183,0.7355287862540001,0.23874892522799998,0.604219941699,-0.20921068838399998,-19.6409877165,2.1581,1236,0,22.7157378415,23.5509167533,6.8950100072e-06,0.0,0.0,1030,18.358119296703308,1.5790711641311646,galaxySED/Burst.80E09.1Z.spec.gz,60121.83391224357
66,66.885,-0.4853,0.2278,250.776766428,0.06900617040780001,0.297995542359,343.849214029,37.7058266183,0.7355287862540001,0.23874892522799998,0.604219941699,-0.20921068838399998,-19.6409877165,-1.1483,1236,1,23.4007783413,23.5509167533,6.8950100072e-06,0.0,0.0,1030,18.358119296703308,1.5790711641311646,galaxySED/Burst.80E09.1Z.spec.gz,60188.718912243574
67,0.0,0.21,0.3121,200.622670725,0.07038345598910001,0.178133562584,95.27726870110001,48.1613354941,0.792093225838,0.573998808328,0.0535034480305,0.0622161674307,-19.0480114649,2.8603,1347,0,23.35697655,24.4980055153,2.88203596487e-06,0.0,0.0,1031,20.7240849672855,0.9748064279556274,galaxySED/Burst.32E09.04Z.spec.gz,60177.38819126376
68,12.75,-0.1623,-0.1093,200.622670725,0.07038345598910001,0.178133562584,95.27726870110001,48.1613354941,0.792093225838,0.573998808328,0.0535034480305,0.0622161674307,-19.0480114649,-2.8608,1347,1,23.3567867725,24.4980055153,2.88203596487e-06,0.0,0.0,1031,20.7240849672855,0.9748064279556274,galaxySED/Burst.32E09.04Z.spec.gz,60190.13819126376
69,4.9030000000000005,0.1862,0.0765,175.95317091099997,0.0349419118284,0.22286479305100002,103.33934156299999,159.319598606,0.745094912204,0.48759426828100005,-0.0493320349277,-0.0206905578495,-19.235040215999998,-2.0606,1377,0,23.234592822,24.0195770607,4.47786274907e-06,0.0,0.0,1032,20.610784033773577,0.5714603066444397,galaxySED/Inst.32E09.04Z.spec.gz,60480.80242976125
70,0.0,-0.3084,-0.0435,175.95317091099997,0.0349419118284,0.22286479305100002,103.33934156299999,159.319598606,0.745094912204,0.48759426828100005,-0.0493320349277,-0.0206905578495,-19.235040215999998,19.6945,1377,1,20.7837146619,24.0195770607,4.47786274907e-06,0.0,0.0,1032,20.610784033773577,0.5714603066444397,galaxySED/Inst.32E09.04Z.spec.gz,60475.89942976125
71,0.0,-0.5188,-0.0161,154.11507042,0.0532014948549,0.46654957291199994,149.993154941,331.157995095,0.605514834856,0.24218772770599997,-0.11126038047900001,-0.09078515156310002,-19.188980636700002,2.4357,1421,0,22.253074842399997,23.2196343327,9.35508782723e-06,0.0,0.0,1033,18.678032634675233,1.2767937183380127,galaxySED/Exp.10E10.02Z.spec.gz,60054.607831175825
72,5.72,0.1156,0.1455,154.11507042,0.0532014948549,0.46654957291199994,149.993154941,331.157995095,0.605514834856,0.24218772770599997,-0.11126038047900001,-0.09078515156310002,-19.188980636700002,-0.5294,1421,1,23.9101744903,23.2196343327,9.35508782723e-06,0.0,0.0,1033,18.678032634675233,1.2767937183380127,galaxySED/Exp.10E10.02Z.spec.gz,60060.327831175826
