obsHistID,sessionID,propID,fieldID,fieldRA,fieldDec,filter,expDate,expMJD,night,visitTime,visitExpTime,finRank,FWHMeff,FWHMgeom,transparency,airmass,vSkyBright,filtSkyBrightness,rotSkyPos,rotTelPos,lst,altitude,azimuth,dist2Moon,solarElong,moonRA,moonDec,moonAlt,moonAZ,moonPhase,sunAlt,sunAz,phaseAngle,rScatter,mieScatter,moonIllum,moonBright,darkBright,rawSeeing,wind,humidity,slewDist,slewTime,fiveSigmaDepth,ditheredRA,ditheredDec,obsID
262982,1042,152,1427,0.925184,-0.4789,y,31545543,59945.110457,365,34.0,30.0,5.875,0.668917,0.60185,0.0,1.031905,19.862908,17.3,4.448425,0.0,1.213274,1.321484,4.840886,0.790625,111.290823,0.566637,0.231136,0.589273,5.500109,71.350642,-0.495006,3.734424,64.721863,356178.083492,104115.113468,0.005792,305.606421,81.027487,0.480634,0.0,0.0,0.0,120.0,21.937619,0.897222383682,-0.468981,262982
262956,1042,152,1427,0.925184,-0.4789,z,31544489,59945.098258,365,34.0,30.0,5.875,0.723945,0.647083,0.0,1.017152,19.86666,18.256565,4.39495,0.0,1.136415,1.386898,4.931867,0.790423,111.299022,0.565007,0.230137,0.634275,5.570718,71.238168,-0.456201,3.800658,64.864315,356224.178273,104184.234595,0.005769,305.203846,80.09622,0.546253,0.0,0.0,0.0,120.0,22.791686,0.897222383682,-0.468981,262956
427896,1042,152,1427,0.925184,-0.4789,g,52902933,60192.302471,612,34.0,30.0,9.738095,1.090632,0.9485,0.5,1.12218,20.014351,19.985008,1.811285,0.007305,0.388936,1.099816,1.601293,0.855473,111.635605,0.878103,0.375361,0.552505,0.539364,66.184527,-0.821616,2.007989,71.113739,341374.568603,84066.846498,0.004825,249.705569,86.590704,0.758261,0.0,0.0,0.0,2.0,23.548822,0.914429098817,-0.462368,427896
427916,1042,152,1427,0.925184,-0.4789,i,52903771,60192.31217,612,34.0,30.0,9.738095,0.976179,0.854419,0.5,1.094307,20.033487,19.170002,1.811285,0.009267,0.450044,1.152598,1.572278,0.856295,111.641829,0.879553,0.376258,0.576864,0.480326,66.085771,-0.773306,1.955791,71.233302,341188.26593,83839.408085,0.004808,245.523385,84.897641,0.765962,0.0,0.0,0.0,2.0,23.088901,0.914429098817,-0.462368,427916
427886,1042,152,1427,0.925184,-0.4789,r,52902455,60192.296938,612,34.0,30.0,9.738095,1.059944,0.923274,0.5,1.140163,20.002735,20.066044,1.811285,0.004844,0.354079,1.069727,1.616675,0.854998,111.632054,0.877264,0.374842,0.537455,0.571933,66.240842,-0.848643,2.039991,71.045521,341482.29359,84198.614485,0.004835,252.242215,87.671411,0.77964,0.0,0.0,0.0,2.0,23.582461,0.914429098817,-0.462368,427886
427962,1042,152,1427,0.925184,-0.4789,y,52905663,60192.334068,612,34.0,30.0,9.738095,0.945986,0.8296,0.5,1.04647,20.070493,17.3,1.811285,-0.004167,0.58801,1.27167,1.490102,0.858093,111.655862,0.882748,0.378212,0.621456,0.338466,65.862674,-0.660878,1.852588,71.503092,340780.536826,83343.611092,0.00477,237.408092,81.940755,0.821123,0.0,0.0,0.0,2.0,21.558717,0.914429098817,-0.462368,427962
427942,1042,152,1427,0.925184,-0.4789,z,52904825,60192.324369,612,34.0,30.0,9.738095,0.802429,0.711597,0.5,1.06525,20.055198,18.40289,1.811285,0.005825,0.526902,1.218978,1.530359,0.857306,111.64965,0.881346,0.377359,0.603575,0.402687,65.96151,-0.711162,1.896119,71.383623,340958.833608,83560.08925,0.004787,240.770054,83.10935,0.617559,0.0,0.0,0.0,2.0,22.748461,0.914429098817,-0.462368,427942
429565,1042,152,1427,0.925184,-0.4789,g,53157005,60195.243119,615,34.0,30.0,9.738095,0.978407,0.856251,0.625,1.36414,21.32693,21.73693,1.397166,-0.45203,0.066603,0.822818,1.727269,1.16885,113.47799,1.594816,0.49801,-0.209828,1.113891,36.484766,-1.057861,2.494227,105.682398,277892.650314,29905.120269,0.001463,0.0,100.389257,0.558332,0.0,0.0,0.0,2.0,24.42991,0.927334980237,-0.462368,429565
429585,1042,152,1427,0.925184,-0.4789,i,53157843,60195.252818,615,34.0,30.0,9.738095,0.919771,0.808052,0.625,1.302808,21.278047,19.918047,1.397166,-0.440454,0.127711,0.875049,1.705174,1.170423,113.484126,1.597105,0.498468,-0.16474,1.088208,36.3929,-1.023977,2.394641,105.791768,277633.658971,29750.426602,0.001457,7.971348,97.041044,0.606436,0.0,0.0,0.0,2.0,23.491666,0.927334980237,-0.462368,429585
429555,1042,152,1427,0.925184,-0.4789,r,53156527,60195.237586,615,34.0,30.0,9.738095,0.966411,0.84639,0.625,1.403446,21.304516,21.024516,1.397166,-0.459088,0.031747,0.793104,1.739724,1.16794,113.474489,1.593486,0.497747,-0.235788,1.128165,36.537198,-1.075262,2.556122,105.620002,278042.882751,29995.005598,0.001467,0.0,102.483206,0.576586,0.0,0.0,0.0,2.0,24.098195,0.927334980237,-0.462368,429555
429631,1042,152,1427,0.925184,-0.4789,y,53159735,60195.274716,615,34.0,30.0,9.738095,0.801079,0.710487,0.625,1.193388,21.185237,17.3,1.397166,-0.418794,0.265678,0.99352,1.653048,1.17386,113.497971,1.602074,0.499488,-0.065169,1.026784,36.185745,-0.9351,2.207125,106.038612,277070.170541,29414.997652,0.001442,23.566506,90.817316,0.569928,0.0,0.0,0.0,2.0,21.712795,0.927334980237,-0.462368,429631
429611,1042,152,1427,0.925184,-0.4789,z,53158897,60195.265017,615,34.0,30.0,9.738095,0.86418,0.762356,0.625,1.237433,21.223662,19.073662,1.397166,-0.427528,0.20457,0.940965,1.676642,1.172357,113.491841,1.599908,0.49904,-0.108863,1.054614,36.277454,-0.976272,2.28434,105.929296,277316.051067,29561.172769,0.001448,17.044945,93.361595,0.602446,0.0,0.0,0.0,2.0,22.982775,0.927334980237,-0.462368,429611
431665,1042,152,1427,0.925184,-0.4789,u,53417936,60198.263158,618,34.0,30.0,9.738095,1.188965,1.029329,0.0,1.207948,21.425647,22.085647,2.705328,0.88651,0.24447,0.975267,1.661351,1.591769,115.336159,2.291974,0.414433,-0.601237,1.404742,12.315349,-0.965785,2.316586,138.9113,242932.719222,7412.404526,0.000265,0.0,91.664292,0.736184,0.0,0.0,0.0,2.0,23.040254,0.940240861656,-0.462368,431665
432513,1042,152,1427,0.925184,-0.4789,u,53501958,60199.235634,619,34.0,30.0,9.738095,1.021773,0.891897,0.0,1.341358,21.340338,22.000338,1.432717,-0.412256,0.088259,0.841308,1.719483,1.727647,115.925794,2.493493,0.35063,-0.88535,1.655811,6.954911,-1.054766,2.592779,149.417986,248421.937496,4735.084512,0.00013,0.0,99.157118,0.555628,0.0,0.0,0.0,2.0,23.114164,0.944542822129,-0.462368,432513
433452,1042,152,1427,0.925184,-0.4789,u,53588152,60200.233242,620,34.0,30.0,9.738095,1.058385,0.921992,0.0,1.339178,21.341637,22.001637,2.225322,0.380757,0.090392,0.84313,1.718714,1.86497,116.526429,2.691015,0.273194,-1.014028,1.923757,2.967873,-1.054726,2.623199,160.159745,262091.404454,3010.421417,5.6e-05,0.0,99.038545,0.584306,0.0,0.0,0.0,2.0,23.077401,0.948843655845,-0.462368,433452
434360,1042,152,1427,0.925184,-0.4789,u,53674395,60201.231427,621,34.0,30.0,9.738095,1.133049,0.983366,0.0,1.333344,21.34513,22.00513,2.12096,0.277495,0.096156,0.848057,1.716632,1.995821,117.122633,2.880427,0.186034,-1.094106,2.294843,0.647153,-1.052805,2.64694,170.771617,281782.849362,1955.228004,2.1e-05,0.0,98.720465,0.642371,0.0,0.0,0.0,2.0,23.007301,0.903674197634,-0.459062,434360
435277,1042,152,1427,0.925184,-0.4789,u,53760213,60202.224689,622,34.0,30.0,9.738095,1.182005,1.023608,0.0,1.359514,21.329627,21.989627,2.083951,0.235605,0.070909,0.826492,1.725724,2.114839,117.710893,3.06338,0.092726,-1.113536,2.799911,0.097689,-1.062095,2.728829,176.417822,304206.390866,1320.43217,1.2e-05,0.0,100.140157,0.668383,0.0,0.0,0.0,2.0,22.943862,0.907976158107,-0.459062,435277
439521,1042,152,1427,0.925184,-0.4789,g,54363992,60209.212875,629,34.0,30.0,9.738095,1.226988,1.060584,0.0,1.313014,20.892095,20.972692,0.948596,-0.890995,0.116895,0.865792,1.709115,2.093756,121.69266,4.527571,-0.47078,-0.000318,4.159398,44.00336,-1.034973,2.877727,96.888225,299976.977001,1415.516696,0.002067,52.233008,97.605101,0.780985,0.0,0.0,0.0,2.0,23.850992,0.938089881419,-0.459062,439521
439541,1042,152,1427,0.925184,-0.4789,i,54364830,60209.222574,629,34.0,30.0,9.738095,0.97291,0.851732,0.0,1.258684,21.006244,20.007577,0.948596,-0.880342,0.178003,0.918155,1.686623,2.092687,121.698082,4.530417,-0.47068,-0.042808,4.129544,44.107855,-1.018303,2.764422,96.767627,299765.189606,1420.516105,0.002076,40.314279,94.570302,0.679224,0.0,0.0,0.0,2.0,23.477308,0.938089881419,-0.459062,439541
439511,1042,152,1427,0.925184,-0.4789,r,54363514,60209.207342,629,34.0,30.0,9.738095,1.189435,1.029716,0.0,1.347779,20.868312,20.848568,0.948596,-0.897577,0.082039,0.835995,1.721724,2.094352,121.689567,4.525972,-0.470839,0.024287,4.175923,43.943779,-1.041869,2.944873,96.957,300095.071605,1412.739302,0.002062,53.650735,99.505776,0.794656,0.0,0.0,0.0,2.0,23.799405,0.938089881419,-0.459062,439511
439587,1042,152,1427,0.925184,-0.4789,y,54366722,60209.244472,629,34.0,30.0,9.738095,0.967751,0.847491,0.0,1.161703,21.26966,17.3,0.948596,-0.861431,0.31597,1.036853,1.632754,2.090153,121.710317,4.537035,-0.470474,-0.135379,4.057592,44.343975,-0.961804,2.535114,96.49523,299264.079212,1432.440777,0.002098,16.872661,88.954025,0.777834,0.0,0.0,0.0,2.0,21.513277,0.938089881419,-0.459062,439587
439567,1042,152,1427,0.925184,-0.4789,z,54365884,60209.234773,629,34.0,30.0,9.738095,0.990319,0.866042,0.0,1.200721,21.151718,19.333914,0.948596,-0.868797,0.254862,0.98421,1.657299,2.091296,121.704899,4.534071,-0.470561,-0.094988,4.090281,44.23936,-0.989769,2.631786,96.615899,299490.015547,1427.047559,0.002088,26.725649,91.244592,0.755737,0.0,0.0,0.0,2.0,22.962595,0.938089881419,-0.459062,439567
442176,1042,152,1427,0.925184,-0.4789,g,54621713,60212.19576,632,34.0,30.0,9.738095,0.921624,0.809575,0.5,1.370591,19.93658,19.87004,2.649094,0.798719,0.060673,0.817758,1.729394,1.6191,123.295672,5.339766,-0.423034,0.681136,4.572813,76.329053,-1.029192,3.082223,58.22526,243366.07698,6773.446499,0.006919,260.533326,100.735708,0.50738,0.0,0.0,0.0,2.0,23.623625,0.905825177871,-0.455755,442176
442196,1042,152,1427,0.925184,-0.4789,i,54622551,60212.205459,632,34.0,30.0,9.738095,0.840131,0.742588,0.5,1.308371,19.986273,19.18483,2.649094,0.810397,0.121781,0.869973,1.707336,1.617963,123.300885,5.341872,-0.422096,0.630416,4.550093,76.426056,-1.022926,2.965178,58.094412,243341.248204,6798.894098,0.006944,247.757792,97.348826,0.521571,0.0,0.0,0.0,2.0,23.237653,0.905825177871,-0.455755,442196
442166,1042,152,1427,0.925184,-0.4789,r,54621235,60212.190228,632,34.0,30.0,9.738095,0.916759,0.805576,0.5,1.410477,19.907282,19.997346,2.649094,0.791607,0.025817,0.788055,1.741835,1.619734,123.292698,5.338587,-0.423563,0.710154,4.585908,76.27367,-1.03,3.149698,58.299882,243380.171808,6759.303983,0.006906,268.296848,102.853528,0.528205,0.0,0.0,0.0,2.0,23.671856,0.905825177871,-0.455755,442166
442242,1042,152,1427,0.925184,-0.4789,y,54624443,60212.227357,632,34.0,30.0,9.738095,0.930892,0.817193,0.5,1.197385,20.0928,17.3,2.649094,0.832354,0.259748,0.988415,1.655383,1.615265,123.312651,5.34681,-0.419938,0.516732,4.499275,76.644643,-0.987393,2.716567,57.798877,243284.693008,6859.660634,0.006999,221.804183,91.050386,0.717878,0.0,0.0,0.0,2.0,21.549015,0.905825177871,-0.455755,442242
442222,1042,152,1427,0.925184,-0.4789,z,54623605,60212.217658,632,34.0,30.0,9.738095,0.884488,0.779049,0.5,1.24206,20.046352,18.478735,2.649094,0.823474,0.19864,0.935872,1.678882,1.616484,123.30744,5.34459,-0.4209,0.566931,4.521759,76.5479,-1.006599,2.823176,57.929794,243309.818722,6832.155177,0.006974,232.903285,93.625824,0.622597,0.0,0.0,0.0,2.0,22.667566,0.905825177871,-0.455755,442222
446970,1042,152,1427,0.925184,-0.4789,g,55484215,60222.178423,642,34.0,30.0,9.738095,1.141736,0.990507,0.0,1.306775,20.811209,20.792803,2.717475,0.879086,0.123474,0.871422,1.706719,1.120797,128.131209,1.500875,0.496623,-0.094153,1.048437,63.201752,-0.959327,3.252828,74.690378,286173.974121,35041.037044,0.004339,64.166644,97.260615,0.715425,0.0,0.0,0.0,2.0,23.846502,0.907976158107,-0.452449,446970
446990,1042,152,1427,0.925184,-0.4789,i,55485053,60222.188122,642,34.0,30.0,9.738095,0.916005,0.804956,0.125,1.253295,20.698204,19.816843,2.717475,0.889611,0.184582,0.923801,1.684164,1.122306,128.135551,1.503086,0.497174,-0.050715,1.020185,63.106592,-0.962331,3.146866,74.803404,285903.528424,34867.08347,0.004325,84.8696,94.264977,0.624301,0.0,0.0,0.0,2.0,23.453127,0.907976158107,-0.452449,446990
446960,1042,152,1427,0.925184,-0.4789,r,55483737,60222.172891,642,34.0,30.0,9.738095,0.970478,0.849733,0.0,1.340991,20.886696,20.606696,2.717475,0.87257,0.088617,0.841614,1.719354,1.119923,128.128732,1.49959,0.496306,-0.119235,1.064091,63.256021,-0.955139,3.312579,74.625892,286330.870962,35142.160481,0.004348,51.447863,99.13717,0.604493,0.0,0.0,0.0,2.0,23.908757,0.907976158107,-0.452449,446960
447036,1042,152,1427,0.925184,-0.4789,y,55486945,60222.210021,642,34.0,30.0,9.738095,0.770798,0.685596,0.125,1.157839,20.610798,17.3,2.717475,0.908127,0.322548,1.042526,1.630027,1.125601,128.145348,1.507879,0.498389,0.044546,0.952231,62.891664,-0.9487,2.910015,75.058465,285315.231216,34490.222806,0.004291,105.427057,88.724864,0.550225,0.0,0.0,0.0,2.0,21.761031,0.907976158107,-0.452449,447036
447016,1042,152,1427,0.925184,-0.4789,z,55486107,60222.200322,642,34.0,30.0,9.738095,0.800992,0.710415,0.125,1.196238,20.589656,18.913551,2.717475,0.900959,0.261441,0.989872,1.654718,1.124161,128.141009,1.50579,0.497857,0.002868,0.983082,62.986873,-0.958185,3.013711,74.945515,285571.922753,34654.400248,0.004306,106.986035,90.983568,0.54984,0.0,0.0,0.0,2.0,22.990565,0.907976158107,-0.452449,447016
449057,1042,152,1427,0.925184,-0.4789,g,55741625,60225.157702,645,34.0,30.0,9.738095,1.0612,0.924306,0.125,1.388641,21.312854,21.722854,1.240343,-0.613287,0.044527,0.803991,1.735167,1.536218,129.387111,2.206913,0.436277,-0.706912,1.425005,34.431004,-0.916516,3.456061,108.142411,243105.770055,8902.861585,0.00132,0.0,101.699226,0.617768,0.0,0.0,0.0,2.0,24.330475,0.920882039527,-0.452449,449057
449077,1042,152,1427,0.925184,-0.4789,i,55742463,60225.167401,645,34.0,30.0,9.738095,0.969649,0.849051,0.125,1.323926,21.350812,19.990812,1.240343,-0.601336,0.105635,0.85616,1.713203,1.538134,129.391135,2.209535,0.436073,-0.656942,1.40221,34.343185,-0.930279,3.358104,108.248341,243076.281371,8846.784166,0.001314,0.0,98.20513,0.646958,0.0,0.0,0.0,2.0,23.46654,0.920882039527,-0.452449,449077
449047,1042,152,1427,0.925184,-0.4789,r,55741147,60225.152169,645,34.0,30.0,9.738095,1.037564,0.904878,0.125,1.430155,21.289784,21.009784,1.240343,-0.620542,0.00967,0.774316,1.747575,1.535113,129.384816,2.205399,0.436398,-0.735476,1.438134,34.481124,-0.906491,3.510113,108.081983,243123.542042,8935.368524,0.001323,0.0,103.883259,0.629874,0.0,0.0,0.0,2.0,24.010886,0.920882039527,-0.452449,449047
449123,1042,152,1427,0.925184,-0.4789,y,55744355,60225.189299,645,34.0,30.0,9.738095,0.812503,0.719877,0.125,1.208561,21.425227,17.3,1.240343,-0.578596,0.243602,0.97452,1.661688,1.54235,129.400216,2.215284,0.43564,-0.544725,1.351147,34.145144,-0.942206,3.127686,108.487462,243017.296626,8724.616604,0.0013,0.0,91.699772,0.576311,0.0,0.0,0.0,2.0,21.69469,0.920882039527,-0.452449,449123
449103,1042,152,1427,0.925184,-0.4789,z,55743517,60225.1796,645,34.0,30.0,9.738095,0.874793,0.77108,0.125,1.254997,21.394161,19.244161,1.240343,-0.58786,0.182494,0.922009,1.684946,1.540502,129.396194,2.212767,0.435827,-0.594313,1.373753,34.23282,-0.94029,3.230661,108.381558,243042.147821,8777.951164,0.001306,0.0,94.361456,0.606032,0.0,0.0,0.0,2.0,23.050431,0.920882039527,-0.452449,449103
453842,1042,152,1427,0.925184,-0.4789,u,56695160,60236.19399,656,34.0,30.0,9.738095,1.030215,0.898837,0.0,1.089207,21.512907,22.172907,0.996246,-0.805815,0.462387,1.163261,1.566021,2.125193,133.094775,4.466873,-0.461855,-0.28216,3.928441,20.14491,-0.869041,3.066585,126.662611,306318.602904,1276.100711,0.000543,0.0,84.585522,0.66458,0.0,0.0,0.0,2.0,23.278839,0.929485960473,-0.505351,453842
457075,1042,152,1427,0.925184,-0.4789,g,57039092,60240.174681,660,34.0,30.0,9.738095,1.001989,0.875635,0.0,1.112275,20.513365,20.49862,2.725659,0.922708,0.409548,1.117617,1.591831,1.501158,134.009509,5.5182,-0.37318,0.516824,4.55773,62.20311,-0.842786,3.243828,75.87358,243941.1182,9994.220685,0.004187,126.389278,85.991549,0.684481,0.0,0.0,0.0,2.0,23.889961,0.905825177871,-0.502045,457075
457095,1042,152,1427,0.925184,-0.4789,i,57039930,60240.184381,660,34.0,30.0,9.738095,0.832475,0.736294,0.0,1.085886,20.548644,19.662514,2.725659,0.923471,0.470656,1.170405,1.56174,1.499925,134.011507,5.520312,-0.372105,0.466131,4.533652,62.311551,-0.845744,3.153953,75.745405,243980.702934,10034.974008,0.004203,121.208872,84.381844,0.615331,0.0,0.0,0.0,2.0,23.500144,0.905825177871,-0.502045,457095
457065,1042,152,1427,0.925184,-0.4789,r,57038614,60240.169149,660,34.0,30.0,9.738095,0.935631,0.821089,0.0,1.129338,20.492987,20.545363,2.725659,0.920776,0.374692,1.087519,1.607665,1.501844,134.008368,5.517018,-0.37379,0.54584,4.571526,62.141235,-0.838996,3.29464,75.946683,243919.415343,9971.641288,0.004178,129.382801,87.021914,0.664959,0.0,0.0,0.0,2.0,23.947201,0.905825177871,-0.502045,457065
457141,1042,152,1427,0.925184,-0.4789,y,57041822,60240.206279,660,34.0,30.0,9.738095,0.855678,0.755367,0.0,1.04094,20.628905,17.3,2.725659,0.904706,0.608623,1.289408,1.474448,1.496984,134.016007,5.525272,-0.369653,0.352638,4.479218,62.556221,-0.835065,2.952151,75.45594,244077.8153,10132.75944,0.00424,109.34619,81.594741,0.71763,0.0,0.0,0.0,2.0,21.668648,0.905825177871,-0.502045,457141
457121,1042,152,1427,0.925184,-0.4789,z,57040984,60240.19658,660,34.0,30.0,9.738095,0.760369,0.677023,0.0,1.058506,20.592958,18.912541,2.725659,0.917721,0.547515,1.236766,1.517643,1.498314,134.014016,5.523042,-0.370742,0.402729,4.503394,62.447881,-0.842741,3.040855,75.584162,244033.424195,10088.431988,0.004224,114.677666,82.690864,0.569909,0.0,0.0,0.0,2.0,23.056226,0.905825177871,-0.502045,457121
459770,1042,152,1427,0.925184,-0.4789,g,57307624,60243.282696,663,34.0,30.0,5.875,0.630155,0.569987,0.0,1.018005,19.494475,19.259808,4.400217,0.0,1.14169,1.382446,4.924034,1.008876,134.549862,6.254155,-0.043638,0.366259,4.882766,91.456807,-0.627793,2.388423,33.9899,307867.123897,50686.391658,0.012834,462.692432,80.150232,0.349733,0.0,0.0,0.0,120.0,23.811688,0.91873105929,-0.502045,459770
459780,1042,152,1427,0.925184,-0.4789,i,57308102,60243.288228,663,34.0,30.0,5.875,0.600517,0.545625,0.0,1.024226,19.508455,18.906605,4.428276,0.0,1.176546,1.352869,4.87899,1.008334,134.550703,6.255208,-0.042946,0.337077,4.864647,91.493553,-0.60687,2.355625,33.914504,307979.237898,50777.176016,0.012858,455.354362,80.543561,0.353466,0.0,0.0,0.0,120.0,23.495042,0.91873105929,-0.502045,459780
459750,1042,152,1427,0.925184,-0.4789,r,57306786,60243.272997,663,34.0,30.0,52.305844,0.593293,0.539687,0.0,1.009353,19.473161,19.692779,4.310419,0.0,1.080582,1.434563,5.044205,1.009796,134.548383,6.252346,-0.04485,0.417235,4.915455,91.392212,-0.663483,2.450294,34.122078,307677.17879,50532.846328,0.012793,474.003301,79.601398,0.330753,0.0,0.0,0.545985,140.0,24.049142,0.91873105929,-0.502045,459750
459826,1042,152,1427,0.925184,-0.4789,y,57309994,60243.310126,663,34.0,30.0,5.875,0.718333,0.64247,0.0,1.059386,19.58096,17.3,4.475627,0.0,1.314513,1.23438,4.763791,1.006055,134.554016,6.259539,-0.040214,0.221048,4.795811,91.638297,-0.517768,2.236594,33.616076,308450.688365,51160.198882,0.012952,418.533593,82.745549,0.533706,0.0,0.0,0.0,120.0,21.855289,0.91873105929,-0.502045,459826
459800,1042,152,1427,0.925184,-0.4789,z,57308940,60243.297927,663,34.0,30.0,5.875,0.587719,0.535105,0.0,1.037658,19.536868,18.216467,4.458054,0.0,1.237654,1.300568,4.819299,1.00735,134.552174,6.257095,-0.041735,0.285771,4.833655,91.557802,-0.568566,2.30086,33.782325,308182.53862,50942.093408,0.0129,440.666362,81.388914,0.340741,0.0,0.0,0.0,120.0,22.996861,0.91873105929,-0.502045,459800
465077,1042,152,1427,0.925184,-0.4789,g,57905242,60250.199563,670,34.0,30.0,9.738095,1.108421,0.963122,0.5,1.014779,20.246364,20.17167,1.838391,-0.06728,0.73834,1.399923,1.326353,1.209781,135.167968,1.659976,0.505192,0.214873,0.794467,78.552747,-0.78234,3.017684,55.176177,271414.476581,26128.582213,0.007505,191.645871,79.945887,0.833552,0.0,0.0,0.0,2.0,23.644087,0.903674197634,-0.498738,465077
465097,1042,152,1427,0.925184,-0.4789,i,57906080,60250.209262,670,34.0,30.0,9.738095,1.31493,1.132872,0.5,1.007319,20.222285,19.433115,1.838391,-0.180185,0.799448,1.450181,1.183821,1.211052,135.168296,1.66182,0.505509,0.250474,0.755717,78.471542,-0.773643,2.935811,55.289454,271222.353417,26019.299932,0.007482,198.21007,79.472074,1.171389,0.0,0.0,0.0,2.0,22.901525,0.903674197634,-0.498738,465097
465067,1042,152,1427,0.925184,-0.4789,r,57904764,60250.194031,670,34.0,30.0,9.738095,1.1698,1.013576,0.5,1.020397,20.260946,20.35721,1.838391,-0.031937,0.703483,1.370521,1.378651,1.20904,135.167779,1.658904,0.505005,0.193963,0.815815,78.599027,-0.785377,3.064979,55.111549,271526.830456,26192.556594,0.007518,187.666921,80.301581,0.956054,0.0,0.0,0.0,2.0,23.629986,0.903674197634,-0.498738,465067
465124,1042,152,1427,0.925184,-0.4789,y,57907288,60250.223244,670,34.0,30.0,5.875,0.981221,0.858564,0.5,1.002028,20.190653,17.3,2.459871,0.0,0.887536,1.507167,0.704113,1.212819,135.168762,1.664401,0.505933,0.299217,0.696759,78.35433,-0.75612,2.832306,55.452686,270956.135162,25868.10434,0.00745,206.756205,79.13509,0.891366,0.0,0.0,0.0,120.0,21.527011,0.903674197634,-0.498738,465124
465123,1042,152,1427,0.925184,-0.4789,z,57907134,60250.221461,670,34.0,30.0,9.738095,1.007171,0.879895,0.5,1.002124,20.194722,18.641677,1.838391,-0.594931,0.876307,1.505675,0.73193,1.212598,135.168703,1.664077,0.505881,0.293183,0.704484,78.369283,-0.756807,2.835658,55.43188,270989.376581,25886.968742,0.007454,205.680539,79.141237,0.891366,0.0,0.0,0.0,2.0,22.623065,0.903674197634,-0.498738,465123
467030,1042,152,1427,0.925184,-0.4789,u,58844454,60261.07007,681,34.0,30.0,9.738095,1.083166,0.942362,0.0,1.317996,21.354419,22.014419,2.044883,0.204336,0.111716,0.861362,1.710997,2.330837,134.450751,3.891098,-0.313773,-0.529042,3.857146,0.108354,-0.478942,3.933483,176.227283,351568.844245,647.621885,1.2e-05,0.0,97.87943,0.6108,0.0,0.0,0.0,2.0,23.066499,0.901524344155,-0.495432,467030
467794,1042,152,1427,0.925184,-0.4789,u,58930668,60262.067927,682,34.0,30.0,9.738095,1.162858,1.007869,0.0,1.31443,21.356599,22.016599,2.290749,0.450885,0.115417,0.864527,1.709652,2.271473,134.282297,4.119001,-0.389755,-0.335001,3.979941,0.659053,-0.466735,3.941557,170.686968,338059.585006,787.687933,2.1e-05,0.0,97.683124,0.671738,0.0,0.0,0.0,2.0,22.99182,0.905825177871,-0.495432,467794
468550,1042,152,1427,0.925184,-0.4789,u,59017093,60263.068216,683,34.0,30.0,9.738095,1.1488,0.996314,0.125,1.296591,21.361656,22.021656,2.120782,0.28437,0.134441,0.880812,1.702713,2.171953,134.096655,4.365656,-0.447051,-0.143272,4.081683,3.484921,-0.463992,3.937328,158.481876,316116.68557,1093.721982,6.4e-05,0.533195,96.696046,0.668331,0.0,0.0,0.0,2.0,23.015377,0.910127138344,-0.495432,468550
469330,1042,152,1427,0.925184,-0.4789,u,59104191,60264.076291,684,34.0,30.0,9.738095,0.97199,0.850976,0.0,1.239026,21.360226,21.83832,1.941648,0.116636,0.202519,0.939203,1.677418,2.041198,133.892786,4.630262,-0.479303,0.017025,4.160881,8.616612,-0.49071,3.892948,145.8599,289893.320229,1683.447675,0.000167,3.904671,93.452646,0.553798,0.0,0.0,0.0,2.0,23.171877,0.914429098817,-0.495432,469330
470099,1042,152,1427,0.925184,-0.4789,u,59191805,60265.090337,685,34.0,30.0,9.738095,1.222465,1.056866,0.125,1.166338,21.350815,21.674683,2.273002,0.462144,0.308217,1.030169,1.635945,1.888677,133.670919,4.905392,-0.481321,0.145669,4.238791,15.922033,-0.536518,3.813582,132.965616,265211.424891,2784.00492,0.000381,8.976551,89.228333,0.781389,0.0,0.0,0.0,2.0,22.908198,0.91873105929,-0.495432,470099
471534,1042,152,1427,0.925184,-0.4789,g,59447928,60268.054733,688,34.0,30.0,9.738095,1.343983,1.156754,0.0,1.295616,20.658225,20.72167,1.647817,-0.188406,0.135506,0.881723,1.702324,1.388496,132.92779,5.68203,-0.317409,0.871248,4.844524,46.036207,-0.3919,3.990433,94.546943,250361.33248,14491.917909,0.002254,89.211657,96.641887,0.881126,0.0,0.0,0.0,2.0,23.638321,0.93163694071,-0.495432,471534
471554,1042,152,1427,0.925184,-0.4789,i,59448766,60268.064432,688,34.0,30.0,9.738095,1.024303,0.893977,0.0,1.243656,20.695606,19.710318,1.647817,-0.178122,0.196614,0.934131,1.679646,1.38754,132.925162,5.683696,-0.31632,0.819767,4.809435,46.146628,-0.430564,3.944141,94.420022,250439.624674,14537.686664,0.002264,85.846806,93.716834,0.736988,0.0,0.0,0.0,2.0,23.282055,0.93163694071,-0.495432,471554
471524,1042,152,1427,0.925184,-0.4789,r,59447450,60268.049201,688,34.0,30.0,9.738095,1.099479,0.955772,0.0,1.328852,20.635673,20.629248,1.647817,-0.194799,0.10065,0.851898,1.715008,1.389029,132.929288,5.681096,-0.318024,0.900523,4.865841,45.973233,-0.369132,4.015779,94.619337,250317.835224,14466.453166,0.002248,91.279342,98.474989,0.725261,0.0,0.0,0.0,2.0,23.785386,0.93163694071,-0.495432,471524
