t0,x,y,sigma,gamma,e,theta_e,theta_gamma,zs,zl,snx,sny,MB,mu,sysno,imno,mag,x0,x1,c,twinkles_sysno,bulge_magnorm,r_eff,lens_sed,t_start
0.0,0.2675,-0.4957,171.981336621,0.0738286963584,0.31620960465,79.1602034585,134.088420053,0.734945395493,0.39901291919,0.10270285082,-0.149628458562,-19.5349641656,2.1795,105,0,22.8072185524,5.02201673116e-06,0.0,0.0,1000,20.85131073,1.05133897704,Burst.62E09.04Z.spec,60352.3380881
14.945,-0.125,0.1134,171.981336621,0.0738286963584,0.31620960465,79.1602034585,134.088420053,0.734945395493,0.39901291919,0.10270285082,-0.149628458562,-19.5349641656,-0.9887,105,1,23.6654494004,5.02201673116e-06,0.0,0.0,1000,20.85131073,1.05133897704,Burst.62E09.04Z.spec,60367.2830881
0.0,-0.2566,-0.4932,165.882504786,0.060947961457,0.556837491431,223.996858203,85.4951954118,0.570128553123,0.304755327059,-0.063713447476,-0.163734711897,-19.5705319535,1.6892,126,0,22.1118926441,9.6968507979e-06,0.0,0.0,1001,20.867729187,0.51462000332,Burst.32E09.02Z.spec,60388.5113169
11.046,-0.0276,0.1673,165.882504786,0.060947961457,0.556837491431,223.996858203,85.4951954118,0.570128553123,0.304755327059,-0.063713447476,-0.163734711897,-19.5705319535,-1.1577,126,1,22.5221052427,9.6968507979e-06,0.0,0.0,1001,20.867729187,0.51462000332,Burst.32E09.02Z.spec,60399.5573169
0.0,0.3682,0.4532,225.894438764,0.0643661888334,0.40709395868,260.542328427,31.715261585,0.826762735485,0.571931272829,0.124652673273,0.109589052314,-19.6022537283,2.0976,187,0,23.2994009631,3.98810245534e-06,0.0,0.0,1002,19.8186206818,1.32477494872,Burst.32E09.02Z.spec,59983.1595563
33.1,-0.2047,-0.0689,225.894438764,0.0643661888334,0.40709395868,260.542328427,31.715261585,0.826762735485,0.571931272829,0.124652673273,0.109589052314,-19.6022537283,-1.2195,187,1,23.8882531373,3.98810245534e-06,0.0,0.0,1002,19.8186206818,1.32477494872,Burst.32E09.02Z.spec,60016.2595563
0.0,0.4561,-1.381,341.766772307,0.0839581684935,0.0933232045508,103.06017836,89.9969222608,0.794853241522,0.503016591806,0.162632230802,-0.241030024529,-19.1691929924,2.8971,218,0,23.2366935815,2.9517452686e-06,0.0,0.0,1003,17.4806804657,2.15477051776,Inst.25E09.02Z.spec,60419.990722
118.907,-0.6168,0.4604,341.766772307,0.0839581684935,0.0933232045508,103.06017836,89.9969222608,0.794853241522,0.503016591806,0.162632230802,-0.241030024529,-19.1691929924,-2.4831,218,1,23.404116772,2.9517452686e-06,0.0,0.0,1003,17.4806804657,2.15477051776,Inst.25E09.02Z.spec,60538.897722
0.0,0.6177,-0.262,181.142453921,0.0657352988673,0.132925593583,19.3807852121,340.220989529,0.554654273615,0.297405491236,0.196978676013,-0.109450063408,-19.353446175,2.2661,280,0,21.9374346509,8.49125740369e-06,0.0,0.0,1004,19.538690567,0.617999583901,Burst.32E09.02Z.spec,60025.5939301
15.622,-0.1513,0.1072,181.142453921,0.0657352988673,0.132925593583,19.3807852121,340.220989529,0.554654273615,0.297405491236,0.196978676013,-0.109450063408,-19.353446175,-0.9153,280,1,22.921723672,8.49125740369e-06,0.0,0.0,1004,19.538690567,0.617999583901,Burst.32E09.02Z.spec,60041.2159301
0.0,-0.2358,-0.3054,172.748299893,0.0419589046314,0.313468713756,50.4995505648,240.120290454,0.431424782787,0.295905506774,-0.0685616157774,-0.0845537171792,-19.1615451577,2.0591,353,0,21.5542916131,1.30605888911e-05,0.0,0.0,1006,18.0041809082,1.36974382389,Inst.25E09.02Z.spec,60476.4590947
6.992,0.1048,0.1192,172.748299893,0.0419589046314,0.313468713756,50.4995505648,240.120290454,0.431424782787,0.295905506774,-0.0685616157774,-0.0845537171792,-19.1615451577,-4.0033,353,1,20.8324398682,1.30605888911e-05,0.0,0.0,1006,18.0041809082,1.36974382389,Inst.25E09.02Z.spec,60483.4510947
0.0,0.9621,0.6711,228.691844133,0.0357687045188,0.419472670354,35.2559632868,59.5799068402,0.761967654875,0.286507698285,0.203825120549,0.101360518145,-19.4386430959,2.2173,438,0,23.0612732951,4.20195794438e-06,0.0,0.0,1007,18.4934902191,0.709455173085,Inst.50E09.04Z.spec,59947.6640556
26.399,-0.6133,0.201,228.691844133,0.0357687045188,0.419472670354,35.2559632868,59.5799068402,0.761967654875,0.286507698285,0.203825120549,0.101360518145,-19.4386430959,-2.5508,438,1,22.9091434168,4.20195794438e-06,0.0,0.0,1007,18.4934902191,0.709455173085,Inst.50E09.04Z.spec,59974.0630556
0.0,0.4501,-0.3814,166.792780915,0.0851219435358,0.427330229574,337.861547027,290.555553512,0.860220893453,0.438581281267,0.161010904936,-0.122743702498,-19.1968976894,1.7941,441,0,24.0014227731,2.48709839409e-06,0.0,0.0,1008,19.7760601044,0.446582748994,Burst.20E09.02Z.spec,59890.8488501
17.378,-0.1161,0.1204,166.792780915,0.0851219435358,0.427330229574,337.861547027,290.555553512,0.860220893453,0.438581281267,0.161010904936,-0.122743702498,-19.1968976894,-1.7905,441,1,24.0036035752,2.48709839409e-06,0.0,0.0,1008,19.7760601044,0.446582748994,Burst.20E09.02Z.spec,59908.2268501
0.0,-0.409,-0.1267,175.281677091,0.0600612825708,0.213539111978,13.9385360103,69.7313716267,0.646855561487,0.379338038889,-0.0982242334239,-0.00733994329623,-19.3079452519,3.2523,454,0,22.0270470609,5.58561554279e-06,0.0,0.0,1009,22.0582103729,0.262586973714,Burst.50E09.02Z.spec,60564.2383125
7.628,0.2238,-0.0365,175.281677091,0.0600612825708,0.213539111978,13.9385360103,69.7313716267,0.646855561487,0.379338038889,-0.0982242334239,-0.00733994329623,-19.3079452519,-2.5187,454,1,22.3045824533,5.58561554279e-06,0.0,0.0,1009,22.0582103729,0.262586973714,Burst.50E09.02Z.spec,60571.8663125
0.0,-0.7846,-0.3034,177.625640265,0.155557197324,0.159094507823,346.363067126,216.220075269,0.808768506494,0.326058082837,-0.230827938824,-0.0466856313704,-19.6736284815,2.0492,485,0,23.1770891456,4.49888210817e-06,0.0,0.0,1010,20.6196899414,1.01047558154,Inst.50E09.04Z.spec,60162.2726742
18.435,0.288,0.0309,177.625640265,0.155557197324,0.159094507823,346.363067126,216.220075269,0.808768506494,0.326058082837,-0.230827938824,-0.0466856313704,-19.6736284815,-2.0603,485,1,23.1712238573,4.49888210817e-06,0.0,0.0,1010,20.6196899414,1.01047558154,Inst.50E09.04Z.spec,60180.7076742
0.0,1.0011,-0.2228,216.18709165,0.0354210066082,0.240440629079,335.496085207,163.307386631,0.701899955941,0.315802364893,0.289782808446,-0.0353979630258,-19.3164358874,2.2704,526,0,22.7625541704,4.60187263679e-06,0.0,0.0,1011,18.9988594055,1.04778399129,Inst.32E09.02Z.spec,60140.684371
30.681,-0.411,-0.0357,216.18709165,0.0354210066082,0.240440629079,335.496085207,163.307386631,0.701899955941,0.315802364893,0.289782808446,-0.0353979630258,-19.3164358874,-2.1423,526,1,22.8256093962,4.60187263679e-06,0.0,0.0,1011,18.9988594055,1.04778399129,Inst.32E09.02Z.spec,60171.365371
0.0,-0.1312,-0.3128,179.473030436,0.0392180916643,0.302511009508,154.124388432,92.7350614246,0.237688843416,0.179792400722,-0.0626359497141,-0.114533956507,-18.9547593148,3.8952,537,0,19.8945608726,4.34245162565e-05,0.0,0.0,1012,18.3978500366,1.53905818394,Exp.80E09.04Z.spec,60572.1876451
4.921,0.0343,0.063,179.473030436,0.0392180916643,0.302511009508,154.124388432,92.7350614246,0.237688843416,0.179792400722,-0.0626359497141,-0.114533956507,-18.9547593148,-0.3947,537,1,22.3802174604,4.34245162565e-05,0.0,0.0,1012,18.3978500366,1.53905818394,Exp.80E09.04Z.spec,60577.1086451
0.0,-0.4005,0.6415,186.11238208,0.0511960203753,0.159815514174,213.036480098,229.911505866,0.621074388896,0.278600479896,-0.176927197782,0.238401659174,-19.2687869862,4.2576,555,0,21.6393377323,5.9546210534e-06,0.0,0.0,1013,20.6819190979,0.530284277668,Inst.25E09.02Z.spec,60525.7721184
17.736,0.1113,-0.1496,186.11238208,0.0511960203753,0.159815514174,213.036480098,229.911505866,0.621074388896,0.278600479896,-0.176927197782,0.238401659174,-19.2687869862,-0.4748,555,1,24.0209730996,5.9546210534e-06,0.0,0.0,1013,20.6819190979,0.530284277668,Inst.25E09.02Z.spec,60543.5081184
0.0,-0.6654,1.3577,251.8466228,0.0606772497153,0.553939672066,117.737054983,232.07277778,0.541930332038,0.218064770037,-0.256609705746,0.386770369952,-19.0273563313,1.9026,558,0,22.3907394622,6.65427259796e-06,0.0,0.0,1014,17.3228206635,2.1372585238,Burst.32E09.02Z.spec,60061.7050459
45.561,0.5038,-0.3161,251.8466228,0.0606772497153,0.553939672066,117.737054983,232.07277778,0.541930332038,0.218064770037,-0.256609705746,0.386770369952,-19.0273563313,-2.6925,558,1,22.0137189133,6.65427259796e-06,0.0,0.0,1014,17.3228206635,2.1372585238,Burst.32E09.02Z.spec,60107.2660459
0.0,-0.2709,-0.5287,214.581587891,0.086420874333,0.330960974006,228.04207275,245.776815043,0.775501397436,0.55353979349,-0.0823279449219,-0.190802748565,-19.2994796566,1.7204,682,0,23.561319863,3.53833208931e-06,0.0,0.0,1015,19.7377700806,1.34205686606,Burst.32E09.02Z.spec,60293.1310114
37.622,0.0298,0.1321,214.581587891,0.086420874333,0.330960974006,228.04207275,245.776815043,0.775501397436,0.55353979349,-0.0823279449219,-0.190802748565,-19.2994796566,-1.085,682,1,24.0618191022,3.53833208931e-06,0.0,0.0,1015,19.7377700806,1.34205686606,Burst.32E09.02Z.spec,60330.7530114
0.0,-0.951,-1.2361,244.922879773,0.0832936983003,0.224130838731,174.635692194,80.6837777575,0.763974146915,0.263920074742,-0.304382670571,-0.351999919812,-19.4405598859,3.0621,686,0,22.7217688064,4.18199016099e-06,0.0,0.0,1016,17.4227600098,1.61653256219,Burst.32E09.02Z.spec,60505.8763006
50.519,0.3437,0.4756,244.922879773,0.0832936983003,0.224130838731,174.635692194,80.6837777575,0.763974146915,0.263920074742,-0.304382670571,-0.351999919812,-19.4405598859,-1.2751,686,1,23.6729566157,4.18199016099e-06,0.0,0.0,1016,17.4227600098,1.61653256219,Burst.32E09.02Z.spec,60556.3953006
0.064,0.0872,-0.1372,80.8586141964,0.0456824097618,0.618234689754,245.376891171,221.721784287,0.648302554182,0.172954101184,0.0618930977909,-0.0224163229369,-19.4277711501,5.8108,745,0,21.2853316915,6.20314010927e-06,0.0,0.0,1017,20.8438091278,0.695397715784,Burst.32E09.02Z.spec,60237.6506468
0.0,0.1704,0.0633,80.8586141964,0.0456824097618,0.618234689754,245.376891171,221.721784287,0.648302554182,0.172954101184,0.0618930977909,-0.0224163229369,-19.4277711501,2.3392,745,1,22.273253123,6.20314010927e-06,0.0,0.0,1017,20.8438091278,0.695397715784,Burst.32E09.02Z.spec,60237.5866468
0.067,0.1274,-0.1001,80.8586141964,0.0456824097618,0.618234689754,245.376891171,221.721784287,0.648302554182,0.172954101184,0.0618930977909,-0.0224163229369,-19.4277711501,-5.1799,745,2,21.4101180722,6.20314010927e-06,0.0,0.0,1017,20.8438091278,0.695397715784,Burst.32E09.02Z.spec,60237.6536468
13.565,-0.2576,0.016,195.838584072,0.0282716409352,0.235549465513,235.251728575,135.735910842,0.882516469645,0.535091082634,0.104027095023,0.0164621779863,-19.0503203096,-2.031,758,0,24.110645216,2.03865483445e-06,0.0,0.0,1018,21.4209403992,0.74381625598,Burst.62E09.04Z.spec,59883.100653
0.0,0.4405,0.1583,195.838584072,0.0282716409352,0.235549465513,235.251728575,135.735910842,0.882516469645,0.535091082634,0.104027095023,0.0164621779863,-19.0503203096,4.1103,758,1,23.3452362219,2.03865483445e-06,0.0,0.0,1018,21.4209403992,0.74381625598,Burst.62E09.04Z.spec,59869.535653
0.0,-0.1523,-1.134,293.959943682,0.0768448192979,0.511821256326,108.85895832,46.0482433608,0.584708300457,0.422412828842,-0.0778997356818,-0.478176979071,-19.3526673096,1.6707,783,0,22.4067382493,7.45873334402e-06,0.0,0.0,1019,19.0961494446,2.0517937892,Exp.80E09.04Z.spec,60156.4506109
120.979,0.0578,0.1273,293.959943682,0.0768448192979,0.511821256326,108.85895832,46.0482433608,0.584708300457,0.422412828842,-0.0778997356818,-0.478176979071,-19.3526673096,-0.3867,783,1,23.9955490007,7.45873334402e-06,0.0,0.0,1019,19.0961494446,2.0517937892,Exp.80E09.04Z.spec,60277.4296109
0.0,-0.4902,-0.1005,218.527666326,0.0740403997996,0.170826599249,308.282407456,11.8705779638,0.900053543963,0.593922735666,-0.0763330984563,-0.0357989304195,-19.2846808161,4.2167,856,0,23.1710764471,2.408572315e-06,0.0,0.0,1020,20.0028495789,1.30877599845,Burst.50E09.04Z.spec,59919.8070166
15.766,0.2437,0.1886,218.527666326,0.0740403997996,0.170826599249,308.282407456,11.8705779638,0.900053543963,0.593922735666,-0.0763330984563,-0.0357989304195,-19.2846808161,-3.0335,856,1,23.5286482088,2.408572315e-06,0.0,0.0,1020,20.0028495789,1.30877599845,Burst.50E09.04Z.spec,59935.5730166
0.0,-0.8103,-0.1704,200.788673616,0.0585702609032,0.433393063908,204.566653145,64.7351530564,0.479213350879,0.240919711874,-0.280047664837,0.0264946529585,-18.8839668366,2.0427,965,0,22.1016307589,7.85698332794e-06,0.0,0.0,1021,19.2908191681,1.25375878811,Inst.50E09.02Z.spec,60378.6923715
19.189,0.2196,-0.1066,200.788673616,0.0585702609032,0.433393063908,204.566653145,64.7351530564,0.479213350879,0.240919711874,-0.280047664837,0.0264946529585,-18.8839668366,-0.7778,965,1,23.1499723841,7.85698332794e-06,0.0,0.0,1021,19.2908191681,1.25375878811,Inst.50E09.02Z.spec,60397.8813715
8.368,-0.5175,-0.4933,208.907189062,0.0223123515261,0.399497172729,340.743360497,155.955604102,0.742878818375,0.260055815749,0.0714705673255,-0.0999648256568,-19.1501772806,-5.3587,970,0,22.2672775581,3.43086356871e-06,0.0,0.0,1022,21.4542808533,0.507785944003,Inst.50E09.02Z.spec,60113.1861045
0.0,0.8001,-0.4806,208.907189062,0.0223123515261,0.399497172729,340.743360497,155.955604102,0.742878818375,0.260055815749,0.0714705673255,-0.0999648256568,-19.1501772806,2.6559,970,1,23.0293968715,3.43086356871e-06,0.0,0.0,1022,21.4542808533,0.507785944003,Inst.50E09.02Z.spec,60104.8181045
12.673,0.0462,0.5831,208.907189062,0.0223123515261,0.399497172729,340.743360497,155.955604102,0.742878818375,0.260055815749,0.0714705673255,-0.0999648256568,-19.1501772806,-1.6412,970,2,23.5520223981,3.43086356871e-06,0.0,0.0,1022,21.4542808533,0.507785944003,Inst.50E09.02Z.spec,60117.4911045
8.094,-0.7235,-0.1084,208.907189062,0.0223123515261,0.399497172729,340.743360497,155.955604102,0.742878818375,0.260055815749,0.0714705673255,-0.0999648256568,-19.1501772806,6.9514,970,3,21.9847454699,3.43086356871e-06,0.0,0.0,1022,21.4542808533,0.507785944003,Inst.50E09.02Z.spec,60112.9121045
0.0,-0.2831,-0.6073,322.166610141,0.045412999992,0.441665166645,215.68969634,80.7628107638,0.697962139914,0.550587088621,0.0169132150929,-0.110854730129,-19.2400781151,2.7013,1007,0,22.6237134677,4.34944072412e-06,0.0,0.0,1023,18.9581108093,2.28866330832,Burst.25E09.02Z.spec,60422.1634722
48.793,-0.1856,0.322,322.166610141,0.045412999992,0.441665166645,215.68969634,80.7628107638,0.697962139914,0.550587088621,0.0169132150929,-0.110854730129,-19.2400781151,-1.1229,1007,1,23.5767928096,4.34944072412e-06,0.0,0.0,1023,18.9581108093,2.28866330832,Burst.25E09.02Z.spec,60470.9564722
0.0,1.015,-0.6375,215.650383189,0.030564937275,0.235447223473,115.605068874,7.38072293756,0.756930327873,0.304596015367,0.391462104393,-0.221580833416,-19.6002465526,2.3027,1079,0,22.8260362397,4.95727561203e-06,0.0,0.0,1025,18.2389392853,0.920584985853,Burst.32E09.02Z.spec,60527.3318085
43.173,-0.2683,0.1102,215.650383189,0.030564937275,0.235447223473,115.605068874,7.38072293756,0.756930327873,0.304596015367,0.391462104393,-0.221580833416,-19.6002465526,-0.7109,1079,1,24.1021083566,4.95727561203e-06,0.0,0.0,1025,18.2389392853,0.920584985853,Burst.32E09.02Z.spec,60570.5048085
0.0,0.1653,-1.4716,229.142788448,0.0528515107156,0.00745624299871,5.21805925787,62.158345932,0.704484154658,0.253748905748,0.134187167436,-0.543251835516,-19.4684776721,2.4999,1166,0,22.5233095625,5.24570384715e-06,0.0,0.0,1026,17.8498897552,1.49901699041,Inst.32E09.02Z.spec,59874.1418064
50.675,-0.0913,0.3265,229.142788448,0.0528515107156,0.00745624299871,5.21805925787,62.158345932,0.704484154658,0.253748905748,0.134187167436,-0.543251835516,-19.4684776721,-0.6044,1166,1,24.0648050147,5.24570384715e-06,0.0,0.0,1026,17.8498897552,1.49901699041,Inst.32E09.02Z.spec,59924.8168064
0.0,-0.5037,0.5055,221.329798409,0.0278875235773,0.401261384323,133.85711072,277.253797247,0.755650220829,0.386259145331,-0.0547649387939,0.0231001677227,-19.2072009213,2.9607,1194,0,22.9378668832,3.46616360178e-06,0.0,0.0,1027,20.5582695007,0.882997544636,Exp.80E09.04Z.spec,60421.3598026
11.888,0.4461,0.2515,221.329798409,0.0278875235773,0.401261384323,133.85711072,277.253797247,0.755650220829,0.386259145331,-0.0547649387939,0.0231001677227,-19.2072009213,-1.9977,1194,1,23.3650272184,3.46616360178e-06,0.0,0.0,1027,20.5582695007,0.882997544636,Exp.80E09.04Z.spec,60433.2478026
9.081,-0.3334,-0.4617,221.329798409,0.0278875235773,0.401261384323,133.85711072,277.253797247,0.755650220829,0.386259145331,-0.0547649387939,0.0231001677227,-19.2072009213,-2.8249,1194,2,22.9888451958,3.46616360178e-06,0.0,0.0,1027,20.5582695007,0.882997544636,Exp.80E09.04Z.spec,60430.4408026
6.841,0.2833,-0.5444,221.329798409,0.0278875235773,0.401261384323,133.85711072,277.253797247,0.755650220829,0.386259145331,-0.0547649387939,0.0231001677227,-19.2072009213,4.5251,1194,3,22.4772824396,3.46616360178e-06,0.0,0.0,1027,20.5582695007,0.882997544636,Exp.80E09.04Z.spec,60428.2008026
0.0,1.6288,-0.6654,250.776766428,0.0690061704078,0.297995542359,343.849214029,37.7058266183,0.710929646064,0.238748925228,0.547169336439,-0.364252695497,-19.1843495963,2.2677,1233,0,22.9563265432,3.94790151974e-06,0.0,0.0,1028,18.1968708038,1.21084971573,Inst.32E09.04Z.spec,60263.2151353
66.832,-0.3444,0.324,250.776766428,0.0690061704078,0.297995542359,343.849214029,37.7058266183,0.710929646064,0.238748925228,0.547169336439,-0.364252695497,-19.1843495963,-0.8034,1233,1,24.0829609749,3.94790151974e-06,0.0,0.0,1028,18.1968708038,1.21084971573,Inst.32E09.04Z.spec,60330.0471353
0.0,1.4364,0.3132,250.776766428,0.0690061704078,0.297995542359,343.849214029,37.7058266183,0.469741401888,0.238748925228,0.53975331264,0.115684664739,-19.3074354746,1.9523,1234,0,21.6710938679,1.21773904264e-05,0.0,0.0,1029,17.1182899475,3.0196933051,Burst.50E09.04Z.spec,60383.5079108
59.92,-0.2946,-0.1078,250.776766428,0.0690061704078,0.297995542359,343.849214029,37.7058266183,0.469741401888,0.238748925228,0.53975331264,0.115684664739,-19.3074354746,-0.7571,1234,1,22.6995771381,1.21773904264e-05,0.0,0.0,1029,17.1182899475,3.0196933051,Burst.50E09.04Z.spec,60443.4279108
0.0,1.786,-0.3196,250.776766428,0.0690061704078,0.297995542359,343.849214029,37.7058266183,0.735528786254,0.238748925228,0.604219941699,-0.209210688384,-19.6409877165,2.1581,1236,0,22.7157378415,5.52628724208e-06,0.0,0.0,1030,19.1915798187,1.61678221568,Burst.32E09.02Z.spec,60121.8339122
66.885,-0.4853,0.2278,250.776766428,0.0690061704078,0.297995542359,343.849214029,37.7058266183,0.735528786254,0.238748925228,0.604219941699,-0.209210688384,-19.6409877165,-1.1483,1236,1,23.4007783413,5.52628724208e-06,0.0,0.0,1030,19.1915798187,1.61678221568,Burst.32E09.02Z.spec,60188.7189122
0.0,0.21,0.3121,200.622670725,0.0703834559891,0.178133562584,95.2772687011,48.1613354941,0.792093225838,0.573998808328,0.0535034480305,0.0622161674307,-19.0480114649,2.8603,1347,0,23.35697655,2.66294647038e-06,0.0,0.0,1031,20.5526599884,0.756148964758,Inst.40E09.04Z.spec,60177.3881913
12.75,-0.1623,-0.1093,200.622670725,0.0703834559891,0.178133562584,95.2772687011,48.1613354941,0.792093225838,0.573998808328,0.0535034480305,0.0622161674307,-19.0480114649,-2.8608,1347,1,23.3567867725,2.66294647038e-06,0.0,0.0,1031,20.5526599884,0.756148964758,Inst.40E09.04Z.spec,60190.1381913
4.903,0.1862,0.0765,175.953170911,0.0349419118284,0.222864793051,103.339341563,159.319598606,0.745094912204,0.487594268281,-0.0493320349277,-0.0206905578495,-19.235040216,-2.0606,1377,0,23.234592822,3.68248157919e-06,0.0,0.0,1032,21.0994606018,0.560035277836,Burst.62E09.04Z.spec,60480.8024298
0.0,-0.3084,-0.0435,175.953170911,0.0349419118284,0.222864793051,103.339341563,159.319598606,0.745094912204,0.487594268281,-0.0493320349277,-0.0206905578495,-19.235040216,19.6945,1377,1,20.7837146619,3.68248157919e-06,0.0,0.0,1032,21.0994606018,0.560035277836,Burst.62E09.04Z.spec,60475.8994298
0.0,-0.5188,-0.0161,154.11507042,0.0532014948549,0.466549572912,149.993154941,331.157995095,0.605514834856,0.242187727706,-0.111260380479,-0.0907851515631,-19.1889806367,2.4357,1421,0,22.2530748424,5.88818228722e-06,0.0,0.0,1033,18.6474609375,1.64479905587,Exp.50E09.04Z.spec,60054.6078312
5.72,0.1156,0.1455,154.11507042,0.0532014948549,0.466549572912,149.993154941,331.157995095,0.605514834856,0.242187727706,-0.111260380479,-0.0907851515631,-19.1889806367,-0.5294,1421,1,23.9101744903,5.88818228722e-06,0.0,0.0,1033,18.6474609375,1.64479905587,Exp.50E09.04Z.spec,60060.3278312
1.581,-0.1966,-0.2236,202.316304036,0.0277768089586,0.560974940374,150.419611805,59.5136855571,0.482891131606,0.362205286992,-0.0206795697873,-0.0717388369807,-19.4983694072,-4.7056,1520,0,20.6031738745,1.35831449531e-05,0.0,0.0,1034,19.2734508514,1.61612051452,Burst.40E09.04Z.spec,60067.2003178
0.0,0.1381,-0.2891,202.316304036,0.0277768089586,0.560974940374,150.419611805,59.5136855571,0.482891131606,0.362205286992,-0.0206795697873,-0.0717388369807,-19.4983694072,2.8422,1520,1,21.1505748047,1.35831449531e-05,0.0,0.0,1034,19.2734508514,1.61612051452,Burst.40E09.04Z.spec,60065.6193178
7.455,0.0644,0.1352,202.316304036,0.0277768089586,0.560974940374,150.419611805,59.5136855571,0.482891131606,0.362205286992,-0.0206795697873,-0.0717388369807,-19.4983694072,-0.6331,1520,2,22.7810306086,1.35831449531e-05,0.0,0.0,1034,19.2734508514,1.61612051452,Burst.40E09.04Z.spec,60073.0743178
1.45,-0.2778,-0.1057,202.316304036,0.0277768089586,0.560974940374,150.419611805,59.5136855571,0.482891131606,0.362205286992,-0.0206795697873,-0.0717388369807,-19.4983694072,5.4639,1520,3,20.4409545367,1.35831449531e-05,0.0,0.0,1034,19.2734508514,1.61612051452,Burst.40E09.04Z.spec,60067.0693178
0.0,1.0497,0.6869,320.197796068,0.0648093906458,0.373219791263,332.657087331,215.39244347,0.547076485028,0.386757560777,0.311882768564,0.325427713469,-19.1759118825,2.6742,1531,0,21.8982333325,7.45630579527e-06,0.0,0.0,1035,17.8059501648,1.15029114448,Inst.20E09.02Z.spec,60268.0390752
116.366,-0.1637,-0.2186,320.197796068,0.0648093906458,0.373219791263,332.657087331,215.39244347,0.547076485028,0.386757560777,0.311882768564,0.325427713469,-19.1759118825,-0.4301,1531,1,23.8822944373,7.45630579527e-06,0.0,0.0,1035,17.8059501648,1.15029114448,Inst.20E09.02Z.spec,60384.4050752
0.0,0.5532,0.9228,195.521039929,0.0388765454857,0.344739088461,256.210956834,277.016782465,0.622602935965,0.21600661366,0.260387201563,0.262619407903,-19.4090176398,2.0761,1563,0,22.2862949219,6.73478189596e-06,0.0,0.0,1036,17.7970104218,2.52658111226,Burst.62E09.04Z.spec,60358.126918
21.785,-0.2641,-0.1483,195.521039929,0.0388765454857,0.344739088461,256.210956834,277.016782465,0.622602935965,0.21600661366,0.260387201563,0.262619407903,-19.4090176398,-0.8149,1563,1,23.3016547985,6.73478189596e-06,0.0,0.0,1036,17.7970104218,2.52658111226,Burst.62E09.04Z.spec,60379.911918
3.031,-0.177,-0.237,156.164361371,0.0310235060791,0.117225381781,332.250919179,241.511255588,0.553872723498,0.241050812806,0.0472009351732,0.059344933265,-19.339094747,-3.4481,1653,0,21.4922655709,8.40862644981e-06,0.0,0.0,1037,18.8297100067,0.927283154454,Inst.40E09.04Z.spec,60534.6807367
0.0,0.2863,0.3496,156.164361371,0.0310235060791,0.117225381781,332.250919179,241.511255588,0.553872723498,0.241050812806,0.0472009351732,0.059344933265,-19.339094747,6.398,1653,1,20.8211046129,8.40862644981e-06,0.0,0.0,1037,18.8297100067,0.927283154454,Inst.40E09.04Z.spec,60531.6497367
0.0,-0.1357,-0.2938,233.190345547,0.104141720161,0.370696301614,76.7773455557,85.1349738458,0.731992819146,0.610256058237,-0.0590687621042,-0.0491492371734,-19.148178528,2.0217,1656,0,23.2562141235,3.55219346526e-06,0.0,0.0,1038,20.149980545,1.04457701615,Burst.32E09.04Z.spec,60014.2720164
18.571,0.1218,0.027,233.190345547,0.104141720161,0.370696301614,76.7773455557,85.1349738458,0.731992819146,0.610256058237,-0.0590687621042,-0.0491492371734,-19.148178528,-0.905,1656,1,24.1288844532,3.55219346526e-06,0.0,0.0,1038,20.149980545,1.04457701615,Burst.32E09.04Z.spec,60032.8430164
0.0,0.6023,-0.1591,266.010928497,0.0636019932707,0.246761906728,354.921864681,162.448376433,0.926661098426,0.688493763509,0.137078293412,-0.0449300742111,-19.1964335794,2.2718,1669,0,24.082552875,2.06472635878e-06,0.0,0.0,1039,19.3444805145,1.56906191965,Inst.25E09.02Z.spec,60514.7281296
46.886,-0.2468,0.1856,266.010928497,0.0636019932707,0.246761906728,354.921864681,162.448376433,0.926661098426,0.688493763509,0.137078293412,-0.0449300742111,-19.1964335794,-4.7765,1669,1,23.2757036578,2.06472635878e-06,0.0,0.0,1039,19.3444805145,1.56906191965,Inst.25E09.02Z.spec,60561.6141296
0.0,-0.4761,1.8081,284.237404148,0.0366369239364,0.739677319619,286.208013376,350.828749794,0.610892773005,0.209867648208,-0.0276046582696,0.38431708011,-19.0902004286,1.6773,1680,0,22.7814009854,5.26073871257e-06,0.0,0.0,1040,17.1182899475,3.0196933051,Burst.50E09.04Z.spec,60190.2138058
44.554,0.6312,-0.9752,284.237404148,0.0366369239364,0.739677319619,286.208013376,350.828749794,0.610892773005,0.209867648208,-0.0276046582696,0.38431708011,-19.0902004286,2.9559,1680,1,22.1662035091,5.26073871257e-06,0.0,0.0,1040,17.1182899475,3.0196933051,Burst.50E09.04Z.spec,60234.7678058
49.64,1.0661,0.0434,284.237404148,0.0366369239364,0.739677319619,286.208013376,350.828749794,0.610892773005,0.209867648208,-0.0276046582696,0.38431708011,-19.0902004286,-1.0995,1680,2,23.2399397686,5.26073871257e-06,0.0,0.0,1040,17.1182899475,3.0196933051,Burst.50E09.04Z.spec,60239.8538058
