t0,sigma,gamma,e,theta_e,theta_gamma,zs,zl,snx,sny,MB,transient_amplitude,sysno,sntype,ebvhost,ra,dec,ebvmw,weight,host_n,host_ellip,host_reff,host_theta,host_amplitude,host_type,host_x,host_y,lensgal_n,lensgal_ellip,lensgal_reff,lensgal_theta,lensgal_amplitude,lensgal_type,lensgal_x,lensgal_y,t_found,lensgal_mi,x0,x1,c,lensgal_magnorm,lensgal_sed,twinkles_sysno,td,x,y,mu,imno,t_start
60525.72435360926,224.37809389407175,0.052863862521903573,0.0941326215196007,223.91255299640213,227.3124497865881,0.17880073724570678,0.08191013346283235,0.2124923473161123,-0.21014565658824372,-19.15492141815724,5.095799109113478e-09,852043,1a,0.21048230143435062,48.14950600160906,-36.84690322919065,0.0152706085184183,1.431998265528842e-05,1.0,0.25,1.2241108116423842,0.1346528982594178,0.00038339435871028555,kinney-starburst,-0.24061818247275127,-1.1535189762153086,4.0,0.0941326215196007,2.1072225703251637,223.91255299640213,7.294834905361743e-16,kinney-elliptical,0.0,0.0,60528.3245795,16.106729187185213,9.906198252282375e-05,0.0,0.0,17.019237309607767,galaxySED/Burst.10E10.04Z.spec.gz,1100,0.0,0.7013321355005993,-0.7177030126823325,6.763210403012142,0,60525.72435360926
60525.72435360926,224.37809389407175,0.052863862521903573,0.0941326215196007,223.91255299640213,227.3124497865881,0.17880073724570678,0.08191013346283235,0.2124923473161123,-0.21014565658824372,-19.15492141815724,5.095799109113478e-09,852043,1a,0.21048230143435062,48.14950600160906,-36.84690322919065,0.0152706085184183,1.431998265528842e-05,1.0,0.25,1.2241108116423842,0.1346528982594178,0.00038339435871028555,kinney-starburst,-0.24061818247275127,-1.1535189762153086,4.0,0.0941326215196007,2.1072225703251637,223.91255299640213,7.294834905361743e-16,kinney-elliptical,0.0,0.0,60528.3245795,16.106729187185213,9.906198252282375e-05,0.0,0.0,17.019237309607767,galaxySED/Burst.10E10.04Z.spec.gz,1100,8.066514674369479,-0.309976539168444,0.30606060529032275,-1.042184904528806,1,60533.79086828363
61020.7180410729,217.29840121083691,0.11905931566405561,0.7188128900354636,114.73171793792677,341.4138187997652,0.24330684813264525,0.1625082988279561,0.04866760077999063,0.1259214285316906,-19.429976730915076,3.2943905291468822e-09,6984243,1a,0.01383563613143133,99.37815832217166,-10.568667352784772,0.6501660361412303,8.083710320816514e-05,1.0,0.30000001192092896,1.9211964748077455,0.8317920457893784,1.1304620664973535e-16,kinney-sc,-1.884284638978937,1.1189225496273767,4.0,0.7188128900354636,0.7871983636682576,114.73171793792677,1.4946473759608437e-16,kinney-elliptical,0.0,0.0,61019.19855833333,17.89272492344012,6.377895459454188e-05,0.0,0.0,18.78260492166921,galaxySED/Inst.80E09.04Z.spec.gz,1101,0.0,-0.17864457481493012,0.5202648103442564,1.807370438692569,0,61020.7180410729
61020.7180410729,217.29840121083691,0.11905931566405561,0.7188128900354636,114.73171793792677,341.4138187997652,0.24330684813264525,0.1625082988279561,0.04866760077999063,0.1259214285316906,-19.429976730915076,3.2943905291468822e-09,6984243,1a,0.01383563613143133,99.37815832217166,-10.568667352784772,0.6501660361412303,8.083710320816514e-05,1.0,0.30000001192092896,1.9211964748077455,0.8317920457893784,1.1304620664973535e-16,kinney-sc,-1.884284638978937,1.1189225496273767,4.0,0.7188128900354636,0.7871983636682576,114.73171793792677,1.4946473759608437e-16,kinney-elliptical,0.0,0.0,61019.19855833333,17.89272492344012,6.377895459454188e-05,0.0,0.0,18.78260492166921,galaxySED/Inst.80E09.04Z.spec.gz,1101,4.535220017740275,0.39085701152842955,0.12620853787853903,-1.2609071550383666,1,61025.253261090635
61020.7180410729,217.29840121083691,0.11905931566405561,0.7188128900354636,114.73171793792677,341.4138187997652,0.24330684813264525,0.1625082988279561,0.04866760077999063,0.1259214285316906,-19.429976730915076,3.2943905291468822e-09,6984243,1a,0.01383563613143133,99.37815832217166,-10.568667352784772,0.6501660361412303,8.083710320816514e-05,1.0,0.30000001192092896,1.9211964748077455,0.8317920457893784,1.1304620664973535e-16,kinney-sc,-1.884284638978937,1.1189225496273767,4.0,0.7188128900354636,0.7871983636682576,114.73171793792677,1.4946473759608437e-16,kinney-elliptical,0.0,0.0,61019.19855833333,17.89272492344012,6.377895459454188e-05,0.0,0.0,18.78260492166921,galaxySED/Inst.80E09.04Z.spec.gz,1101,8.273780822859228,-0.15702030646102763,-0.11697822974668072,-0.3899624368056319,2,61028.991821895754
61020.7180410729,217.29840121083691,0.11905931566405561,0.7188128900354636,114.73171793792677,341.4138187997652,0.24330684813264525,0.1625082988279561,0.04866760077999063,0.1259214285316906,-19.429976730915076,3.2943905291468822e-09,6984243,1a,0.01383563613143133,99.37815832217166,-10.568667352784772,0.6501660361412303,8.083710320816514e-05,1.0,0.30000001192092896,1.9211964748077455,0.8317920457893784,1.1304620664973535e-16,kinney-sc,-1.884284638978937,1.1189225496273767,4.0,0.7188128900354636,0.7871983636682576,114.73171793792677,1.4946473759608437e-16,kinney-elliptical,0.0,0.0,61019.19855833333,17.89272492344012,6.377895459454188e-05,0.0,0.0,18.78260492166921,galaxySED/Inst.80E09.04Z.spec.gz,1101,3.913134731959027,0.42019874770089266,-0.17651596262171285,2.4887726305299145,3,61024.631175804854
59755.44367949988,287.6902566683868,0.012415641842508833,0.07140109765687941,292.63775104597033,342.33894486583563,0.38859991195231025,0.29223077471395853,0.09196811995409235,-0.5044421943590337,-19.138515445695788,8.548405938555588e-10,9130220,1a,0.023953389505330956,38.727330786212136,-40.12665494537832,0.016304763754271923,0.0015570573145431564,1.0,0.5299999713897705,0.9585932534116005,3.6505658690340095,4.372914657856342e-17,kinney-sc,0.47661282455803256,-1.6506177367184995,4.0,0.07140109765687941,1.0064593425745973,292.63775104597033,1.2022592886396859e-16,kinney-elliptical,0.0,0.0,59837.36171233334,18.2480060027731,1.6403356733454292e-05,0.0,0.0,19.197631326852477,galaxySED/Exp.80E09.1Z.spec.gz,1102,0.0,0.22213311694684582,-1.0338264044601382,2.0062023613253506,0,59755.44367949988
59755.44367949988,287.6902566683868,0.012415641842508833,0.07140109765687941,292.63775104597033,342.33894486583563,0.38859991195231025,0.29223077471395853,0.09196811995409235,-0.5044421943590337,-19.138515445695788,8.548405938555588e-10,9130220,1a,0.023953389505330956,38.727330786212136,-40.12665494537832,0.016304763754271923,0.0015570573145431564,1.0,0.5299999713897705,0.9585932534116005,3.6505658690340095,4.372914657856342e-17,kinney-sc,0.47661282455803256,-1.6506177367184995,4.0,0.07140109765687941,1.0064593425745973,292.63775104597033,1.2022592886396859e-16,kinney-elliptical,0.0,0.0,59837.36171233334,18.2480060027731,1.6403356733454292e-05,0.0,0.0,19.197631326852477,galaxySED/Exp.80E09.1Z.spec.gz,1102,82.79630581174048,-0.006422179222337545,0.03779847245740283,-0.07777549781459371,1,59838.239985311615
59755.44367949988,287.6902566683868,0.012415641842508833,0.07140109765687941,292.63775104597033,342.33894486583563,0.38859991195231025,0.29223077471395853,0.09196811995409235,-0.5044421943590337,-19.138515445695788,8.548405938555588e-10,9130220,1a,0.023953389505330956,38.727330786212136,-40.12665494537832,0.016304763754271923,0.0015570573145431564,1.0,0.5299999713897705,0.9585932534116005,3.6505658690340095,4.372914657856342e-17,kinney-sc,0.47661282455803256,-1.6506177367184995,4.0,0.07140109765687941,1.0064593425745973,292.63775104597033,1.2022592886396859e-16,kinney-elliptical,0.0,0.0,59837.36171233334,18.2480060027731,1.6403356733454292e-05,0.0,0.0,19.197631326852477,galaxySED/Exp.80E09.1Z.spec.gz,1102,82.79630584333594,-0.00642217782492709,0.03779847209975301,-0.07777549638650934,2,59838.239985343214
62224.7611094556,211.02963808744582,0.042484377183280214,0.35216570209855064,143.97682164187782,283.44526328139074,0.423458730704442,0.3318940366645597,-0.11017229954799354,0.07788213901429138,-19.321206287615446,8.259779689165424e-10,9024734,1a,0.2455762713148283,299.1352140927565,-38.514445384047015,0.08201256625155175,0.0006349350964280875,1.0,0.6200000047683716,0.5880163555372113,2.399693515485819,1.2391818641519684e-17,kinney-sc,-0.21082957647621603,-0.2826796562459942,4.0,0.35216570209855064,0.2809681576317126,143.97682164187782,2.1574061302209737e-17,kinney-elliptical,0.0,0.0,62246.339228749996,20.161515166448932,1.581742650347291e-05,0.0,0.0,20.57038818572851,galaxySED/Inst.16E09.002Z.spec.gz,1103,0.0,-0.3102777649188607,0.26280203736991625,1.9865684669117185,0,62224.7611094556
