t0,sigma,gamma,e,theta_e,theta_gamma,zs,zl,snx,sny,MB,transient_amplitude,sysno,sntype,ebvhost,ra,dec,ebvmw,weight,host_n,host_ellip,host_reff,host_theta,host_amplitude,host_type,host_x,host_y,lensgal_n,lensgal_ellip,lensgal_reff,lensgal_theta,lensgal_amplitude,lensgal_type,lensgal_x,lensgal_y,t_found,lensgal_mi,x0,x1,c,lensgal_magnorm_u,lensgal_magnorm_g,lensgal_magnorm_r,lensgal_magnorm_i,lensgal_magnorm_z,lensgal_magnorm_y,lensgal_sed,lens_av,lens_rv,twinkles_sysno,td,x,y,mu,imno,t_start
62789.969968048186,220.3132022363273,0.014794004232309785,0.18403500165048153,262.226642909028,273.3674248615409,0.09212571573053562,0.04503778700501091,0.5283975969527612,-0.21479668811441258,-19.22082744482832,2.2757674049723547e-08,5838725,1a,0.020071344167584593,10.844522384413985,-47.876705783452785,0.00953276571970977,1.1574651934572678e-06,1.0,0.25999999046325684,3.4559554975082585,4.771027428860259,0.04355664562361717,kinney-starburst,6.648808008695856,6.832771041116536,4.0,0.18403500165048153,2.6022167822587146,262.226642909028,1.9023190339039163e-15,kinney-elliptical,0.0,0.0,62774.072985,15.038610344027703,0.00044492293129449394,0.0,0.0,15.948771633261224,15.919061423874012,15.931832877753898,15.936114903788223,15.933820328241964,15.892063414113892,galaxySED/Exp.10E10.04Z.spec.gz,0.0,2.0,1100,0.0,1.1120066417352918,-0.562961725172756,2.6115185677864785,0,62789.969968048186
62789.969968048186,220.3132022363273,0.014794004232309785,0.18403500165048153,262.226642909028,273.3674248615409,0.09212571573053562,0.04503778700501091,0.5283975969527612,-0.21479668811441258,-19.22082744482832,2.2757674049723547e-08,5838725,1a,0.020071344167584593,10.844522384413985,-47.876705783452785,0.00953276571970977,1.1574651934572678e-06,1.0,0.25999999046325684,3.4559554975082585,4.771027428860259,0.04355664562361717,kinney-starburst,6.648808008695856,6.832771041116536,4.0,0.18403500165048153,2.6022167822587146,262.226642909028,1.9023190339039163e-15,kinney-elliptical,0.0,0.0,62774.072985,15.038610344027703,0.00044492293129449394,0.0,0.0,15.948771633261224,15.919061423874012,15.931832877753898,15.936114903788223,15.933820328241964,15.892063414113892,galaxySED/Exp.10E10.04Z.spec.gz,0.0,2.0,1100,8.476255747333804,-0.10603503154128227,0.03840579954949147,-0.1683076700292039,1,62798.44622379552
61307.102728354905,219.71237955713744,0.09939377663987586,0.46870714405445474,311.3060435108199,228.22892038934603,0.09575974135923127,0.04393007521331056,-0.23709332547751616,0.1466333870384726,-19.112905639151652,1.897759328129301e-08,7132507,1a,0.1281244701797914,346.6997323390802,-16.72920752819647,0.027617359692451673,1.1754049676031202e-06,1.0,0.25999999046325684,2.53862046397077,2.0685892166053206,0.06909987100119713,kinney-starburst,1.6967389386320222,3.251313633402411,4.0,0.46870714405445474,4.172591218814627,311.3060435108199,5.754836192522423e-15,kinney-elliptical,0.0,0.0,61312.112976,13.836095203064723,0.00037093168626959125,0.0,0.0,14.661777034670287,14.555928222034488,14.498331720141245,14.467822239310259,14.428805440324503,14.388921364179502,galaxySED/Exp.40E09.1Z.spec.gz,0.1,4.000000000000002,1101,0.0,-0.7617092281310935,0.6097923172395331,2.6925274990709935,0,61307.102728354905
61307.102728354905,219.71237955713744,0.09939377663987586,0.46870714405445474,311.3060435108199,228.22892038934603,0.09575974135923127,0.04393007521331056,-0.23709332547751616,0.1466333870384726,-19.112905639151652,1.897759328129301e-08,7132507,1a,0.1281244701797914,346.6997323390802,-16.72920752819647,0.027617359692451673,1.1754049676031202e-06,1.0,0.25999999046325684,2.53862046397077,2.0685892166053206,0.06909987100119713,kinney-starburst,1.6967389386320222,3.251313633402411,4.0,0.46870714405445474,4.172591218814627,311.3060435108199,5.754836192522423e-15,kinney-elliptical,0.0,0.0,61312.112976,13.836095203064723,0.00037093168626959125,0.0,0.0,14.661777034670287,14.555928222034488,14.498331720141245,14.467822239310259,14.428805440324503,14.388921364179502,galaxySED/Exp.40E09.1Z.spec.gz,0.1,4.000000000000002,1101,4.1176913901323795,0.4562490578861309,-0.093761473022651,-2.305423097631221,1,61311.220419745034
61018.143316161586,182.68934587985655,0.06682689072912207,0.7210946987957453,35.78885830465747,216.45028389185717,0.1516576947097259,0.06857483703041314,-0.31464801018621485,0.04179106611458674,-19.140489509600744,7.223243079589495e-09,3769678,1a,0.006863470010662008,36.62652744344254,-7.095026525073919,0.02577261378466504,3.2668174701181576e-06,1.0,0.32999998331069946,1.5950234651093838,3.2111919082808766,0.002893261507586551,kinney-starburst,0.759788734464552,2.0390574843216736,4.0,0.7210946987957453,4.892410225308219,35.78885830465747,2.606643319649656e-15,kinney-elliptical,0.0,0.0,61013.0984935,14.70989415882896,0.00014066709029509643,0.0,0.0,15.727767256901728,15.616792646810936,15.602833168939846,15.593197992002253,15.59324431143159,15.51784888278408,galaxySED/Exp.10E10.04Z.spec.gz,0.0,2.0,1102,0.0,-0.8389497632633003,-0.2479637759212209,1.4654026587915823,0,61018.143316161586
61018.143316161586,182.68934587985655,0.06682689072912207,0.7210946987957453,35.78885830465747,216.45028389185717,0.1516576947097259,0.06857483703041314,-0.31464801018621485,0.04179106611458674,-19.140489509600744,7.223243079589495e-09,3769678,1a,0.006863470010662008,36.62652744344254,-7.095026525073919,0.02577261378466504,3.2668174701181576e-06,1.0,0.32999998331069946,1.5950234651093838,3.2111919082808766,0.002893261507586551,kinney-starburst,0.759788734464552,2.0390574843216736,4.0,0.7210946987957453,4.892410225308219,35.78885830465747,2.606643319649656e-15,kinney-elliptical,0.0,0.0,61013.0984935,14.70989415882896,0.00014066709029509643,0.0,0.0,15.727767256901728,15.616792646810936,15.602833168939846,15.593197992002253,15.59324431143159,15.51784888278408,galaxySED/Exp.10E10.04Z.spec.gz,0.0,2.0,1102,5.539488841831486,0.08788027478970313,-0.0647221227813779,-0.18073421228257872,1,61023.68280500342
61316.14156116023,242.69692645757726,0.07067944108169584,0.3691897041614563,224.68718346252433,174.5529671722179,0.19663960890942067,0.09061855559429167,0.5531968283736348,-0.11046458248937553,-19.160214245702722,4.145966119652796e-09,1719930,1a,0.0052047992254619785,64.81605696329736,-37.963398408173745,0.015930642602054033,2.8444039185585604e-05,1.0,0.4100000262260437,1.5485125350686841,4.478939588990902,0.0036746806735731717,kinney-starburst,0.6583828060783108,-0.5551258260419383,4.0,0.3691897041614563,4.5407785208094,224.68718346252433,1.3344600896323308e-15,kinney-elliptical,0.0,0.0,61306.230827499996,15.461483121292414,8.05046049585932e-05,0.0,0.0,16.47367466392265,16.363646814581386,16.332779761933566,16.328308736467008,16.33235910927354,16.256225950845945,galaxySED/Burst.12E10.04Z.spec.gz,0.0,2.0,1103,0.0,1.5467288666089714,0.0033933249099222826,2.0613781550008516,0,61316.14156116023
61316.14156116023,242.69692645757726,0.07067944108169584,0.3691897041614563,224.68718346252433,174.5529671722179,0.19663960890942067,0.09061855559429167,0.5531968283736348,-0.11046458248937553,-19.160214245702722,4.145966119652796e-09,1719930,1a,0.0052047992254619785,64.81605696329736,-37.963398408173745,0.015930642602054033,2.8444039185585604e-05,1.0,0.4100000262260437,1.5485125350686841,4.478939588990902,0.0036746806735731717,kinney-starburst,0.6583828060783108,-0.5551258260419383,4.0,0.3691897041614563,4.5407785208094,224.68718346252433,1.3344600896323308e-15,kinney-elliptical,0.0,0.0,61306.230827499996,15.461483121292414,8.05046049585932e-05,0.0,0.0,16.47367466392265,16.363646814581386,16.332779761933566,16.328308736467008,16.33235910927354,16.256225950845945,galaxySED/Burst.12E10.04Z.spec.gz,0.0,2.0,1103,22.335414557923684,-0.2763578583855158,0.11819680290234869,-0.4525021218107348,1,61338.47697571815
63004.66249208291,271.4629194744734,0.09718474637579365,0.690674318580974,12.265719811990987,71.83922467237403,0.23959408609810606,0.11235183798980239,0.8759214081067961,0.5655275996651425,-19.339179669098108,3.1374283068523165e-09,2361366,1a,0.20344997280988747,211.76654040291137,2.5756515054227123,0.02633458319262459,9.648849217674985e-05,1.0,0.44999998807907104,1.403021193685387,2.104981438055153,0.005277604522099387,kinney-starburst,-0.035614435460177285,0.6464951471884897,4.0,0.690674318580974,1.8943535577889434,12.265719811990987,8.911369238065145e-16,kinney-elliptical,0.0,0.0,63008.123884500004,15.924709660817516,6.07544545153308e-05,0.0,0.0,16.86764565760727,16.77000281120813,16.757213004333238,16.757722351272832,16.758381668162656,16.70674140424316,galaxySED/Burst.10E10.04Z.spec.gz,0.0,2.0,1104,0.0,1.8653936834195102,1.2304487110233884,1.4153778361692089,0,63004.66249208291
63004.66249208291,271.4629194744734,0.09718474637579365,0.690674318580974,12.265719811990987,71.83922467237403,0.23959408609810606,0.11235183798980239,0.8759214081067961,0.5655275996651425,-19.339179669098108,3.1374283068523165e-09,2361366,1a,0.20344997280988747,211.76654040291137,2.5756515054227123,0.02633458319262459,9.648849217674985e-05,1.0,0.44999998807907104,1.403021193685387,2.104981438055153,0.005277604522099387,kinney-starburst,-0.035614435460177285,0.6464951471884897,4.0,0.690674318580974,1.8943535577889434,12.265719811990987,8.911369238065145e-16,kinney-elliptical,0.0,0.0,63008.123884500004,15.924709660817516,6.07544545153308e-05,0.0,0.0,16.86764565760727,16.77000281120813,16.757213004333238,16.757722351272832,16.758381668162656,16.70674140424316,galaxySED/Burst.10E10.04Z.spec.gz,0.0,2.0,1104,64.09692869697406,-0.047363076437924895,-0.05795556008407191,-0.11924665265541148,1,63068.75942077989
