id,ra,dec,mag_norm,redshift,twinkles_id,image_num,lens_gal_id
120004701135900,53.0795567,-27.1832497,22.1698413,1.37,238,1,12000470042
121187370528796,53.3192001,-27.4752733,23.2589214,4.52,383,0,12118736922
121187370529820,53.3186812,-27.4750077,23.2413957,4.52,383,1,12118736922
121187370530844,53.3195411,-27.4749129,22.9203642,4.52,383,2,12118736922
121187370531868,53.3191436,-27.474572,23.527767,4.52,383,3,12118736922
124536136908828,53.0143319,-27.3829351,23.6931244,1.58,300,0,12453613594
124536136909852,53.014806,-27.3826814,23.1307316,1.58,300,1,12453613594
124710073589788,53.194787,-27.3572952,22.9224498,3.35,310,0,12471007258
124710073590812,53.1946598,-27.3571124,23.3512253,3.35,310,1,12471007258
124710073591836,53.1942325,-27.3569597,23.2666096,3.35,310,2,12471007258
124710073592860,53.1943026,-27.3574174,26.3323566,3.35,310,3,12471007258
125977406083100,53.0609413,-27.5895877,22.1025482,1.38,157,0,12597740570
125977406084124,53.0604934,-27.5892579,22.2449505,1.38,157,1,12597740570
126159751606300,53.1948845,-27.6142412,22.2740357,1.46,607,0,12615974938
126159751607324,53.1950447,-27.6142175,23.2151731,1.46,607,1,12615974938
131172321755164,53.2628789,-27.2784687,23.4846477,1.31,116,0,13117232154
131172321756188,53.2635624,-27.2783271,21.7213381,1.31,116,1,13117232154
131890463604764,52.9422243,-27.1813974,21.17365,1.49,216,0,13189046298
131890463605788,52.9417492,-27.181069,21.2619708,1.49,216,1,13189046298
131890463606812,52.9425586,-27.1808377,22.0243533,1.49,216,2,13189046298
131890463607836,52.9418609,-27.1805622,21.2535844,1.49,216,3,13189046298
132935998562332,53.0330959,-27.1522864,22.6670538,1.57,274,0,13293599770
132935998563356,53.0331741,-27.151746,23.4851093,1.57,274,1,13293599770
133211127869468,53.1203976,-27.6698545,23.0527888,1.44,515,0,13321112602
133211127870492,53.1203102,-27.6696683,23.3484915,1.44,515,1,13321112602
138902847549468,52.7852827,-27.4268645,23.3970902,1.44,515,0,13890284570
138902847550492,52.7851954,-27.4266782,23.9928347,1.44,515,1,13890284570
141768028647452,53.1715731,-27.1833527,23.6475847,1.56,119,0,14176802842
141768028648476,53.1721591,-27.1829797,23.7960722,1.56,119,1,14176802842
144466309607452,52.7963598,-27.2665006,23.154508,1.56,119,0,14446630938
144466309608476,52.7969462,-27.2661277,23.355635,1.56,119,1,14446630938
145443666014236,53.2277329,-27.4630247,21.398719,1.23,23,0,14544366618
145443666015260,53.2282383,-27.4629622,19.9787931,1.23,23,1,14544366618
149641298862108,52.8765057,-27.2716454,23.2640274,3.44,230,0,14964129818
149641298863132,52.8769532,-27.2713148,22.299811,3.44,230,1,14964129818
150889544654876,52.9689487,-27.6410683,22.6809728,1.37,238,0,15088954394
150889544655900,52.9688146,-27.640809,22.014167,1.37,238,1,15088954394
153965959839772,52.9364024,-27.6453783,23.7277742,5.41,664,0,15396595738
153965959840796,52.9363616,-27.6449027,23.5979265,5.41,664,1,15396595738
154985217032220,53.0681307,-27.2232235,21.2711619,0.89,252,0,15498521626
154985217033244,53.0682171,-27.2230592,20.580946,0.89,252,1,15498521626
159991399436316,53.0384911,-27.521074,20.892392,2.28,253,0,15999139866
159991399437340,53.0384692,-27.520632,22.4743082,2.28,253,1,15999139866
160945040359452,53.072219,-27.3762286,21.3449969,1.74,244,0,16094503962
160945040360476,53.0718745,-27.3761976,22.1115814,1.74,244,1,16094503962
161040025980956,52.8424002,-27.4623477,21.9540787,1.27,93,0,16104002586
161040025981980,52.8425902,-27.4619537,21.5178292,1.27,93,1,16104002586
161051556495388,53.2047783,-27.4108506,23.0731963,1.81,160,0,16105155610
161051556496412,53.2048957,-27.4104836,23.1062544,1.81,160,1,16105155610
165109474336796,52.9603994,-27.6715232,21.0439544,1.86,258,0,16510947354
165109474337820,52.9599331,-27.6714654,19.9898181,1.86,258,1,16510947354
166744771297308,52.9540771,-27.5469622,23.4491021,1.63,180,0,16674477082
166744771298332,52.9545314,-27.5468738,23.1454684,1.63,180,1,16674477082
167196550471708,52.9668738,-27.1664439,20.6144561,1.25,330,0,16719654938
167196550472732,52.9667474,-27.1661028,21.1958519,1.25,330,1,16719654938
169407695691804,53.2989966,-27.325062,23.2570911,2.71,706,0,16940769306
169407695692828,53.2987156,-27.3245623,24.2687944,2.71,706,1,16940769306
169407695693852,53.299344,-27.3247486,22.7466762,2.71,706,2,16940769306
169407695694876,53.2992796,-27.32447,22.7861387,2.71,706,3,16940769306
171688625274908,53.1149294,-27.4875321,22.7229513,4.68,780,0,17168862234
171688625275932,53.114747,-27.4875178,23.4544462,4.68,780,1,17168862234
174349292019740,52.8487044,-27.2930912,22.6249035,1.42,122,0,17434929178
174349292020764,52.8489654,-27.2930065,22.2856448,1.42,122,1,17434929178
176018904162332,53.0994411,-27.2696286,22.2879162,1.57,274,0,17601890330
176018904163356,53.0995194,-27.2690882,23.3770374,1.57,274,1,17601890330
176504803450908,52.9877243,-27.1900495,20.7160856,2.34,530,0,17650480154
176504803451932,52.9879461,-27.1899221,20.8285908,2.34,530,1,17650480154
177389578547228,53.0463631,-27.6003484,22.0557034,2.4,75,0,17738957850
177389578548252,53.0467837,-27.6006294,22.196589,2.4,75,1,17738957850
177712499732508,52.9972114,-27.6128262,23.3961081,2.37,755,0,17771249690
177712499733532,52.9970335,-27.6132206,21.131321,2.37,755,1,17771249690
177712499734556,52.9976025,-27.6131294,22.7068605,2.37,755,2,17771249690
177712499735580,52.9971086,-27.6132764,21.2164008,2.37,755,3,17771249690
177821594337308,53.1370599,-27.6597166,22.9903672,1.63,180,0,17782159386
177821594338332,53.1375147,-27.6596282,22.5467672,1.63,180,1,17782159386
178117408071708,53.0515818,-27.5091962,20.6825643,1.25,330,0,17811740698
178117408072732,53.0514549,-27.5088551,21.2074614,1.25,330,1,17811740698
178118290722844,53.0827408,-27.4320864,19.545329,2.73,821,0,17811828762
178118290723868,53.082916,-27.4320299,20.2862169,2.73,821,1,17811828762
178187275890716,52.9781375,-27.275857,22.7621159,3.3,403,0,17818727450
178187275891740,52.9779826,-27.275742,21.0178126,3.3,403,1,17818727450
178197309653020,52.765546,-27.2393009,23.4781067,2.01,52,0,17819730970
178197309654044,52.7660108,-27.2382918,23.315399,2.01,52,1,17819730970
178226780418076,53.0995474,-27.6783625,22.0937584,4.13,63,0,17822678042
178226780419100,53.0987005,-27.6780907,20.6718101,4.13,63,1,17822678042
178233396305948,53.292025,-27.5619895,23.2609912,2.26,270,0,17823339546
178233396306972,53.2916718,-27.5610637,22.5703849,2.26,270,1,17823339546
178233426133020,52.7224054,-27.2956008,23.4327246,2.01,52,0,17823342618
178233426134044,52.7228703,-27.2945917,23.2404203,2.01,52,1,17823342618
178291763413020,52.9352637,-27.4290547,23.5020602,2.01,52,0,17829176346
178291763414044,52.9357292,-27.4280456,23.0000705,2.01,52,1,17829176346
178320868311068,52.7285738,-27.3343952,23.8188849,4.13,740,0,17832086554
178320868312092,52.7283966,-27.3346808,22.7107152,4.13,740,1,17832086554
178345718829084,53.0116475,-27.5605428,22.2583156,1.76,261,0,17834571802
178345718830108,53.0113934,-27.5608946,21.0034014,1.76,261,1,17834571802
178353685905436,53.0156458,-27.3640977,18.9425294,1.87,348,0,17835368474
178353685906460,53.0151847,-27.3641381,20.7589515,1.87,348,1,17835368474
178373039185948,53.3131392,-27.3920663,23.4920929,2.26,270,0,17837303834
178373039186972,53.3127865,-27.3911405,22.7119255,2.26,270,1,17837303834
178409524486172,53.0439173,-27.6210008,21.1319588,2.47,314,0,17840952346
178409524487196,53.0436152,-27.6206508,21.4155257,2.47,314,1,17840952346
178446623199260,52.7593869,-27.3684755,22.9356143,2.39,117,0,17844662298
178446623200284,52.7584175,-27.368767,21.5413199,2.39,117,1,17844662298
178446665371676,53.1696124,-27.3927103,24.7713193,2.45,413,0,17844666394
178446665372700,53.1700175,-27.3925962,23.7500036,2.45,413,1,17844666394
178446665373724,53.1695104,-27.3924231,23.0541967,2.45,413,2,17844666394
178446665374748,53.1696926,-27.3923722,23.4396451,2.45,413,3,17844666394
