obsHistIDs, filter_index, moonAlt, moonPhase, rotSkyPos, altitude, vSkyBright, filtSkyBrightness, rawSeeing, airmass, dist2Moon, sunAlt, field, ra, dec, randomDitherFieldPerVisitRA, randomDitherFieldPerVisitDec
201828,2,-31.4530338257,31.641069,25.0648981847,52.5972391141,21.39166,21.11166,0.584316,1.258838,121.881186462,-35.2696775864,1333,96.2172036068,-29.4075744971,95.5541725805,-28.6076681193
201829,2,-31.5032249286,31.645832,29.0249532815,51.260299395,21.376763,21.096763,0.584316,1.28206,124.362781264,-35.146606252,1464,97.0530344383,-26.341505448,97.4651555314,-25.2445204535
201831,2,-31.6020028525,31.655292,31.8708346499,52.442139439,21.389964,21.109964,0.584316,1.261454,127.328525403,-34.9021251609,1568,95.1401002477,-23.8813965631,96.1211744948,-24.5610963954
201832,2,-31.6511053355,31.660045,27.863510535,54.4285841147,21.411074,21.131074,0.584316,1.229424,124.927201988,-34.7798559674,1447,94.0409380135,-26.9236878637,94.1634194868,-27.2396167919
201833,2,-31.6996921565,31.664779,26.7407424397,57.3241982197,21.439483,21.159483,0.584316,1.18802,125.400522423,-34.6570711119,1431,90.9908544869,-27.4389488088,91.67614248,-27.7230785794
201835,2,-31.8574274375,31.680377,31.1755503655,55.9616472871,21.426459,21.146459,0.584316,1.206766,127.904978241,-34.255026627,1564,92.1208418505,-24.4157942986,93.1939936007,-24.0788378193
201836,2,-31.9045818641,31.685112,30.5495939744,58.8702675341,21.453532,21.173532,0.553114,1.168229,128.362828815,-34.1299499404,1542,89.0888637902,-24.8893439163,89.4594360237,-24.0841663268
202612,2,-19.4731738789,42.337551,125.566451,50.1208582278,21.363573,21.083573,0.413474,1.303108,120.472168652,-41.2812080687,1212,92.1411245564,-32.9919984634,91.5489348527,-31.4875831808
202613,2,-19.5602634638,42.342618,127.368976224,47.4938467371,21.331403,21.051403,0.413474,1.35648,120.765465748,-41.170168848,1220,95.3622932807,-32.459147714,95.7650328004,-32.9664445458
202614,2,-19.6471238655,42.347682,130.825172236,46.246288434,21.315246,21.035246,0.413474,1.384434,123.700499349,-41.05895774,1333,96.2172036068,-29.4075744971,95.241829128,-29.6797294498
202615,2,-19.7337550841,42.35274,129.097303413,45.0081266387,21.298638,21.018638,0.413474,1.414018,120.978606047,-40.9475174488,1234,98.5356773248,-31.8503800566,98.8931060573,-31.3287019842
202640,2,-22.199077885,42.502286,135.989068956,54.4917813595,21.411724,21.131724,0.552398,1.228456,120.494628598,-37.5639151897,1212,92.1411245564,-32.9919984634,94.052130089,-32.9994469148
202641,2,-22.2793492721,42.507356,137.930307261,51.8696400101,21.383629,21.103629,0.552398,1.271285,120.802306934,-37.445599405,1220,95.3622932807,-32.459147714,95.6739054297,-31.0321963252
202643,2,-22.4394909758,42.517514,141.958658927,50.8416964298,21.37197,21.09197,0.552398,1.289654,123.744502508,-37.2097126807,1333,96.2172036068,-29.4075744971,95.5131976445,-28.3731564938
202644,2,-22.5190748136,42.522584,143.427665418,48.2262013908,21.340622,21.060622,0.552398,1.340881,123.938104947,-37.0910531214,1365,99.2852207124,-28.7786387254,99.8638093175,-29.1249917125
202653,2,-23.2224950987,42.568046,137.71447406,53.4872144573,21.401237,21.121237,0.453995,1.244211,120.815198484,-36.023117087,1220,95.3622932807,-32.459147714,95.3469469425,-31.8160598847
202668,2,-24.3966002124,42.64683,145.493751228,51.5868280424,21.380458,21.100458,0.424921,1.276246,123.979758978,-34.1564205905,1365,99.2852207124,-28.7786387254,98.699899012,-30.1454295457
202683,2,-25.4784018254,42.723237,138.782524686,57.6348559362,21.442368,21.162368,0.454934,1.18392,120.846424684,-32.282963192,1220,95.3622932807,-32.459147714,94.7457914935,-31.2186367917
202704,2,-27.2164120012,42.85597,151.6886855,66.93166912,21.514714,21.234714,0.433997,1.086913,125.649644472,-28.9848462359,1413,87.901867126,-27.8835640578,88.7701521343,-27.9009819748
202705,2,-27.2805259785,42.861157,158.475084105,62.485459334,21.483431,21.203431,0.433997,1.127533,129.101715188,-28.8570766475,1564,92.1208418505,-24.4157942986,92.298347631,-24.9989507425
