obsHistIDs, filter_index, moonAlt, moonPhase, rotSkyPos, altitude, vSkyBright, filtSkyBrightness, rawSeeing, airmass, dist2Moon, sunAlt, field, ra, dec, randomDitherFieldPerVisitRA, randomDitherFieldPerVisitDec
721839,2,-18.3789390817,3.967699,103.386166131,53.2739022702,21.398966,21.118966,0.673701,1.247659,119.253200943,-33.8292616895,1212,92.1411245564,-32.9919984634,92.2291093688,-32.1105601914
722527,2,-8.48791136863,8.837856,102.353638888,48.3871452355,21.328529,21.048529,0.441319,1.33753,119.703316587,-32.3568174518,1220,95.3622932807,-32.459147714,94.8476477201,-31.6202802061
722528,2,-8.59413774384,8.840497,100.522293888,51.2817853123,21.363564,21.083564,0.441319,1.281674,118.539753897,-32.4203011755,1212,92.1411245564,-32.9919984634,93.4337771996,-32.4769094056
722560,2,-11.9951006242,8.927112,102.551710398,55.6754548685,21.423627,21.143627,0.441319,1.210867,118.535800488,-34.2996027435,1212,92.1411245564,-32.9919984634,92.9947411832,-32.8233769843
722561,2,-12.0966860413,8.929766,104.539129102,53.0667780272,21.396747,21.116747,0.441319,1.251041,119.711624475,-34.3556953116,1220,95.3622932807,-32.459147714,94.9960182901,-32.842685662
733741,2,18.6353949909,74.528311,153.580649435,85.3544967689,20.314443,20.399852,0.526173,1.003296,73.2464661633,-35.9603782085,1431,90.9908544869,-27.4389488088,91.4426345505,-28.3380914767
733742,2,18.7599560155,74.524209,145.471062099,82.2657958869,20.311055,20.396453,0.526173,1.009181,73.6290873789,-35.9412987139,1542,89.0888637902,-24.8893439163,90.4590399384,-24.1418631767
733746,2,19.2586584804,74.507736,125.446473638,86.2263666457,20.283749,20.369103,0.526173,1.002173,70.6253561379,-35.8582771294,1447,94.0409380135,-26.9236878637,95.5692574678,-26.6009980334
733777,2,23.2094889567,74.374334,158.328922571,77.671705694,20.257224,20.342222,0.526173,1.023605,73.7130829916,-34.9110633025,1542,89.0888637902,-24.8893439163,87.6469354591,-25.597519751
733779,2,23.4418233426,74.366309,167.581331526,79.993044201,20.25937,20.344346,0.526173,1.015449,73.3286856069,-34.8383549583,1431,90.9908544869,-27.4389488088,89.5661785161,-27.6008666817
752766,2,-0.544539088492,89.230046,82.9142122236,72.3164410702,20.160403,20.357318,0.438174,1.049596,74.7560380661,-23.4837638532,1220,95.3622932807,-32.459147714,95.095362063,-31.9167858651
752768,2,-0.274045713411,89.224416,87.655266091,77.2011354568,20.191583,20.38844,0.438174,1.02548,78.1747626381,-23.6864190254,1305,89.9551759765,-30.452764107,90.9277550311,-31.0040068017
752769,2,-0.141291392279,89.221651,90.3929730277,74.5880468406,20.150778,20.347606,0.438174,1.037302,75.4772773386,-23.7855980197,1323,93.1078762442,-29.9663229389,92.5383040978,-30.9282044854
753639,2,12.8870813196,81.941271,260.457732821,79.8575969782,20.253155,20.373539,0.378172,1.015876,84.4263624366,-35.1745665924,1542,89.0888637902,-24.8893439163,89.1639004041,-24.5541063103
753646,2,13.8532027538,81.916828,292.610921072,81.3346248783,20.24278,20.362907,0.378172,1.011547,84.6490138357,-35.5942008816,1305,89.9551759765,-30.452764107,89.2075137209,-28.9813511933
753647,2,13.9871029905,81.913434,289.464466044,83.8946576027,20.232881,20.352972,0.378172,1.005705,81.8843205869,-35.6500642666,1323,93.1078762442,-29.9663229389,93.7259268373,-30.3637264656
753648,2,14.129368411,81.909827,278.576434472,78.8958300233,20.236655,20.356708,0.378172,1.019079,85.985151414,-35.7061568348,1413,87.901867126,-27.8835640578,87.8919494249,-28.0301839576
753652,2,14.7234683488,81.894743,311.655178745,81.9251724777,20.225201,20.345096,0.378172,1.010014,83.3272574982,-35.9545340389,1212,92.1411245564,-32.9919984634,90.8840620431,-32.6768143803
754501,2,26.5030222505,73.455468,322.706445994,64.9982230404,20.264077,20.346625,0.759123,1.103396,86.4670662155,-39.4668799147,1568,95.1401002477,-23.8813965631,95.437549277,-23.758497116
754504,2,26.8995663405,73.444117,327.48159085,66.997673858,20.270216,20.352734,0.759123,1.086381,84.8332770627,-39.457426111,1464,97.0530344383,-26.341505448,97.0655016448,-25.8925930155
754505,2,27.0313466334,73.440341,328.916105282,64.4085348776,20.259383,20.341891,0.759123,1.108776,87.546117631,-39.4533581107,1447,94.0409380135,-26.9236878637,92.9532562626,-27.4247967513
754506,2,27.1651322785,73.436506,334.432084567,66.6487998566,20.269413,20.35191,0.759123,1.089216,85.7116213626,-39.4487744483,1333,96.2172036068,-29.4075744971,95.0846379612,-29.7686524996
754507,2,27.2968552756,73.432726,333.334125544,69.050581638,20.273226,20.355713,0.759123,1.070784,83.0018174705,-39.4436178282,1365,99.2852207124,-28.7786387254,99.1119252212,-28.8372523078
754516,2,28.5503723398,73.396666,340.15484432,67.4224647673,20.259514,20.341905,0.759123,1.083002,83.8718538824,-39.3714824418,1234,98.5356773248,-31.8503800566,99.0786668128,-31.1249008965
754517,2,28.6815223791,73.392882,340.139718235,64.6333635164,20.248931,20.331312,0.759123,1.106705,86.5883040849,-39.3614556804,1220,95.3622932807,-32.459147714,95.1189248034,-31.4651232352
754972,2,-15.9855797799,65.81233,95.5766940876,76.8194882695,21.563665,21.283665,0.609576,1.027057,95.5890126802,-24.4579639923,1564,92.1208418505,-24.4157942986,93.5101187483,-24.7136177605
755013,2,-10.3056199737,65.640055,104.711532103,81.7716770844,21.434826,21.154826,0.609576,1.010402,95.7492116797,-28.4185920469,1564,92.1208418505,-24.4157942986,90.6642373436,-24.5486059155
755014,2,-10.1437593966,65.635182,119.669855852,83.9420985081,21.425295,21.145295,0.609576,1.005616,98.4033813699,-28.5917971884,1542,89.0888637902,-24.8893439163,90.682318078,-24.5663103114
755212,2,18.0572805756,64.800821,202.554732636,62.4762347135,20.527566,20.587035,0.609576,1.127628,99.4939492371,-39.5924722634,1413,87.901867126,-27.8835640578,87.4015093822,-28.841377604
755213,2,18.1968530945,64.796708,207.743782204,67.171795732,20.569362,20.62882,0.609576,1.084986,94.6396216137,-39.6027282079,1323,93.1078762442,-29.9663229389,93.0570830012,-30.4227984143
755214,2,18.3341337822,64.792665,206.964158532,69.6308732929,20.584145,20.643592,0.609576,1.066703,92.0507118164,-39.6116663495,1333,96.2172036068,-29.4075744971,95.9126868275,-29.0207706896
755217,2,18.7530232262,64.780319,214.57956977,71.3953541188,20.588459,20.647873,0.609576,1.05514,89.7782466093,-39.6352722106,1234,98.5356773248,-31.8503800566,97.8024054336,-31.446215628
755250,2,23.6361706268,64.636087,211.244955402,56.7987959216,20.429725,20.488755,0.609576,1.195099,99.5794345402,-39.5846800373,1413,87.901867126,-27.8835640578,87.108580681,-28.2695084286
755251,2,23.7751701879,64.63197,215.693342428,61.522431872,20.481595,20.540613,0.609576,1.137654,94.7211535079,-39.5735646561,1323,93.1078762442,-29.9663229389,93.271433132,-31.4780720814
755252,2,23.9117633262,64.627923,215.328368312,63.9587630084,20.5012,20.560208,0.609576,1.112995,92.1349366122,-39.562678458,1333,96.2172036068,-29.4075744971,97.0021728855,-30.3871604394
755255,2,24.3265847699,64.61563,221.193336191,65.8038017003,20.510483,20.569458,0.609576,1.096316,89.8551375454,-39.5275561452,1234,98.5356773248,-31.8503800566,99.6995634882,-31.574844653
755300,2,30.6909426624,64.42596,216.865614077,52.2288272518,20.347473,20.405943,0.609576,1.265085,96.5980486532,-38.4368736864,1564,92.1208418505,-24.4157942986,91.7068085162,-24.2596060036
755302,2,30.965733221,64.417714,220.451126663,51.8404764583,20.340833,20.399281,0.609576,1.271793,97.0822552859,-38.3667436522,1431,90.9908544869,-27.4389488088,91.2252662347,-27.9865245736
755303,2,31.1029566129,64.413594,223.915229492,51.5069577258,20.335608,20.394044,0.609576,1.277659,97.4086693418,-38.3309910858,1305,89.9551759765,-30.452764107,88.1906026611,-30.1819269572
755304,2,31.2374871032,64.409554,227.926621608,53.6237502999,20.363342,20.421767,0.609576,1.242024,95.1070978787,-38.2948374489,1212,92.1411245564,-32.9919984634,91.8488892868,-32.0569313418
755306,2,31.5098139432,64.401371,228.449216413,55.9740804713,20.389061,20.447465,0.609576,1.206589,92.5246052087,-38.2226447668,1220,95.3622932807,-32.459147714,97.0724593241,-32.8797560314
755309,2,31.9264688518,64.38884,224.032571249,58.2816106954,20.40856,20.46693,0.609576,1.175585,89.6631966841,-38.1080532077,1365,99.2852207124,-28.7786387254,97.4810780266,-28.7917021631
755343,2,36.7823434614,64.241618,229.449543427,50.7619407047,20.311136,20.369114,0.609576,1.291118,92.5802394106,-36.4905933521,1220,95.3622932807,-32.459147714,94.998259127,-31.4070826106
777437,2,10.3229805949,73.20361,227.433133059,59.8418893631,20.369662,20.451538,0.688626,1.15655,109.511084961,-39.6712539602,1542,89.0888637902,-24.8893439163,87.9696307959,-25.5739138899
777438,2,10.4575110852,73.199872,226.323542993,62.1683271944,20.400777,20.482643,0.688626,1.130811,107.243318008,-39.7573695168,1564,92.1208418505,-24.4157942986,92.9302833113,-24.4937165587
777444,2,11.265209689,73.177436,229.312606514,66.1600095616,20.441077,20.522883,0.688626,1.093283,102.404861315,-40.2670727713,1464,97.0530344383,-26.341505448,96.0589825061,-25.4366332022
777447,2,11.6773955268,73.165999,230.584916594,63.2871991768,20.403614,20.48539,0.688626,1.119483,104.639683195,-40.5193460885,1447,94.0409380135,-26.9236878637,94.4146157508,-25.8496784767
777448,2,11.8122697918,73.162257,231.35199249,60.6324565288,20.368043,20.449809,0.688626,1.14746,106.864822088,-40.6054616451,1431,90.9908544869,-27.4389488088,90.7288762791,-27.1207280494
777449,2,11.9481753808,73.158488,236.303321868,62.8036227977,20.398074,20.47983,0.688626,1.124298,104.082825514,-40.6879102719,1323,93.1078762442,-29.9663229389,93.9178565132,-29.7814294584
777450,2,12.0832788289,73.154743,236.347325027,60.043570507,20.361591,20.443337,0.688626,1.154196,106.29163511,-40.7706453775,1305,89.9551759765,-30.452764107,90.2576571681,-31.0325400999
777472,2,15.1792562748,73.06909,229.89221062,57.1668067134,20.286513,20.36803,0.688626,1.190121,106.918049868,-42.5485907115,1431,90.9908544869,-27.4389488088,89.7173744162,-27.8899238894
777473,2,15.3147034976,73.065349,234.284562373,59.362209097,20.320152,20.401659,0.688626,1.162244,104.132730138,-42.6231325207,1323,93.1078762442,-29.9663229389,93.6261260513,-30.999766914
777474,2,15.4505517908,73.0616,234.197358196,56.620949822,20.280544,20.362042,0.688626,1.197537,106.337700917,-42.6958981607,1305,89.9551759765,-30.452764107,89.8665784312,-30.9435597543
777476,2,15.7347388572,73.053757,229.495380051,59.1091909347,20.309712,20.391188,0.688626,1.165304,104.707922469,-42.8405127082,1447,94.0409380135,-26.9236878637,94.3220156443,-26.532243098
777477,2,15.8704152631,73.050012,228.648204655,61.4073246509,20.338534,20.420001,0.688626,1.138897,102.487252646,-42.9188360388,1464,97.0530344383,-26.341505448,96.8557329035,-26.059552917
777478,2,16.006091669,73.04627,224.65892871,58.8773722108,20.302427,20.383883,0.688626,1.168141,105.055192188,-42.9899973969,1568,95.1401002477,-23.8813965631,94.5557291403,-23.6966176741
777490,2,17.7108702926,72.999286,238.15609549,61.8041552198,20.33161,20.412941,0.688626,1.134641,99.1492005318,-43.8478871036,1234,98.5356773248,-31.8503800566,96.9757798217,-31.2009896916
777491,2,17.8471196563,72.995534,237.997099702,59.0536140285,20.298407,20.379729,0.688626,1.165981,101.347926071,-43.9134907711,1220,95.3622932807,-32.459147714,94.4805578797,-33.3731872845
777513,2,20.8891817738,72.911887,239.830908421,56.055497774,20.237797,20.318895,0.688626,1.205434,101.385512102,-45.2515191101,1220,95.3622932807,-32.459147714,94.3682444139,-31.3007989396
777514,2,21.0259467995,72.908132,240.069430751,58.4864431071,20.268247,20.349335,0.688626,1.173,99.1936047609,-45.3168935945,1234,98.5356773248,-31.8503800566,97.1139217436,-31.5786834702
777526,2,22.701905646,72.862133,234.87528186,56.9274249466,20.236636,20.317602,0.688626,1.193349,99.8239729271,-45.9539080711,1365,99.2852207124,-28.7786387254,98.7327800501,-29.642773672
788878,2,12.0646004047,43.699166,286.554356107,69.8844071172,20.955274,20.933924,0.83259,1.064963,64.2982405021,-32.147057603,1333,96.2172036068,-29.4075744971,95.0025565485,-29.8423921678
788879,2,11.9578010717,43.704472,276.627518532,62.4992103211,20.849285,20.827971,0.83259,1.127392,57.2788772581,-32.2910418969,1542,89.0888637902,-24.8893439163,90.618145351,-24.5081550952
788880,2,11.8565594293,43.709495,275.199822298,64.8082875313,20.875623,20.854342,0.83259,1.10511,58.1420954723,-32.4182385274,1564,92.1208418505,-24.4157942986,91.4974636981,-24.6372424864
788909,2,8.67681555368,43.863822,287.968072171,65.3138081939,20.958822,20.938553,0.83259,1.100585,64.2271364397,-36.021570101,1333,96.2172036068,-29.4075744971,95.6915668681,-29.2603816395
788910,2,8.56726602325,43.869035,279.327066479,57.9271217075,20.844523,20.824288,0.83259,1.18012,57.2174561825,-36.1519752951,1542,89.0888637902,-24.8893439163,89.5304934232,-25.5701323684
788911,2,8.46149801427,43.874058,278.406781669,60.2520698486,20.874213,20.854011,0.83259,1.151789,58.0725956917,-36.271035925,1564,92.1208418505,-24.4157942986,93.5799003544,-24.4734911486
810158,2,15.1117045508,39.202744,261.063807576,46.2451425184,20.735108,20.684251,0.857563,1.38446,57.3448819961,-32.8536291559,1413,87.901867126,-27.8835640578,87.6824460919,-27.7533880468
810159,2,15.0223231348,39.207617,261.228934013,48.6215995653,20.763597,20.712772,0.857563,1.332697,56.8342620091,-32.9887898998,1431,90.9908544869,-27.4389488088,92.0079729354,-27.4065766934
810167,2,14.3014849327,39.246565,260.745071155,52.4146947606,20.809276,20.758706,0.857563,1.261919,56.0494244213,-34.0681277943,1464,97.0530344383,-26.341505448,97.017295113,-25.7068973941
810168,2,14.2105565306,39.251435,261.008058783,49.8485313878,20.782025,20.731488,0.857563,1.308319,56.3949179718,-34.2027728761,1447,94.0409380135,-26.9236878637,93.1791336911,-25.5334057738
810169,2,14.1193989454,39.256307,264.422256988,52.1810425717,20.83201,20.781505,0.857563,1.265903,59.0182625326,-34.3373606622,1333,96.2172036068,-29.4075744971,95.267216488,-28.1973157465
810170,2,14.0281267686,39.261177,268.327766503,54.4552839479,20.877926,20.827453,0.857563,1.229015,61.6714008987,-34.4719484483,1234,98.5356773248,-31.8503800566,98.7407317401,-31.7260482151
810202,2,10.8162399607,39.427188,268.929601371,42.3755001616,20.733844,20.68446,0.857563,1.483716,59.8118663746,-39.0126389747,1305,89.9551759765,-30.452764107,90.8720575496,-31.1891867611
810203,2,10.718722544,39.432081,266.570390354,42.2827382946,20.710159,20.660807,0.857563,1.486354,56.7884826813,-39.1443619718,1431,90.9908544869,-27.4389488088,92.0369596814,-27.8123454039
810204,2,10.6215489019,39.436953,266.74502789,44.5871745466,20.742353,20.693033,0.857563,1.42452,56.3465603339,-39.2766006309,1447,94.0409380135,-26.9236878637,94.3467561308,-28.1906121402
810205,2,10.5242033725,39.441824,266.71786969,46.8528788517,20.772444,20.723156,0.857563,1.370618,55.9878887541,-39.4082090364,1464,97.0530344383,-26.341505448,96.9473508878,-27.3464734207
810206,2,10.4266859558,39.446695,264.087019382,44.2934190851,20.715091,20.665835,0.857563,1.431987,53.3741698843,-39.5396455546,1568,95.1401002477,-23.8813965631,95.8894562496,-24.9473272451
810208,2,10.2220254314,39.456895,269.621333317,46.5557429391,20.794291,20.745102,0.857563,1.377332,58.9589614008,-39.8022321121,1333,96.2172036068,-29.4075744971,97.0374257999,-30.515388394
810209,2,10.1239923526,39.461769,272.940363233,48.8873946864,20.845077,20.79592,0.857563,1.327287,61.6055107523,-39.9458153356,1234,98.5356773248,-31.8503800566,98.7825520485,-30.520315831
810211,2,9.92746782889,39.47152,269.753342793,48.5763358994,20.821778,20.772685,0.857563,1.333626,58.6484755716,-40.2080008227,1365,99.2852207124,-28.7786387254,98.0579016455,-29.1185172895
810242,2,6.73414485351,39.626169,269.036343408,44.3053366072,20.792685,20.744607,0.857563,1.431682,58.5918100457,-44.2401913059,1365,99.2852207124,-28.7786387254,100.21497619,-28.0567691993
831896,2,31.1853479438,44.726816,247.990916044,41.0982626447,20.454466,20.439861,0.757518,1.521261,59.7058118867,-29.0758892295,1365,99.2852207124,-28.7786387254,98.3369655654,-29.2005075499
908984,2,23.7321983532,36.128482,130.474350178,44.021092245,20.723079,20.652047,0.394035,1.439013,58.8499848282,-25.6303502327,1413,87.901867126,-27.8835640578,89.627676761,-28.1401918543
908989,2,24.0809004673,36.103922,128.719552339,43.6486696782,20.739198,20.668005,0.394035,1.448788,61.8913593963,-24.9353524272,1305,89.9551759765,-30.452764107,89.8627234742,-30.3765034245
909025,2,27.1721223636,35.860112,135.428945415,50.3766265875,17.258475,17.185682,0.394035,1.298279,61.8894113398,-18.0398626586,1305,89.9551759765,-30.452764107,90.0367282556,-31.9036651316
909028,2,27.3366758424,35.845322,141.767634799,50.0948459439,17.256693,17.183803,0.394035,1.303602,56.4349104259,-17.6212596935,1542,89.0888637902,-24.8893439163,89.64974353,-26.3573190832
923305,2,-13.2223762214,11.943341,170.799291686,44.298633001,21.288861,21.008861,0.80129,1.431854,64.3974194964,-35.857073918,1234,98.5356773248,-31.8503800566,99.7804385685,-31.3388433372
923307,2,-12.9619669035,11.9372,169.079730752,47.3197248632,21.329183,21.049183,0.80129,1.360274,66.6977304523,-35.5997012764,1220,95.3622932807,-32.459147714,96.6545771787,-33.0754784142
923308,2,-12.8315044135,11.934122,172.515644057,46.0683850386,21.312895,21.032895,0.80129,1.388569,64.0246531549,-35.4706138852,1333,96.2172036068,-29.4075744971,96.9907288424,-29.6116620637
923309,2,-12.7015002898,11.931055,175.694585792,44.6524917353,21.293761,21.013761,0.80129,1.422874,61.3489402516,-35.3410108319,1464,97.0530344383,-26.341505448,96.0170415447,-27.6689340678
923346,2,-7.56310019151,11.809354,164.288485781,52.9225645502,21.368931,21.088931,0.80129,1.253417,66.7963364888,-30.1277824456,1220,95.3622932807,-32.459147714,94.9784311149,-31.3483544366
923347,2,-7.43303877201,11.80626,168.452800332,51.7767635515,21.354409,21.074409,0.80129,1.272906,64.1297909103,-29.9943978709,1333,96.2172036068,-29.4075744971,95.190330934,-28.0502947762
923348,2,-7.30360760609,11.803181,172.302847532,50.4305992118,21.336899,21.056899,0.80129,1.297268,61.4607816132,-29.8596954932,1464,97.0530344383,-26.341505448,96.4709757304,-27.6795910828
923396,2,-0.892840132152,11.649522,169.545660031,58.3609080542,21.380148,21.158395,0.80129,1.174581,61.1959605203,-23.0663068037,1568,95.1401002477,-23.8813965631,95.6395038212,-24.4781321067
925218,2,-16.0198426561,1.979177,96.3731627186,62.3587783655,21.482452,21.202452,0.781016,1.128836,79.2740394638,-24.5508977467,1212,92.1411245564,-32.9919984634,91.0120772126,-32.8522540572
925220,2,-15.7441926608,1.976597,102.383432694,61.4922369962,21.475623,21.195623,0.781016,1.137979,77.5745893477,-24.2799460054,1323,93.1078762442,-29.9663229389,93.7298289224,-30.1527634055
925222,2,-15.4639017075,1.973974,107.931726799,60.3537125615,21.466295,21.186295,0.781016,1.150624,75.8798374855,-24.0026917283,1447,94.0409380135,-26.9236878637,92.5949369052,-26.4565553733
925223,2,-15.3277096396,1.9727,106.822194028,63.25620216,21.489282,21.209282,0.781016,1.119788,78.6299203106,-23.8620305896,1431,90.9908544869,-27.4389488088,91.5676197182,-27.7461114828
925224,2,-15.1914602759,1.971427,105.754659065,66.1625305758,21.509725,21.229725,0.781016,1.093262,81.3898580097,-23.7262968879,1413,87.901867126,-27.8835640578,87.8558438072,-27.5471805363
925226,2,-14.9139768157,1.968834,112.408246052,61.8581851399,21.478535,21.198535,0.781016,1.134068,76.8312912001,-23.4546003015,1564,92.1208418505,-24.4157942986,91.4743709574,-25.7704384136
931475,2,-32.896486399,25.957818,113.342339145,48.0923011541,21.338951,21.058951,0.517413,1.34369,121.033266221,-37.1151746445,1568,95.1401002477,-23.8813965631,95.5033427214,-24.0748844105
931476,2,-32.928457444,25.961526,109.861735132,50.0989139442,21.363315,21.083315,0.517413,1.303525,119.093574901,-36.9935357046,1447,94.0409380135,-26.9236878637,94.5062519423,-25.4476339918
931477,2,-32.96014201,25.965246,108.743378811,52.9905173447,21.395925,21.115925,0.517413,1.252296,120.104215156,-36.8716102858,1431,90.9908544869,-27.4389488088,92.7090777497,-27.4131084123
931478,2,-32.9914828014,25.968966,107.64186745,55.8911734783,21.425769,21.145769,0.517413,1.207771,121.054637547,-36.7491119092,1413,87.901867126,-27.8835640578,89.2696023761,-27.5333722535
931479,2,-33.0226517055,25.972711,111.892927811,54.1955621794,21.408667,21.128667,0.517413,1.233021,123.17211767,-36.6264416453,1542,89.0888637902,-24.8893439163,89.9033394935,-25.0961243845
931525,2,-34.0791858797,26.155091,107.69440768,55.5021351354,21.42193,21.14193,0.517413,1.213378,121.219076434,-30.4539100226,1568,95.1401002477,-23.8813965631,94.2433669303,-23.150417008
931526,2,-34.0912752892,26.158858,103.252609669,57.4799281484,21.440933,21.160933,0.517413,1.185957,119.261566127,-30.3252809976,1447,94.0409380135,-26.9236878637,93.7329992831,-27.2138336911
931527,2,-34.1029063324,26.162588,102.132190701,60.3778340847,21.466497,21.186497,0.517413,1.150348,120.253642549,-30.1948185076,1431,90.9908544869,-27.4389488088,91.3284952032,-26.20898031
931528,2,-34.1141363052,26.166318,101.042367678,63.2833030638,21.489484,21.209484,0.517413,1.119522,121.184698966,-30.0656165248,1413,87.901867126,-27.8835640578,87.3713025279,-28.5051659698
943307,2,1.95647898303,55.159147,151.806600214,45.6810082733,20.554539,20.588297,0.736192,1.397705,58.5424783795,-48.0537983903,1413,87.901867126,-27.8835640578,87.5125487416,-26.528862647
943308,2,2.06683065438,55.154196,154.862757094,43.9077611932,20.495493,20.529238,0.736192,1.441967,55.3673181662,-47.9890541594,1542,89.0888637902,-24.8893439163,89.9077608428,-26.1964898301
943342,2,5.8132297894,54.983161,157.341257924,48.6817601337,20.527347,20.560635,0.736192,1.331467,55.4276506221,-45.488265271,1542,89.0888637902,-24.8893439163,89.2511904717,-24.9505931046
943345,2,6.1404459862,54.967927,154.844537036,48.2177789113,20.537538,20.570785,0.736192,1.341057,57.3604091524,-45.2417215318,1431,90.9908544869,-27.4389488088,92.1507116779,-28.3166628552
943346,2,6.24672965719,54.962967,158.150847288,46.4846388768,20.47787,20.511105,0.736192,1.378954,54.1763680933,-45.1601323418,1564,92.1208418505,-24.4157942986,92.7079763554,-24.4771580784
943348,2,6.45935429497,54.953029,158.959462625,43.9857980449,20.424921,20.458129,0.736192,1.439932,52.9971636551,-44.9968393701,1568,95.1401002477,-23.8813965631,95.2809608792,-24.7030180413
943349,2,6.56512230395,54.948078,155.901243097,46.020199288,20.489147,20.522342,0.736192,1.389696,56.1845278694,-44.9143907434,1447,94.0409380135,-26.9236878637,94.7126582866,-28.13767084
943350,2,6.67123408761,54.943103,152.536663037,47.7374683916,20.54426,20.577441,0.736192,1.351226,59.3353946722,-44.8319421167,1323,93.1078762442,-29.9663229389,92.3412818701,-29.667468153
943351,2,6.77757505438,54.938114,153.961093411,45.1175615776,20.494745,20.527913,0.736192,1.411327,58.2263775639,-44.7487486449,1333,96.2172036068,-29.4075744971,96.6724660573,-29.9281639498
943352,2,6.88317117602,54.933152,157.041715589,43.689521569,20.438259,20.471414,0.736192,1.447707,55.0787193248,-44.6649249194,1464,97.0530344383,-26.341505448,97.5652767898,-25.174218532
943353,2,6.99214774866,54.928027,157.447713482,50.220839363,20.53165,20.564792,0.736192,1.301213,55.446386342,-44.5812157856,1542,89.0888637902,-24.8893439163,89.3497865611,-25.7568020181
943354,2,7.0980303492,54.923041,153.70114246,52.2221809414,20.58817,20.621298,0.736192,1.265198,58.6252134851,-44.4943553838,1413,87.901867126,-27.8835640578,88.3378570451,-26.8234202495
943376,2,10.2903220005,54.769722,162.9781886,53.5201595305,20.546637,20.579357,0.736192,1.243682,57.4162725374,-41.8699222032,1431,90.9908544869,-27.4389488088,91.8137811046,-28.7140090861
943377,2,10.3920220092,54.764733,164.097748131,51.117117242,20.503848,20.536554,0.736192,1.28464,56.2268121547,-41.6304258449,1447,94.0409380135,-26.9236878637,92.9926482579,-26.9101087639
943378,2,10.4934355389,54.759751,167.710361621,49.395264476,20.443709,20.476401,0.736192,1.317149,53.040593856,-41.5348564846,1568,95.1401002477,-23.8813965631,95.6932664643,-23.7544291157
943379,2,10.5949063644,54.754762,166.949989331,52.3145990338,20.492608,20.525287,0.736192,1.26362,54.2341795348,-41.4391152371,1564,92.1208418505,-24.4157942986,92.8684929262,-25.6123020622
943381,2,10.7984782691,54.744728,166.230755411,55.3599270107,20.538696,20.571349,0.736192,1.215455,55.5059739527,-41.2468878968,1542,89.0888637902,-24.8893439163,89.4360028724,-24.2614394686
943382,2,10.9004074608,54.739693,161.786321794,57.3308445301,20.592481,20.62512,0.736192,1.187932,58.6848583916,-41.1485110434,1413,87.901867126,-27.8835640578,88.7486313711,-28.2795351901
943384,2,11.1049533937,54.729565,159.909254762,53.6006601007,20.557571,20.590183,0.736192,1.242393,59.3846117468,-40.9531324352,1323,93.1078762442,-29.9663229389,91.6882447854,-29.1310650652
943385,2,11.2055074867,54.724576,161.422493594,50.9841337377,20.513601,20.5462,0.736192,1.287052,58.2649376235,-40.8525210464,1333,96.2172036068,-29.4075744971,96.1391999566,-28.2542677513
943386,2,11.3062907629,54.719571,165.169752166,49.6277707493,20.460077,20.492662,0.736192,1.312595,55.116362652,-40.7545452634,1464,97.0530344383,-26.341505448,98.6114352517,-26.4883545309
943396,2,12.2981952978,54.669876,158.944909497,51.012896219,20.521916,20.554369,0.736192,1.286529,60.3533687868,-39.7626407285,1234,98.5356773248,-31.8503800566,97.8818640195,-31.1439230952
943415,2,14.1422599614,54.575348,163.455978105,52.3529299103,20.482331,20.514532,0.736192,1.262968,57.2320666063,-37.8054741961,1365,99.2852207124,-28.7786387254,99.3090807102,-27.3586201259
943445,2,17.2166368985,54.410243,170.026027846,58.0583290426,20.546252,20.578012,0.736192,1.178432,60.3810999441,-34.2072992427,1234,98.5356773248,-31.8503800566,98.2005752407,-32.5610196099
943463,2,18.8080844703,54.320139,175.814391267,59.446147414,20.510612,20.542132,0.736192,1.161238,57.2559016505,-32.1109039661,1365,99.2852207124,-28.7786387254,97.9014715775,-29.4814287569
944325,2,18.0325287988,43.080564,126.074148903,72.9169008395,20.871553,20.846145,0.633135,1.046158,57.3508407572,-25.1631604466,1564,92.1208418505,-24.4157942986,92.2492676917,-23.5696502267
944326,2,18.1295305535,43.075748,125.432550764,70.3199696331,20.839352,20.813911,0.633135,1.062037,55.4638042589,-25.033901168,1568,95.1401002477,-23.8813965631,94.8001047911,-25.0316666326
944360,2,21.6919529405,42.891968,123.440949468,78.0302626822,20.870328,20.843681,0.633135,1.022227,57.4085949029,-20.2283322529,1564,92.1208418505,-24.4157942986,92.9042331897,-23.5034163056
954562,2,-0.633863208753,46.029268,151.340097978,48.0210252044,20.832646,20.826588,0.441576,1.345193,125.78108099,-44.0533497689,1568,95.1401002477,-23.8813965631,94.4435669827,-24.8782858308
954563,2,-0.753955162613,46.033733,147.867343486,50.028039065,20.876699,20.87067,0.441576,1.304875,122.673587093,-44.0059661592,1447,94.0409380135,-26.9236878637,92.4845365006,-26.8057158536
954564,2,-0.874390891149,46.038213,148.986845721,47.419304928,20.838777,20.832778,0.441576,1.3581,124.545211026,-43.9580668876,1464,97.0530344383,-26.341505448,96.5508937208,-25.1909488996
954598,2,-5.56204509201,46.215364,145.044666908,53.8296713314,21.090741,21.085904,0.441576,1.238752,125.731921212,-41.6940241601,1568,95.1401002477,-23.8813965631,94.1797039403,-24.1461603602
