id,ra,dec,mag_norm,redshift
13740514001948,52.7479453,-27.2622781,23.7712804,0.74
14512602247196,53.1660449,-27.1960594,22.2471208,2.06
14512602248220,53.1662046,-27.1960111,21.3117353,2.06
15328051519516,52.886482,-27.6640301,22.1670562,1.97
15328051520540,52.8860948,-27.6637116,21.2691576,1.97
15513426296860,52.9117494,-27.2657043,21.6786626,1.18
15513426297884,52.9117824,-27.2651758,21.2843555,1.18
15629179510812,52.7869007,-27.6348357,20.9180309,1.07
15629179511836,52.7863003,-27.6346848,20.3162423,1.07
15649466429468,53.259352,-27.3407739,23.4514606,1.44
15649466430492,53.2592648,-27.3405877,23.7893084,1.44
16800471343132,52.7809124,-27.434614,21.951673,0.66
16800471344156,52.7812115,-27.4344931,21.4602201,0.66
18375711395868,53.1097536,-27.5598666,21.1851873,1.34
18375711396892,53.1096978,-27.5594832,21.2346672,1.34
18375732842524,52.7998906,-27.5616335,22.1199408,1.57
18375732843548,52.7999435,-27.5614912,23.0668726,1.57
19624450109468,52.8232074,-27.280826,23.5500887,1.44
19624450110492,52.8231203,-27.2806398,23.9194582,1.44
19946035519516,53.241851,-27.2262831,22.1062494,1.97
19946035520540,53.2414654,-27.2259645,21.2122904,1.97
20034993156124,53.1668933,-27.7040063,23.2879532,2.41
20034993157148,53.1670271,-27.7038562,23.4314724,2.41
21586831884316,52.7481885,-27.2627302,23.2643021,0.62
21586831885340,52.7482223,-27.2624979,24.2264499,0.62
21686651007004,53.1730346,-27.6695592,22.8007528,0.62
21686651008028,53.1737247,-27.6692724,22.5223331,0.62
21686651009052,53.173754,-27.6689585,22.2799653,0.62
21686651010076,53.1731124,-27.6688614,23.4215859,0.62
21758535790620,52.9198274,-27.427486,20.8311205,1.54
21758535791644,52.9203531,-27.4266538,19.3511563,1.54
22156258639900,53.146024,-27.2193194,23.0383717,1.57
22156258640924,53.1458565,-27.2190402,23.601849,1.57
22832322617372,52.9596655,-27.6572665,18.7192182,1.33
22832322618396,52.9600329,-27.6573714,20.5453338,1.33
23078698098716,53.0246921,-27.672101,21.0438997,1.59
23078698099740,53.0248349,-27.6718734,21.2086486,1.59
23265218875420,52.7496279,-27.305879,20.4170784,1.52
23265218876444,52.7490541,-27.3056801,21.5092096,1.52
23333130735644,52.7329402,-27.5508777,21.4285245,3.73
23333130736668,52.7327003,-27.5505902,21.0779234,3.73
23753135505436,52.9775619,-27.6283644,18.9146311,1.87
23753135506460,52.9770997,-27.6284047,20.670976,1.87
24537958580252,52.7100953,-27.4027611,20.0279577,0.8
24537958581276,52.710319,-27.402484,22.5257125,0.8
25132237119516,53.2581366,-27.2386844,22.4124764,1.97
25132237120540,53.2577509,-27.2383659,21.4988982,1.97
25553121636380,53.0851633,-27.1483472,21.3713715,0.82
25553121637404,53.0853146,-27.1483993,23.0328484,0.82
25751247556636,53.3081579,-27.3222404,23.9665465,2.06
25751247557660,53.3083649,-27.322308,23.5308041,2.06
25753336651804,53.0164273,-27.284161,23.4313723,2.71
25753336652828,53.0161465,-27.2836613,24.2769567,2.71
25753336653852,53.0167746,-27.2838477,22.955367,2.71
25753336654876,53.0167102,-27.283569,23.001246,2.71
26111785263132,53.1729522,-27.5814128,21.7688999,0.66
26111785264156,53.1732517,-27.5812919,21.4043972,0.66
26652744515612,53.0652398,-27.5866983,22.2815834,1.44
26652744516636,53.0656168,-27.5865005,22.9411618,1.44
26652744517660,53.065079,-27.5864809,22.5033877,1.44
26652744518684,53.0653487,-27.5862072,22.3917046,1.44
27245824720924,53.2402744,-27.6069308,22.8482986,0.74
27245824721948,53.2399224,-27.6067554,23.7260442,0.74
27246421110812,52.9331305,-27.7030866,21.4178005,2.62
27246421111836,52.933249,-27.7029927,22.5638164,2.62
27246421112860,52.9330588,-27.7029669,22.3022688,2.62
27246421113884,52.9331787,-27.7027986,21.6804781,2.62
27307101425692,53.0571533,-27.3512027,20.7649375,2.62
27307101426716,53.0571469,-27.3507966,20.2054862,2.62
28184117391388,52.8287532,-27.3332571,22.4799431,1.51
28184117392412,52.8285154,-27.3330044,22.5278682,1.51
28184117393436,52.8289656,-27.3329647,22.4000475,1.51
28184117394460,52.8287511,-27.33279,22.1004314,1.51
28292977983516,52.7223959,-27.3847629,23.5778292,1.57
28292977984540,52.7223706,-27.3844223,21.5956684,1.57
28355155324956,52.9365227,-27.4054816,22.6495894,1.97
28355155325980,52.9359781,-27.405345,23.1497429,1.97
28765801148444,52.8336419,-27.6264994,23.536437,1.92
28765801149468,52.8338572,-27.6263619,23.9798699,1.92
28765801150492,52.8334843,-27.6263323,23.7736144,1.92
28765801151516,52.8336667,-27.62616,23.7857504,1.92
29077793632284,52.7624276,-27.2722839,22.945818,2.35
29077793633308,52.7626362,-27.2721476,23.2238698,2.35
29077793634332,52.7622705,-27.2720689,23.3831849,2.35
29077793635356,52.7625107,-27.271894,23.1682802,2.35
29488395182108,52.9512774,-27.5137332,23.7269032,3.44
29488395183132,52.9517259,-27.5134028,22.7193572,3.44
29651416145948,52.9884276,-27.3976861,23.4136339,2.26
29651416146972,52.988075,-27.3967604,22.8997318,2.26
29909893857308,52.8652684,-27.2589879,22.9845488,1.63
29909893858332,52.8657215,-27.2588995,22.6069193,1.63
29919785594908,52.8237953,-27.4261899,22.9377141,0.86
29919785595932,52.8231102,-27.4261038,22.7043961,0.86
29919785596956,52.8236729,-27.4257095,20.7549578,0.86
29919785597980,52.8237747,-27.4257467,20.6203872,0.86
30781379153948,53.0433296,-27.3047992,22.9192527,2.69
30781379154972,53.0433961,-27.3046292,22.4467045,2.69
32073279549468,52.9701739,-27.5547127,23.1195291,1.44
32073279550492,52.9700866,-27.5545265,23.4348742,1.44
32540838379548,52.9327971,-27.2868228,24.2650894,1.97
32540838380572,52.932612,-27.2866926,22.704425,1.97
32540838381596,52.933038,-27.2866258,23.1657677,1.97
32540838382620,52.9327317,-27.2865698,23.3777864,1.97
32659395588124,52.7834718,-27.2870147,23.3647655,2.04
32659395589148,52.7829635,-27.2865152,23.6462048,2.04
32904880582684,53.0131047,-27.2385459,22.2107787,1.36
32904880583708,53.0131938,-27.2385011,22.7308504,1.36
32904880584732,53.0131019,-27.2384498,23.0987722,1.36
32904880585756,53.0131887,-27.2384277,22.0049778,1.36
32932589236252,52.9230016,-27.4562084,19.3376202,1.19
32932589237276,52.9231738,-27.4558757,20.9857685,1.19
32932598698012,52.9247425,-27.6832736,20.6058719,1.12
32932598699036,52.9244568,-27.6831672,19.5090735,1.12
33246005190684,53.0984255,-27.5674273,23.1822677,2.0
33246005191708,53.0982217,-27.5673206,23.5868753,2.0
33246005192732,53.0985167,-27.5672423,23.7177797,2.0
33246005193756,53.0982924,-27.5671152,23.3305814,2.0
35088722219036,53.0800835,-27.3145254,22.6198603,1.14
35088722220060,53.0804295,-27.3145143,23.2823958,1.14
35658744147996,53.0264401,-27.5121271,22.9152975,1.99
35658744149020,53.0267945,-27.5121116,24.8701567,1.99
35658744150044,53.0264776,-27.5119324,22.9544535,1.99
35658744151068,53.0266583,-27.5118122,22.9917857,1.99
35727575994396,52.9920056,-27.5860263,21.3359625,2.42
35727575995420,52.9922195,-27.5859135,19.9793161,2.42
35737142558748,53.1835605,-27.5285513,22.5224608,2.6
35737142559772,53.1836856,-27.5285509,23.7485167,2.6
35737142560796,53.1836187,-27.5284619,22.8354215,2.6
35737142561820,53.1836977,-27.528458,22.1966241,2.6
35990561460252,52.9681657,-27.3503926,22.3582674,1.71
35990561461276,52.9682631,-27.3505672,23.3639991,1.71
36498360844316,53.3026964,-27.5226898,22.440332,0.62
36498360845340,53.3027304,-27.5224574,23.485797,0.62
39013120065564,52.8797997,-27.649936,22.8853465,2.77
39013120066588,52.8795256,-27.6494052,22.7601422,2.77
39123407831068,53.2219873,-27.3568242,23.8159777,4.13
39123407832092,53.22181,-27.3571098,22.7561982,4.13
40078737387548,52.9528442,-27.4845531,23.1945403,3.26
40078737388572,52.9527022,-27.48434,23.3367502,3.26
40384594456604,53.0931208,-27.6205953,22.6616366,1.75
40384594457628,53.0928177,-27.6202637,23.0322711,1.75
42598165856284,52.8577693,-27.2859116,20.8064223,0.9
42598165857308,52.857709,-27.2856956,21.1408265,0.9
42728920137756,53.0665861,-27.2871863,21.4802832,1.06
42728920138780,53.066355,-27.2871988,23.1138116,1.06
43943209652252,52.927018,-27.5502488,20.8095903,1.18
43943209653276,52.9264622,-27.550001,21.1643419,1.18
43943209654300,52.9271397,-27.5496459,21.672929,1.18
43943209655324,52.9264879,-27.5494247,20.8126041,1.18
44005399924764,53.3229931,-27.5186802,22.9226652,2.98
44005399925788,53.3229697,-27.5185255,23.2160008,2.98
44132056678428,53.067899,-27.4822564,24.023418,2.88
44132056679452,53.067521,-27.4826294,23.6216054,2.88
44593419374620,53.0868362,-27.3977093,23.1086831,1.55
44593419375644,53.0873505,-27.3975333,23.6963893,1.55
44593419376668,53.0868288,-27.39719,24.1491545,1.55
44593419377692,53.0874084,-27.3971097,23.0232399,1.55
45146074071068,53.0012594,-27.3003418,23.9339197,4.13
45146074072092,53.0010822,-27.3006274,22.6176892,4.13
45850553671708,52.7622525,-27.4796495,20.2852122,1.25
45850553672732,52.7621258,-27.4793084,20.837815,1.25
47790284922908,53.0037544,-27.6536023,20.5401462,1.11
47790284923932,53.0036899,-27.6534047,21.2921906,1.11
47807601397788,53.2457181,-27.4598141,20.7575615,1.76
47807601398812,53.2456595,-27.4594055,21.9102759,1.76
49406668812316,52.7896625,-27.4038596,21.8426099,1.89
49406668813340,52.7892379,-27.4035361,21.7049077,1.89
49492941434908,52.8094771,-27.6646207,23.6550884,0.86
49492941435932,52.8087906,-27.6645347,23.2788425,0.86
49492941436956,52.8093545,-27.6641403,21.6829344,0.86
49492941437980,52.8094565,-27.6641775,21.5484065,0.86
50908621512732,53.098465,-27.6241894,23.5670505,1.64
50908621513756,53.0979934,-27.6242783,22.9865738,1.64
51454915465244,53.3363223,-27.5095235,19.8935318,1.69
51454915466268,53.3363804,-27.5092723,22.1399788,1.69
51454966525980,52.8962162,-27.1652685,19.0083843,2.26
51454966527004,52.8960523,-27.1649384,20.5242359,2.26
52009881600028,53.0788298,-27.463704,22.2738109,1.19
52009881601052,53.0792753,-27.4638771,23.6616389,1.19
52009902485532,53.211583,-27.4581731,23.9480996,1.18
52009902486556,53.211789,-27.4581493,22.1301624,1.18
53936774864924,52.9170754,-27.6095815,22.8106966,3.26
53936774865948,52.9174555,-27.6094137,24.2249859,3.26
54727703228444,52.8337736,-27.5324494,23.9080954,1.92
54727703229468,52.8339887,-27.5323118,24.3511325,1.92
54727703230492,52.8336161,-27.5322823,24.2164912,1.92
54727703231516,52.8337984,-27.5321099,24.1421425,1.92
58180097388572,52.7627982,-27.3869175,23.5089767,2.2
58180097389596,52.7623965,-27.3868175,24.2170064,2.2
58180097390620,52.7627814,-27.3866257,23.6318086,2.2
58180097391644,52.7624849,-27.3864863,23.4241904,2.2
58574173376540,53.1366737,-27.5592717,19.6013968,1.03
58574173377564,53.1367587,-27.5591178,20.8999372,1.03
58767105159196,53.241408,-27.4289582,22.3320479,1.04
58767105160220,53.2416876,-27.4289315,22.0751175,1.04
58770473316380,52.8953367,-27.453249,20.7434528,0.82
58770473317404,52.8954884,-27.4533011,22.4863747,0.82
60880743206940,52.8435001,-27.5261773,23.169468,2.47
60880743207964,52.8435067,-27.5260337,23.5527275,2.47
60880743208988,52.843786,-27.5257353,23.7009231,2.47
60880743210012,52.8439622,-27.5261293,26.5167083,2.47
61163551825948,52.7339984,-27.5230062,23.4750911,2.26
61163551826972,52.7336455,-27.5220805,22.6615465,2.26
63041474859036,52.9421748,-27.5903563,22.979378,1.14
63041474860060,52.9425217,-27.5903452,23.5643936,1.14
64003052765212,52.9605545,-27.4866047,23.0809392,1.15
64003052766236,52.9604167,-27.4862843,22.5417255,1.15
65451141750812,52.7733143,-27.4221962,21.7414777,1.07
65451141751836,52.7727151,-27.4220453,20.9531446,1.07
65746883047452,52.8939866,-27.1671884,23.1196995,1.56
65746883048476,52.8945724,-27.1668155,23.3117505,1.56
65842239094812,52.8610864,-27.613808,23.3416364,2.03
65842239095836,52.8612464,-27.6136342,22.9294562,2.03
70827715072028,53.1669005,-27.6841849,21.1072363,2.2
70827715073052,53.1666746,-27.6843275,23.5709982,2.2
74022032519196,53.2171025,-27.2612649,22.7349585,1.04
74022032520220,53.2173817,-27.2612382,22.5066459,1.04
76910859014172,53.0006584,-27.5937507,21.895493,1.35
76910859015196,53.0008009,-27.5933597,21.1815865,1.35
80809095868444,52.7681255,-27.4306194,22.608014,1.92
80809095869468,52.7683404,-27.4304818,23.1297667,1.92
80809095870492,52.7679682,-27.4304523,22.9123606,1.92
80809095871516,52.7681503,-27.4302799,22.7872765,1.92
81032049954844,52.8485989,-27.3925183,21.6413361,1.1
81032049955868,52.8484442,-27.3924295,19.5180723,1.1
84516424925212,53.1804083,-27.6727344,22.9214214,1.15
84516424926236,53.1802703,-27.672414,22.2706974,1.15
86215045607452,52.8240906,-27.3028823,23.8611888,1.56
86215045608476,52.8246772,-27.3025095,24.1539018,1.56
86513675137052,52.7470143,-27.3665156,21.1348225,2.71
86513675138076,52.7476833,-27.3664568,23.6615467,2.71
86846495658012,53.2809271,-27.4739137,20.748053,1.12
86846495659036,53.2806419,-27.4738073,19.6993943,1.12
87042027900956,53.0994235,-27.6185554,21.779369,1.27
87042027901980,53.0996139,-27.6181615,21.3164753,1.27
93994936901660,53.0623597,-27.6663735,21.6963708,2.08
93994936902684,53.0623832,-27.6657308,22.0779074,2.08
98547385360412,53.1896357,-27.6305662,23.3623958,2.3
98547385361436,53.1897112,-27.6301145,23.7847858,2.3
100207012376604,52.7856204,-27.525661,22.4304445,1.75
100207012377628,52.7853175,-27.5253294,22.9153872,1.75
100653661409308,53.1656111,-27.3479789,22.8158526,1.33
100653661410332,53.1653824,-27.347773,21.465563,1.33
103533753765916,52.7476525,-27.5978353,23.3286846,1.14
103533753766940,52.7474029,-27.5977194,21.3009686,1.14
103576012800028,52.9826823,-27.4376758,22.71088,1.19
103576012801052,52.9831277,-27.4378489,24.0947829,1.19
105381511102492,53.2362903,-27.2906724,19.1027513,1.33
105381511103516,53.2363485,-27.2908025,21.2998932,1.33
113571882065948,53.2953054,-27.5927658,23.4655162,2.26
113571882066972,53.2949522,-27.5918401,22.9267027,2.26
117943224807452,52.9928911,-27.1648777,23.5367826,1.56
117943224808476,52.993477,-27.1645049,23.6892897,1.56
118077942751260,53.3431022,-27.4022404,23.5056896,1.56
118077942752284,53.3428728,-27.4019415,23.1685346,1.56
118166131359772,52.8012853,-27.622464,23.5580151,5.41
118166131360796,52.8012445,-27.6219883,23.5428583,5.41
119585036349468,53.2166606,-27.5589521,23.2212117,1.44
119585036350492,53.2165733,-27.5587658,23.370313,1.44
120004701134876,53.0797149,-27.1835479,23.1207581,1.37
120004701135900,53.0795815,-27.1832886,22.2991905,1.37
121187370528796,53.3191572,-27.4753009,23.2567878,4.52
121187370529820,53.3186384,-27.4750353,23.2379841,4.52
121187370530844,53.3194981,-27.4749406,22.9133183,4.52
121187370531868,53.3191008,-27.4745996,23.5435645,4.52
124536136908828,53.0143386,-27.3829425,23.9708507,1.58
124536136909852,53.0148126,-27.382689,23.4773152,1.58
124710073589788,53.1947748,-27.3573245,23.0654273,3.35
124710073590812,53.1946476,-27.3571417,23.4332691,3.35
124710073591836,53.1942204,-27.356989,23.3550214,3.35
124710073592860,53.1942905,-27.3574466,26.4028919,3.35
125977406083100,53.060915,-27.5895745,22.3929619,1.38
125977406084124,53.0604673,-27.5892446,22.6042255,1.38
126159751606300,53.1948386,-27.6142388,22.0410974,1.46
126159751607324,53.1949987,-27.6142152,23.0100524,1.46
131172321755164,53.2628687,-27.2785148,23.4164858,1.31
131172321756188,53.2635521,-27.2783732,21.2542675,1.31
131890463604764,52.9422663,-27.1814224,21.3638583,1.49
131890463605788,52.9417914,-27.1810939,21.4644244,1.49
131890463606812,52.9426006,-27.1808627,22.2578041,1.49
131890463607836,52.9419031,-27.1805873,21.4441949,1.49
132935998562332,53.0331305,-27.1523244,23.0017561,1.57
132935998563356,53.0332088,-27.1517841,23.6387164,1.57
133211127869468,53.1203535,-27.6698376,22.9408181,1.44
133211127870492,53.1202661,-27.6696514,23.4357903,1.44
138902847549468,52.785312,-27.4268428,23.4750455,1.44
138902847550492,52.7852248,-27.4266566,23.9252331,1.44
141768028647452,53.1715865,-27.1834011,23.3478529,1.56
141768028648476,53.1721725,-27.1830282,23.8618432,1.56
144466309607452,52.7964087,-27.2664999,22.9176527,1.56
144466309608476,52.7969951,-27.2661271,23.0970761,1.56
145443666014236,53.2277028,-27.4630443,21.1457096,1.23
145443666015260,53.2282081,-27.4629819,19.7664559,1.23
149641298862108,52.876544,-27.2716523,23.2239152,3.44
149641298863132,52.8769916,-27.2713219,22.3217838,3.44
150889544654876,52.968927,-27.6410392,23.3410127,1.37
150889544655900,52.968793,-27.64078,22.4639501,1.37
153965959839772,52.9363842,-27.6453453,23.4583466,5.41
153965959840796,52.9363434,-27.6448697,23.4986435,5.41
154985217032220,53.0681517,-27.2232562,21.3268145,0.89
154985217033244,53.0682381,-27.223092,20.592812,0.89
159991399436316,53.0384766,-27.5210669,20.9757256,2.28
159991399437340,53.0384548,-27.5206249,22.4781296,2.28
160945040359452,53.0722194,-27.3762428,20.9591242,1.74
160945040360476,53.071875,-27.3762118,21.8968986,1.74
161040025980956,52.8424177,-27.4623276,21.837648,1.27
161040025981980,52.8426078,-27.4619337,21.4039811,1.27
161051556495388,53.2047579,-27.4108743,22.8751629,1.81
161051556496412,53.2048753,-27.4105074,22.7634722,1.81
165109474336796,52.9603748,-27.6714895,21.2240301,1.86
165109474337820,52.9599086,-27.6714316,20.0576571,1.86
166744771297308,52.9540696,-27.5469431,23.0594558,1.63
166744771298332,52.954524,-27.5468548,22.7955075,1.63
167196550471708,52.9669148,-27.1664732,20.6418189,1.25
167196550472732,52.9667883,-27.1661322,21.1896558,1.25
169407695691804,53.2989758,-27.325106,23.6448166,2.71
169407695692828,53.2986949,-27.3246064,24.3086414,2.71
169407695693852,53.2993232,-27.3247927,23.0389609,2.71
169407695694876,53.2992588,-27.3245141,23.2290826,2.71
171688625274908,53.11491,-27.487537,22.7637583,4.68
171688625275932,53.1147276,-27.4875227,23.465264,4.68
174349292019740,52.8487433,-27.2930926,22.5487255,1.42
174349292020764,52.8490044,-27.293008,22.1683343,1.42
176018904162332,53.0994522,-27.2696588,22.186302,1.57
176018904163356,53.0995305,-27.2691185,23.2379008,1.57
176504803450908,52.9877595,-27.1900781,20.7197483,2.34
176504803451932,52.9879813,-27.1899508,20.757051,2.34
177389578547228,53.0463372,-27.6003323,22.0395806,2.4
177389578548252,53.0467578,-27.6006133,22.1376314,2.4
177712499732508,52.99719,-27.6128036,23.1421595,2.37
177712499733532,52.9970121,-27.6131979,21.1361814,2.37
177712499734556,52.997581,-27.6131068,22.5010496,2.37
177712499735580,52.9970871,-27.6132537,21.1708077,2.37
177821594337308,53.137015,-27.6597027,22.9700315,1.63
177821594338332,53.1374698,-27.6596143,22.6618595,1.63
178117408071708,53.0515673,-27.509192,20.5243039,1.25
178117408072732,53.0514405,-27.5088509,21.1334229,1.25
178118290722844,53.0827326,-27.4320949,19.6222763,2.73
178118290723868,53.0829078,-27.4320384,20.3724437,2.73
178187275890716,52.9781627,-27.275874,22.5688352,3.3
178187275891740,52.9780078,-27.2757589,20.8265506,3.3
178197309653020,52.7656024,-27.2393004,23.4208083,2.01
178197309654044,52.7660672,-27.2382915,23.2053849,2.01
178226780418076,53.0995048,-27.6783423,22.1374489,4.13
178226780419100,53.0986579,-27.6780705,20.7426386,4.13
178233396305948,53.291974,-27.5620035,23.3266315,2.26
178233396306972,53.2916209,-27.5610778,22.5420148,2.26
178233426133020,52.7224597,-27.2955889,23.297714,2.01
178233426134044,52.7229247,-27.29458,23.004092,2.01
178291763413020,52.9352741,-27.4290483,23.6697695,2.01
178291763414044,52.9357397,-27.4280394,23.3693086,2.01
178320868311068,52.7286223,-27.3343791,23.8916564,4.13
178320868312092,52.7284451,-27.3346646,22.7253237,4.13
178345718829084,53.0116312,-27.5605281,22.039776,1.76
178345718830108,53.011377,-27.5608798,20.4344217,1.76
178353685905436,53.0156548,-27.3641076,18.9655248,1.87
178353685906460,53.0151937,-27.364148,20.8807764,1.87
178373039185948,53.3131079,-27.3921035,23.6372291,2.26
178373039186972,53.3127553,-27.3911778,22.5890954,2.26
178409524486172,53.0438891,-27.620982,21.3445224,2.47
178409524487196,53.043587,-27.6206319,21.7100646,2.47
178446623199260,52.759427,-27.3684583,22.9481742,2.39
178446623200284,52.7584577,-27.3687497,21.5215236,2.39
178446665371676,53.1695987,-27.3927327,24.8328415,2.45
178446665372700,53.1700037,-27.3926185,23.4206249,2.45
178446665373724,53.1694967,-27.3924454,22.8251285,2.45
178446665374748,53.169679,-27.3923945,23.2350194,2.45
