id,ra,dec,mag_norm,redshift
33246005191708,53.0982223,-27.567325,23.5344779,2.0
33246005192732,53.0985173,-27.5672468,23.6794178,2.0
33246005193756,53.098293,-27.5671197,23.1548406,2.0
35088722219036,53.0800872,-27.3145229,22.6624976,1.14
35088722220060,53.0804332,-27.3145118,23.3079923,1.14
35658744147996,53.0264395,-27.5121292,22.8675149,1.99
35658744149020,53.0267939,-27.5121138,24.895741,1.99
35658744150044,53.026477,-27.5119345,22.8827963,1.99
35658744151068,53.0266578,-27.5118144,22.943978,1.99
35727575994396,52.992003,-27.58603,21.3190428,2.42
35727575995420,52.992217,-27.5859172,19.9915054,2.42
35737142558748,53.1835639,-27.5285556,22.6550339,2.6
35737142559772,53.183689,-27.5285553,23.8340353,2.6
35737142560796,53.183622,-27.5284663,22.9536846,2.6
35737142561820,53.1837011,-27.5284624,22.3143803,2.6
35990561460252,52.9681659,-27.3503898,22.455725,1.71
35990561461276,52.9682633,-27.3505644,23.3224878,1.71
36498360844316,53.3027031,-27.5226953,22.7025828,0.62
36498360845340,53.302737,-27.522463,23.4335653,0.62
39013120065564,52.8797932,-27.6499401,22.8717797,2.77
39013120066588,52.8795191,-27.6494094,22.761777,2.77
39123407831068,53.2219942,-27.3568245,24.0092367,4.13
39123407832092,53.2218169,-27.35711,22.9284038,4.13
40078737387548,52.952842,-27.4845537,23.2104518,3.26
40078737388572,52.9527001,-27.4843406,23.3256109,3.26
40384594456604,53.0931204,-27.6206011,22.5966146,1.75
40384594457628,53.0928173,-27.6202695,23.0517665,1.75
42598165856284,52.8577674,-27.2859058,20.7512591,0.9
42598165857308,52.8577072,-27.2856898,21.0730652,0.9
42728920137756,53.0665899,-27.2871829,21.4960802,1.06
42728920138780,53.0663588,-27.2871954,23.1638914,1.06
43943209652252,52.9270142,-27.5502509,20.8196489,1.18
43943209653276,52.9264584,-27.550003,21.1243968,1.18
43943209654300,52.9271359,-27.5496479,21.5513182,1.18
43943209655324,52.9264841,-27.5494268,20.8488783,1.18
44005399924764,53.3230003,-27.5186858,22.9056403,2.98
44005399925788,53.3229769,-27.5185312,23.2804797,2.98
44132056678428,53.0678999,-27.4822583,24.1102853,2.88
44132056679452,53.067522,-27.4826312,23.6037938,2.88
44593419374620,53.0868389,-27.3977091,23.252943,1.55
44593419375644,53.0873531,-27.397533,23.6659689,1.55
44593419376668,53.0868314,-27.3971897,24.3167331,1.55
44593419377692,53.0874111,-27.3971094,23.24193,1.55
45146074071068,53.0012612,-27.300338,23.7545361,4.13
45146074072092,53.001084,-27.3006236,22.6403811,4.13
45850553671708,52.7622453,-27.4796478,20.2792972,1.25
45850553672732,52.7621185,-27.4793067,20.8360655,1.25
47790284922908,53.0037512,-27.653608,20.4178197,1.11
47790284923932,53.0036867,-27.6534104,21.176418,1.11
47807601397788,53.2457241,-27.4598173,20.7147151,1.76
47807601398812,53.2456655,-27.4594088,22.0107996,1.76
49406668812316,52.7896571,-27.4038561,21.8593606,1.89
49406668813340,52.7892325,-27.4035327,21.7627707,1.89
49492941434908,52.8094685,-27.6646245,23.8047898,0.86
49492941435932,52.808782,-27.6645384,23.1292133,0.86
49492941436956,52.8093459,-27.6641441,21.6064507,0.86
49492941437980,52.8094479,-27.6641813,21.4718972,0.86
50908621512732,53.0984647,-27.6241953,23.628614,1.64
50908621513756,53.0979931,-27.6242842,23.1353042,1.64
51454915465244,53.3363301,-27.5095291,19.9395972,1.69
51454915466268,53.3363881,-27.5092778,22.1206662,1.69
51454966525980,52.8962171,-27.1652598,18.9543512,2.26
51454966527004,52.8960532,-27.1649297,20.4530958,2.26
52009881600028,53.0788314,-27.4637054,22.4219622,1.19
52009881601052,53.0792769,-27.4638785,23.7431866,1.19
52009902485532,53.2115881,-27.4581759,23.8125522,1.18
52009902486556,53.2117941,-27.4581521,22.070956,1.18
53936774864924,52.9170705,-27.6095851,22.6974107,3.26
53936774865948,52.9174506,-27.6094172,24.2201088,3.26
54727703228444,52.8337676,-27.5324499,23.8649305,1.92
54727703229468,52.8339827,-27.5323123,24.336874,1.92
54727703230492,52.8336101,-27.5322828,24.1409665,1.92
54727703231516,52.8337923,-27.5321104,24.132463,1.92
58180097388572,52.7627923,-27.3869133,23.3863022,2.2
58180097389596,52.7623906,-27.3868133,24.3804846,2.2
58180097390620,52.7627755,-27.3866215,23.4725246,2.2
58180097391644,52.7624791,-27.3864821,23.3000734,2.2
58574173376540,53.1366754,-27.5592763,19.6509806,1.03
58574173377564,53.1367604,-27.5591225,20.9521505,1.03
58767105159196,53.2414144,-27.4289606,22.1485815,1.04
58767105160220,53.241694,-27.4289338,22.1098519,1.04
58770473316380,52.8953334,-27.4532481,20.708296,0.82
58770473317404,52.8954852,-27.4533002,22.4711964,0.82
60880743206940,52.8434944,-27.5261778,23.2876739,2.47
60880743207964,52.843501,-27.5260341,23.6707934,2.47
60880743208988,52.8437803,-27.5257358,23.8603084,2.47
60880743210012,52.8439565,-27.5261298,26.5867276,2.47
61163551825948,52.7339898,-27.5230053,23.3536492,2.26
61163551826972,52.7336369,-27.5220796,22.6831463,2.26
63041474859036,52.9421708,-27.5903596,22.7168379,1.14
63041474860060,52.9425177,-27.5903485,23.38279,1.14
64003052765212,52.9605525,-27.4866054,23.1233399,1.15
64003052766236,52.9604147,-27.486285,22.5681294,1.15
65451141750812,52.7733082,-27.4221931,21.5805947,1.07
65451141751836,52.772709,-27.4220421,20.8606989,1.07
65746883047452,52.8939874,-27.1671798,23.1366441,1.56
65746883048476,52.8945733,-27.1668069,23.3517061,1.56
65842239094812,52.8610799,-27.613811,23.2977617,2.03
65842239095836,52.86124,-27.6136372,22.9404876,2.03
70827715072028,53.1669013,-27.6841932,21.1178575,2.2
70827715073052,53.1666753,-27.6843358,23.5814891,2.2
74022032519196,53.2171106,-27.2612625,22.7651081,1.04
74022032520220,53.2173898,-27.2612358,22.417297,1.04
76910859014172,53.0006559,-27.5937547,21.9662041,1.35
76910859015196,53.0007985,-27.5933637,21.0830085,1.35
80809095868444,52.7681192,-27.4306164,22.5045863,1.92
80809095869468,52.7683341,-27.4304788,23.0896381,1.92
80809095870492,52.7679618,-27.4304493,22.8876766,1.92
80809095871516,52.7681439,-27.4302769,22.6890454,1.92
81032049954844,52.8485953,-27.3925153,21.6320462,1.1
81032049955868,52.8484406,-27.3924264,19.5846504,1.1
84516424925212,53.1804096,-27.6727426,22.8476462,1.15
84516424926236,53.1802715,-27.6724222,22.3286128,1.15
86215045607452,52.8240876,-27.3028765,23.4217598,1.56
86215045608476,52.8246742,-27.3025037,23.8737457,1.56
86513675137052,52.7470083,-27.3665107,21.1999194,2.71
86513675138076,52.7476773,-27.3664519,23.6704581,2.71
86846495658012,53.2809338,-27.4739177,20.7833597,1.12
86846495659036,53.2806486,-27.4738113,19.7274651,1.12
87042027900956,53.0994234,-27.6185612,21.8432653,1.27
87042027901980,53.0996137,-27.6181673,21.3210446,1.27
93994936901660,53.0623578,-27.6663801,21.6291962,2.08
93994936902684,53.0623814,-27.6657375,22.1372587,2.08
98547385360412,53.1896378,-27.6305733,23.3745336,2.3
98547385361436,53.1897132,-27.6301217,23.7831532,2.3
100207012376604,52.7856131,-27.5256608,22.3810831,1.75
100207012377628,52.7853103,-27.5253292,22.8690391,1.75
100653661409308,53.1656166,-27.3479782,22.8106833,1.33
100653661410332,53.1653879,-27.3477723,21.4338695,1.33
103533753765916,52.7476431,-27.5978366,23.3484021,1.14
103533753766940,52.7473936,-27.5977207,21.3304674,1.14
103576012800028,52.9826817,-27.4376755,22.7007724,1.19
103576012801052,52.9831271,-27.4378486,24.1164566,1.19
105381511102492,53.2362986,-27.290671,19.0523598,1.33
105381511103516,53.2363567,-27.2908012,21.3041428,1.33
113571882065948,53.2953109,-27.5927731,23.6615841,2.26
113571882066972,53.2949577,-27.5918474,22.7665217,2.26
117943224807452,52.9928947,-27.1648702,23.8986755,1.56
117943224808476,52.9934805,-27.1644973,23.7852007,1.56
118077942751260,53.3431117,-27.4022432,23.6674117,1.56
118077942752284,53.3428822,-27.4019443,23.4256933,1.56
118166131359772,52.8012771,-27.6224665,23.4550357,5.41
118166131360796,52.8012363,-27.6219909,23.4173051,5.41
119585036349468,53.2166645,-27.5589576,23.154254,1.44
119585036350492,53.2165771,-27.5587714,24.0157405,1.44
120004701134876,53.0797205,-27.1835419,23.127401,1.37
120004701135900,53.079587,-27.1832826,22.2872835,1.37
121187370528796,53.3191649,-27.4753053,23.2542878,4.52
121187370529820,53.3186461,-27.4750397,23.2230126,4.52
121187370530844,53.3195059,-27.474945,22.8985462,4.52
121187370531868,53.3191085,-27.4746041,23.5411073,4.52
124536136908828,53.0143396,-27.3829411,24.0690755,1.58
124536136909852,53.0148136,-27.3826875,23.4968202,1.58
124710073589788,53.194781,-27.3573244,22.9702488,3.35
124710073590812,53.1946537,-27.3571416,23.4366334,3.35
124710073591836,53.1942265,-27.3569889,23.3082711,3.35
124710073592860,53.1942966,-27.3574466,26.3305546,3.35
125977406083100,53.0609143,-27.5895791,22.2115805,1.38
125977406084124,53.0604665,-27.5892492,22.4403958,1.38
126159751606300,53.194841,-27.6142456,21.9568032,1.46
126159751607324,53.1950011,-27.6142219,23.068832,1.46
131172321755164,53.2628778,-27.2785134,23.5489173,1.31
131172321756188,53.2635612,-27.2783718,21.2317089,1.31
131890463604764,52.9422682,-27.1814147,21.3766961,1.49
131890463605788,52.9417933,-27.1810862,21.5524361,1.49
131890463606812,52.9426025,-27.180855,22.2519813,1.49
131890463607836,52.941905,-27.1805796,21.4570289,1.49
132935998562332,53.0331353,-27.152317,22.9177301,1.57
132935998563356,53.0332136,-27.1517766,23.8393299,1.57
133211127869468,53.1203532,-27.669845,23.0692885,1.44
133211127870492,53.1202657,-27.6696588,23.508153,1.44
138902847549468,52.7853062,-27.4268399,23.3389142,1.44
138902847550492,52.7852189,-27.4266537,23.8770757,1.44
141768028647452,53.1715946,-27.1833961,23.4556878,1.56
141768028648476,53.1721805,-27.1830233,23.7385888,1.56
144466309607452,52.7964055,-27.2664928,22.9456841,1.56
144466309608476,52.7969919,-27.26612,23.22076,1.56
145443666014236,53.2277083,-27.4630474,21.2622461,1.23
145443666015260,53.2282136,-27.462985,19.7994186,1.23
149641298862108,52.8765429,-27.2716463,23.2814771,3.44
149641298863132,52.8769904,-27.2713159,22.3182241,3.44
150889544654876,52.968923,-27.6410442,23.1688929,1.37
150889544655900,52.968789,-27.6407849,22.1385618,1.37
153965959839772,52.9363793,-27.64535,23.4976172,5.41
153965959840796,52.9363385,-27.6448744,23.3914619,5.41
154985217032220,53.0681563,-27.2232511,21.376043,0.89
154985217033244,53.0682428,-27.2230869,20.7242315,0.89
159991399436316,53.0384762,-27.5210694,21.0079144,2.28
159991399437340,53.0384545,-27.5206274,22.5010847,2.28
160945040359452,53.072222,-27.3762419,21.0468717,1.74
160945040360476,53.0718776,-27.3762109,21.856264,1.74
161040025980956,52.8424129,-27.4623263,21.7937433,1.27
161040025981980,52.842603,-27.4619324,21.4119493,1.27
161051556495388,53.2047635,-27.4108757,22.7668141,1.81
161051556496412,53.204881,-27.4105089,22.7389803,1.81
165109474336796,52.9603701,-27.6714952,21.1645627,1.86
165109474337820,52.9599039,-27.6714373,20.0861837,1.86
166744771297308,52.9540666,-27.5469454,23.1857726,1.63
166744771298332,52.954521,-27.5468571,22.6312563,1.63
167196550471708,52.9669176,-27.1664654,20.581192,1.25
167196550472732,52.9667912,-27.1661244,21.1815133,1.25
169407695691804,53.2989852,-27.3251063,23.6740734,2.71
169407695692828,53.2987043,-27.3246066,24.4246953,2.71
169407695693852,53.2993326,-27.324793,23.0026092,2.71
169407695694876,53.2992682,-27.3245143,23.0366152,2.71
171688625274908,53.1149121,-27.4875395,22.7956793,4.68
171688625275932,53.1147297,-27.4875252,23.5277491,4.68
174349292019740,52.8487411,-27.2930869,22.3724641,1.42
174349292020764,52.8490022,-27.2930022,21.9789121,1.42
176018904162332,53.099457,-27.2696553,22.2593377,1.57
176018904163356,53.0995354,-27.269115,23.1881911,1.57
176504803450908,52.9877625,-27.1900712,20.6588925,2.34
176504803451932,52.9879843,-27.1899438,20.8074484,2.34
177389578547228,53.0463359,-27.6003371,22.0818435,2.4
177389578548252,53.0467565,-27.6006181,22.208318,2.4
177712499732508,52.9971872,-27.6128081,23.2077933,2.37
177712499733532,52.9970093,-27.6132024,21.0064308,2.37
177712499734556,52.9975782,-27.6131113,22.8767349,2.37
177712499735580,52.9970843,-27.6132582,21.041039,2.37
177821594337308,53.1370153,-27.65971,22.973404,1.63
177821594338332,53.1374701,-27.6596217,22.369734,1.63
178117408071708,53.0515674,-27.5091943,20.4925742,1.25
178117408072732,53.0514406,-27.5088532,21.1249242,1.25
178118290722844,53.0827347,-27.4320955,19.6729707,2.73
178118290723868,53.0829099,-27.4320391,20.3586834,2.73
178187275890716,52.9781643,-27.2758692,22.6394174,3.3
178187275891740,52.9780094,-27.2757542,20.9242893,3.3
178197309653020,52.7655987,-27.2392922,23.4910486,2.01
178197309654044,52.7660636,-27.2382833,23.1433895,2.01
178226780418076,53.0995038,-27.6783497,22.1568761,4.13
178226780419100,53.0986569,-27.6780779,20.7502048,4.13
178233396305948,53.2919798,-27.56201,23.298885,2.26
178233396306972,53.2916267,-27.5610843,22.6805276,2.26
178233426133020,52.722454,-27.2955818,23.4201359,2.01
178233426134044,52.7229191,-27.2945728,23.0535755,2.01
178291763413020,52.9352723,-27.4290472,23.8073267,2.01
178291763414044,52.9357379,-27.4280383,23.2943063,2.01
178320868311068,52.7286163,-27.3343731,23.905241,4.13
178320868312092,52.728439,-27.3346586,22.6419182,4.13
178345718829084,53.0116295,-27.5605314,22.0852844,1.76
178345718830108,53.0113754,-27.5608831,20.4836393,1.76
178353685905436,53.0156561,-27.3641057,18.9835113,1.87
178353685906460,53.015195,-27.364146,20.8324301,1.87
178373039185948,53.3131167,-27.3921057,23.5340336,2.26
178373039186972,53.3127641,-27.3911799,22.80396,2.26
178409524486172,53.0438874,-27.6209873,21.374054,2.47
178409524487196,53.0435853,-27.6206372,21.8375235,2.47
178446623199260,52.7594213,-27.3684536,23.0363456,2.39
178446623200284,52.758452,-27.368745,21.6767913,2.39
178446665371676,53.1696036,-27.3927332,24.6014562,2.45
178446665372700,53.1700087,-27.3926191,23.4348474,2.45
178446665373724,53.1695017,-27.392446,22.7395869,2.45
178446665374748,53.1696839,-27.3923951,23.1738991,2.45
