obshistid,expmjd,filter,rotskypos,start_run,end_run,altitude,rawseeing,airmass,moonalt,moonphase,dist2moon,sunalt,cputime,hostname,cputime_fell,runlimit,vskybright,filtskybrightness
    200,59580.12500,2,256.4157410,57448.367,57448.730,70.84313965, 0.7441200, 1.0586240,-36.29166412, 3.8842289, 124.4370346,-30.80948830, 30202.13,3,  51645.64,0,21.537407,21.257406
    220,59580.13672,1,256.7194214,57448.547,57448.906,67.74830627, 0.8692260, 1.0804650,-36.21969986, 3.8387139, 124.3299484,-32.22532272, 25589.48,3,  43758.01,0,21.519819,21.929819
    230,59580.14062,3,256.7518921,57448.555,57448.918,66.02307129, 0.7912410, 1.0944420,-36.09542465, 3.8128691, 124.2682419,-32.93991470, 28681.54,3,  49045.43,0,21.508802,20.148802
    250,59580.15234,4,256.6385193,57448.555,57449.102,62.99894333, 0.9288940, 1.1223390,-35.73320007, 3.7677610, 124.1589203,-34.05701065, 40600.57,3,  69426.98,0,21.487349,19.337349
    276,59580.16406,5,256.2673950,57448.555,57449.480,59.19908905, 1.1328460, 1.1642120,-35.02181625, 3.7113960, 124.0195770,-35.20292664, 66684.06,3, 114029.75,0,21.456421,17.299999
   1637,59582.12500,0,256.6275024,57448.555,57448.695,69.13950348, 0.6251030, 1.0701489,-26.66597176, 0.3424190, 104.5352936,-30.87022209, 10283.64,3,  17585.02,0,21.528069,22.188068
   2226,59583.06641,0,218.8479309,57448.555,57448.711,86.36570740, 0.7898560, 1.0020150, -5.49111271, 2.7836330,  94.4784470,-19.03594971, 10599.98,3,  18125.97,0,21.578720,22.179955
   2942,59584.06250,0,221.3967896,57448.555,57448.750,86.22006226, 0.7870500, 1.0021800,  4.34651518, 7.9212532,  83.7612152,-18.57305717, 15075.64,3,  25779.34,0,21.548565,22.041338
   3665,59585.06250,0,229.5531311,57448.555,57448.805,85.59221649, 0.5832950, 1.0029670, 13.10520649,15.1737223,  73.5242920,-18.58583450, 19343.58,3,  33077.52,0,21.471758,21.811424
   4571,59586.15234,0,255.9954834,57448.555,57448.703,57.20783234, 0.5368660, 1.1895720, -6.16680193,24.7582855,  63.4251099,-34.68440247, 10655.46,3,  18220.84,0,21.333315,21.993315
 185870,59825.26172,2, 77.0465546,57448.559,57448.984,49.10746765, 0.5836430, 1.3228630,-15.57150364,44.9931488, 129.9160614,-58.12673950, 30235.59,3,  51702.86,0,21.351458,21.071457
 185880,59825.26953,1, 77.0465546,57448.559,57448.887,50.81682968, 0.7038640, 1.2901090,-16.84942818,45.0548592, 129.8891907,-56.79146194, 24276.33,3,  41512.53,0,21.371683,21.781685
 185900,59825.27734,3, 77.0465546,57448.559,57448.988,53.82044601, 0.8837640, 1.2388990,-19.03130913,45.1630783, 129.8410034,-54.33776855, 29461.60,3,  50379.34,0,21.404753,20.044752
 185926,59825.28906,4, 77.0465546,57448.559,57449.113,57.60855865, 0.7826700, 1.1842650,-21.66072655,45.2992554, 129.7783203,-51.08572006, 41670.76,3,  71257.00,0,21.442125,19.292126
 185946,59825.30078,5, 77.0465546,57448.559,57449.363,60.62684250, 0.9032820, 1.1475230,-23.65083885,45.4075737, 129.7267609,-48.39625549, 59836.79,3, 102320.91,0,21.468571,17.299999
 195056,59841.24609,2, 79.7585297,57448.559,57448.977,58.01993942, 0.8019390, 1.1789250,-10.83852768,36.9467201,  73.0997925,-55.59397888, 30320.47,3,  51848.01,0,21.408615,21.128616
 195066,59841.25391,1, 79.7585297,57448.559,57448.895,59.74145126, 0.7002000, 1.1577311, -9.35141563,36.8962746,  73.1516953,-54.52123260, 25443.63,3,  43508.61,0,21.378262,21.788261
 195086,59841.26172,3, 79.7585297,57448.559,57449.000,62.76277161, 0.9724030, 1.1247110, -6.76984024,36.8078690,  73.2410812,-52.48574066, 30061.49,3,  51405.15,0,21.328779,19.968781
 195112,59841.27344,4, 79.7585297,57448.559,57449.125,66.56640625, 1.0536880, 1.0898941, -3.57348037,36.6967430,  73.3506851,-49.68707275, 42400.41,3,  72504.70,0,21.271894,19.404593
 195132,59841.28516,5, 79.7585297,57448.559,57449.328,69.59030914, 0.9608910, 1.0669830, -1.07664502,36.6084404,  73.4354248,-47.30534363, 57943.52,3,  99083.42,0,21.229919,17.299999
 201057,59851.19531,0, 98.1024628,57448.559,57448.762,50.08424759, 0.6976470, 1.3038040,-31.73194885,12.3810759, 135.2202148,-57.32179260, 17272.47,0,  17272.47,0,21.363142,22.023142
 203005,59854.29297,2, 59.4395027,57448.562,57449.203,83.08581543, 0.5392330, 1.0073260,-19.87550545,42.3610497, 115.9829330,-40.75637817, 55480.82,0,  55480.82,0,21.580605,21.300604
 203015,59854.29688,1, 59.4395027,57448.562,57448.938,84.63674927, 0.5073800, 1.0043970,-20.92373085,42.4235229, 115.9282684,-39.35950851, 27095.59,3,  46333.46,0,21.583155,21.993155
 203030,59854.30469,3, 59.4395027,57448.562,57449.152,86.45709991, 0.4924350, 1.0019150,-22.31389809,42.5095444, 115.8518372,-37.38635635, 50774.61,0,  50774.61,0,21.585321,20.225323
 203036,59854.32422,4,228.1222839,57448.559,57449.367,85.72439575, 0.4549340, 1.0027910,-25.40145302,42.7176628, 115.6616135,-32.78842545, 69598.60,0,  69598.60,0,21.584557,19.434555
 203062,59854.33594,5,246.4773254,57448.559,57449.297,82.38262177, 0.4627750, 1.0089040,-27.21199989,42.8556175, 115.5314941,-29.37250900, 62985.01,3, 107704.37,0,21.579233,17.299999
 204754,59857.19141,2,175.2471619,57448.559,57452.258,54.13821030, 0.7984540, 1.2339129, 37.95845413,74.5576096,  87.3442612,-55.02841187,284792.25,3, 486994.76,0,20.075418,20.160906
 204764,59857.19531,1,175.2471619,57448.559,57453.559,55.85530472, 0.7498290, 1.2082829, 36.28787994,74.6132202,  87.3059311,-54.92184448,430967.00,3, 893715.50,1,20.099358,20.039108
 204784,59857.20703,3,175.2471619,57448.562,57450.066,58.87049484, 0.7766530, 1.1682250, 33.36705780,74.7106094,  87.2370071,-54.48777008,120304.78,3, 205721.18,0,20.140203,19.328468
 204810,59857.21875,4,175.2471619,57448.562,57449.527,62.66978073, 0.6473820, 1.1256520, 29.70981026,74.8329163,  87.1472855,-53.51162338, 77885.27,3, 133183.82,0,20.190193,18.608858
 204830,59857.22656,5,175.2471619,57448.559,57449.516,65.69379425, 0.5197970, 1.0972650, 26.81700325,74.9300232,  87.0733719,-52.41681290, 76836.16,3, 131389.83,0,20.229506,17.299999
 213178,59868.16797,2, 72.9719620,57448.562,57449.207,56.11153412, 0.3580630, 1.2046410, -8.37211704,63.9648933,  69.8910522,-50.35966873, 55698.47,0,  55698.47,0,21.110537,20.830536
 213188,59868.17188,1, 72.9719620,57448.562,57448.906,57.83103561, 0.3588730, 1.1813630, -6.90820932,63.9143333,  69.9418182,-50.62763977, 27417.15,3,  46883.33,0,21.022552,21.432552
 213208,59868.18359,3, 72.9719620,57448.562,57448.996,60.84972382, 0.3886350, 1.1450250, -4.37006378,63.8256683,  70.0292511,-50.87521362, 31476.84,3,  53825.40,0,20.890472,20.013426
 213234,59868.19531,4, 72.9719620,57448.559,57449.184,64.65175629, 0.4108250, 1.1065360, -1.23369277,63.7140884,  70.1365051,-50.77895737, 45012.96,3,  76972.16,0,20.753454,19.083168
 213254,59868.20312,5, 72.9719620,57448.562,57450.102,67.67628479, 0.4672840, 1.0810210,  1.21083176,63.6253357,  70.2194748,-50.38040924,124569.15,0, 124569.15,0,20.714455,17.299999
 215604,59871.15234,2, 60.3444862,57448.559,57448.988,53.60604477, 0.4275980, 1.2423069,-40.41014099,36.0455322,  94.5277252,-48.05391312, 31370.13,3,  53642.92,0,21.402494,21.122496
 215614,59871.15625,1, 60.3444862,57448.562,57449.059,55.32245636, 0.4007930, 1.2160050,-38.76185608,35.9947472,  94.5918961,-48.56011963, 42721.26,0,  42721.26,0,21.420139,21.830139
 215634,59871.16797,3, 60.3444862,57448.559,57449.000,58.33661270, 0.4397490, 1.1748880,-35.87655640,35.9057388,  94.7029877,-49.24509048, 31317.08,3,  53552.21,0,21.448769,20.088770
 215660,59871.17969,4, 60.3444862,57448.559,57449.199,62.13497925, 0.5046750, 1.1311580,-32.25752258,35.7938423,  94.8401566,-49.72391129, 44468.71,3,  76041.50,0,21.480709,19.330709
 215680,59871.18750,5, 60.3444862,57448.559,57449.277,65.15865326, 0.5850510, 1.1019610,-29.38992691,35.7049217,  94.9470139,-49.79083633, 61358.39,3, 104922.85,0,21.502951,17.299999
 218093,59874.20703,0,109.2346268,57448.559,57448.695,73.43210602, 0.5557850, 1.0433170,-45.11303329,11.3087749, 119.7815247,-48.07654572, 10351.18,3,  17700.52,0,21.550013,22.210012
 218713,59875.12109,0, 97.9981308,57448.559,57448.691,48.13590240, 0.5120820, 1.3427730,-62.99562073, 6.0303178, 125.9516525,-43.04179382, 10873.31,3,  18593.36,0,21.339497,21.999496
 219482,59876.11719,0, 99.2220230,57448.562,57448.703,47.55503845, 0.5346740, 1.3551550,-55.95305252, 2.0091741, 131.6963043,-41.99035645, 10470.07,3,  17903.82,0,21.332182,21.992182
 220306,59877.12109,0,110.4961090,57448.562,57448.703,49.21913910, 0.3758440, 1.3206360,-46.84663391, 0.1125970, 135.3063354,-42.13789368, 10448.96,3,  17867.72,0,21.352810,22.012810
 221009,59878.11719,0,114.0948563,57448.562,57448.699,48.49216843, 0.4342130, 1.3353590,-35.27643967, 0.6367560, 135.8605499,-41.00349426, 10339.98,3,  17681.37,0,21.343922,22.003922
 221784,59879.11328,0,106.5948410,57448.562,57448.758,47.97834015, 0.4588600, 1.3460950,-22.78991127, 3.6848011, 133.1066284,-39.95606995, 11219.66,3,  19185.62,0,21.337524,21.997524
 222588,59880.12109,0,105.2679825,57448.562,57448.699,51.74490738, 0.2409430, 1.2734640,-13.03032112, 9.2878036, 127.3654251,-41.25955200, 10232.67,3,  17497.87,0,21.382235,22.042234
 225806,59884.12891,2,129.6629791,57448.559,57449.852,57.33479691, 0.4638930, 1.1878790, 31.47469139,48.8441887,  90.2898941,-41.15785217,103601.38,3, 177158.37,0,20.746241,20.758656
 225816,59884.13281,1,129.6629791,57448.559,57451.145,59.05556107, 0.4351490, 1.1659570, 29.82823944,48.9075394,  90.2492752,-41.90298080,213302.78,3, 364747.76,0,20.767632,20.806849
 225836,59884.14453,3,129.6629791,57448.570,57449.352,62.07608032, 0.3218260, 1.1317739, 26.95359612,49.0185966,  90.1763382,-43.04872513, 57968.00,3,  99125.28,0,20.804138,19.837700
 225862,59884.15625,4,129.6629791,57448.570,57449.309,65.87925720, 0.3761190, 1.0956680, 23.36132240,49.1582718,  90.0812836,-44.17928696, 54178.86,3,  92645.85,0,20.848833,19.063311
 225882,59884.16406,5,129.6629791,57448.570,57449.445,68.90356445, 0.3395850, 1.0718410, 20.52575493,49.2693176,  90.0030746,-44.81515503, 66439.12,3, 113610.89,0,20.883965,17.299999
 228035,59887.09766,2,141.1492462,57448.570,57454.273,51.03541183, 0.3389670, 1.2861190, 62.47394180,80.1422882,  61.7400970,-35.60457230,422156.00,3, 595572.06,1,19.578384,19.679878
 228045,59887.10547,1,141.1492462,57448.570,57453.961,52.74804306, 0.3535240, 1.2563140, 61.30631256,80.1911850,  61.7194710,-36.62552643,424521.00,3,1307701.62,1,19.599174,19.516594
 228065,59887.11328,3,141.1492462,57448.570,57451.211,55.75652695, 0.4193310, 1.2096990, 59.10477829,80.2767792,  61.6828041,-38.29277420,213550.31,3, 365171.04,0,19.633385,18.857674
 228091,59887.12500,4,141.1492462,57448.570,57450.074,59.54962540, 0.4821780, 1.1600040, 56.10964203,80.3842316,  61.6355324,-40.14715195,121649.91,3, 208021.34,0,19.672606,18.139908
 228111,59887.13672,5,141.1492462,57448.641,57450.773,62.57071686, 0.3943450, 1.1266609, 53.58816910,80.4694901,  61.5968018,-41.40926361,155455.39,0, 155455.39,0,19.700993,17.299999
 229500,59896.08594,2,168.0756836,57448.570,57448.996,54.94877243, 0.6471530, 1.2215430,-15.43267536,80.1413727,  74.5722885,-31.05511475, 28738.76,3,  49143.28,0,21.416382,21.136381
 229510,59896.09375,1,168.0756836,57448.641,57449.109,56.66684341, 0.6382090, 1.1969060,-13.91760349,80.0994186,  74.6264954,-32.13720322, 40340.20,0,  40340.20,0,21.433275,21.843275
 229530,59896.10156,3,168.0756836,57448.570,57449.000,59.68358231, 0.7555880, 1.1584140,-11.28337288,80.0257797,  74.7198868,-33.92695236, 29707.10,3,  50799.14,0,21.345503,19.985502
 229556,59896.11328,4,168.0756836,57448.641,57449.129,63.48412323, 0.6502360, 1.1175570, -8.01310158,79.9330292,  74.8344727,-35.96582031, 41859.79,3,  71580.24,0,20.968973,18.818974
 229576,59896.12500,5,168.0756836,57448.570,57449.309,66.50848389, 0.5520980, 1.0903730, -5.45089149,79.8591843,  74.9232864,-37.40090942, 63394.52,3, 108404.63,0,20.754995,17.299999
 231722,59899.08984,2,159.0688934,57448.570,57448.926,58.04091263, 0.8705160, 1.1786560,-41.40261841,53.9562454,  99.5668259,-30.70520973, 30240.02,3,  51710.43,0,21.446091,21.166092
 231732,59899.09375,1,159.0688934,57448.570,57448.941,59.76242065, 0.8829530, 1.1574841,-39.74459076,53.9037476,  99.6306000,-31.76409340, 24814.25,3,  42432.37,0,21.461290,21.871290
 231752,59899.10547,3,159.0688934,57448.570,57449.008,62.78374100, 1.0992399, 1.1244990,-36.83906555,53.8116951,  99.7410660,-33.51190186, 30095.17,3,  51462.74,0,21.485718,20.125717
 231778,59899.11719,4,159.0688934,57448.641,57449.480,66.58743286, 1.1664990, 1.0897210,-33.18949890,53.6958809,  99.8773117,-35.49593735, 68633.42,0,  68633.42,0,21.512503,19.362503
 231798,59899.12500,5,159.0688934,57448.574,57449.480,69.61133575, 1.3322660, 1.0668380,-30.29376793,53.6037750,  99.9834290,-36.88639450, 64314.98,3, 109978.62,0,21.530739,17.299999
 233973,59902.09375,2,137.1215210,57448.570,57449.012,62.60738373, 0.9309990, 1.1262870,-56.64363861,25.5872097, 123.2783432,-31.25427437, 28887.55,3,  49397.71,0,21.484369,21.204369
 233983,59902.10156,1,137.1215210,57448.641,57449.133,64.33209991, 0.8671380, 1.1094860,-55.37488174,25.5380344, 123.3394775,-32.25334167, 42442.42,0,  42442.42,0,21.497147,21.907146
 234003,59902.10938,3,137.1215210,57448.570,57448.973,67.35657501, 0.9418900, 1.0835210,-53.04557800,25.4518776, 123.4458237,-33.89011002, 28791.56,3,  49233.57,0,21.517395,20.157394
 234029,59902.12500,4,137.1215210,57448.570,57449.215,71.15837860, 0.9837500, 1.0566200,-49.95779419,25.3436127, 123.5778885,-35.72380447, 42932.18,3,  73414.03,0,21.539043,19.389044
 234049,59902.13281,5,137.1215210,57448.641,57450.117,74.17356873, 1.0266260, 1.0394030,-47.40114212,25.2576141, 123.6814194,-36.98660278,104092.75,0, 104092.75,0,21.553274,17.299999
 235424,59904.08984,0, 98.0109634,57448.570,57448.742,62.93391418, 0.7106140, 1.1229891,-53.75341034, 9.9060965, 134.2030487,-29.98677826, 10899.06,3,  18637.39,0,21.486856,22.146856
 236075,59905.05078,0,119.8884888,57448.570,57448.711,51.17727661, 0.8745930, 1.2835530,-42.31562424, 4.5108118, 136.0275116,-21.07224274, 11066.74,3,  18924.13,0,21.375816,22.035816
 236805,59906.05078,0,105.8808823,57448.570,57448.719,52.30210876, 0.6230980, 1.2638330,-31.48993301, 1.0000380, 134.8235626,-21.08857155, 10710.46,3,  18314.89,0,21.388426,22.048426
 237548,59907.06250,0,117.0420380,57448.570,57448.750,56.19845200, 0.5775590, 1.2034169,-21.89042473, 0.0557630, 130.2495270,-23.15230751, 10528.68,3,  18004.04,0,21.428766,22.088766
 238249,59908.05078,0, 95.5750885,57448.570,57448.781,54.27738190, 1.0283999, 1.2317530, -7.88790989, 1.8937401, 123.1141891,-20.91571045, 17604.13,0,  17604.13,0,21.405621,22.065620
 238951,59909.05469,0,106.9250412,57448.570,57448.754,55.39774323, 0.4326920, 1.2149020,  4.11286306, 6.5121241, 114.1484299,-20.93077850, 13990.12,3,  23923.11,0,21.388363,21.910885
 239690,59910.06250,0,109.1720581,57448.570,57448.832,59.19244003, 0.4965490, 1.1642931, 13.54535294,13.6953144, 104.0945129,-22.89671135, 18463.03,3,  31571.78,0,21.363684,21.734560
 242596,59914.05469,2,115.0780029,57448.570,57450.906,60.61177444, 0.6251350, 1.1476930, 53.56124115,55.5162659,  64.2045593,-20.74153137,164866.83,3, 281922.28,0,20.420521,20.455231
 242606,59914.06250,1,115.0780029,57448.570,57453.383,62.33534622, 0.6457880, 1.1290780, 52.02571487,55.5771904,  64.1800995,-21.98731232,353730.97,3, 604879.97,0,20.436031,20.445581
 242626,59914.07031,3,115.0780029,57448.570,57449.664,65.35913086, 0.5589290, 1.1001860, 49.28136063,55.6839638,  64.1362686,-24.09493828, 86138.50,3, 147296.84,0,20.461407,19.535509
 242652,59914.08594,4,115.0780029,57448.570,57449.465,69.16287994, 0.6031810, 1.0699830, 45.75365829,55.8181839,  64.0790253,-26.59440994, 71417.95,3, 122124.70,0,20.490278,18.756824
 242672,59914.09375,5,115.0780029,57448.570,57449.660,72.18340302, 0.6018180, 1.0503761, 42.90205002,55.9248428,  64.0317612,-28.44844246, 76910.53,3, 131517.01,0,20.511053,17.299999
 245140,59917.26172,2,255.2383118,57448.570,57454.152,52.75698090, 0.5138710, 1.2561660, 10.95025444,85.7621689,  45.9612427,-32.25019073,419376.00,3, 794285.12,1,19.490559,19.651060
 245160,59917.26953,1,254.6313782,57448.570,57453.844,49.75634384, 0.6595990, 1.3100981,  8.11571789,85.8323898,  45.9429054,-30.77127075,430393.00,3,1561214.12,1,19.513741,19.355003
 245170,59917.27734,3,254.2559814,57448.570,57453.520,48.04881287, 0.5766030, 1.3446060,  6.48851776,85.8723755,  45.9317360,-29.86038208,389027.47,3, 665236.99,0,19.525633,18.836655
 245190,59917.28516,4,253.5520325,57448.570,57451.262,45.06324387, 0.5304520, 1.4126610,  3.62006187,85.9423447,  45.9109344,-28.15331268,215072.08,3, 367773.26,0,19.535089,18.107994
 245216,59917.29688,5,252.5908508,57448.570,57449.543,41.32418060, 0.5777140, 1.5144260, -0.01220400,86.0301361,  45.8825760,-25.82246208, 64956.16,3, 111075.04,0,19.502878,17.299999
 249676,59924.06250,2, 90.5794678,57448.570,57448.973,71.02980804, 0.4912850, 1.0574330, -7.42547560,92.0523758,  80.0659256,-20.57542992, 29108.77,3,  49776.00,0,20.721483,20.441483
 249686,59924.06641,1, 90.5794678,57448.570,57448.949,72.75119781, 0.5071330, 1.0470930, -5.94890642,92.0241547,  80.1163483,-21.78517342, 25318.18,3,  43294.09,0,20.560635,20.318308
 249706,59924.07812,3, 90.5794678,57448.570,57448.996,75.75946045, 0.4845900, 1.0317030, -3.38818598,91.9745560,  80.2029190,-23.82685089, 30143.48,3,  51545.35,0,20.332277,19.737883
 249732,59924.08984,4, 90.5794678,57448.641,57449.430,79.50671387, 0.4861190, 1.0170090, -0.22259410,91.9119873,  80.3085709,-26.23848724, 67813.09,0,  67813.09,0,20.107658,18.793985
 249752,59924.10156,5, 90.5794678,57448.570,57449.703,82.41453552, 0.3388160, 1.0088290,  2.24570799,91.8620834,  80.3899307,-28.01889610, 93323.55,3, 159583.27,0,20.091257,17.299999
 251106,59927.06641,2,100.8249283,57448.570,57448.984,74.14234161, 0.6643270, 1.0395629,-30.92585564,71.0359039, 105.0857315,-20.60063934, 30795.47,3,  52660.26,0,21.553141,21.273140
 251116,59927.07031,1,100.8249283,57448.570,57448.984,75.85605621, 0.6740520, 1.0312639,-29.26301765,70.9883652, 105.1444626,-21.80236244, 25777.94,3,  44080.28,0,21.560106,21.970106
 251136,59927.07812,3,100.8249283,57448.570,57449.012,78.83956909, 0.7118890, 1.0192760,-26.35090256,70.9049606, 105.2457047,-23.82920074, 30544.82,3,  52231.64,0,21.570295,20.210295
 251162,59927.09375,4,100.8249283,57448.570,57449.184,82.50609589, 0.6932960, 1.0086150,-22.69646263,70.7999496, 105.3699188,-26.22095490, 43395.68,3,  74206.61,0,21.579485,19.429483
 251182,59927.10156,5,100.8249283,57448.641,57450.191,85.20902252, 1.0652250, 1.0035070,-19.79975891,70.7163620, 105.4660568,-27.98457718,114405.91,0, 114405.91,0,21.583931,17.299999
 253206,59930.06641,2,106.6388397,57448.699,57449.328,77.04048157, 0.4825310, 1.0261379,-47.31468201,42.5694809, 127.2869873,-20.52816200, 53493.83,0,  53493.83,0,21.564444,21.284445
 253216,59930.07031,1,106.6388397,57448.699,57449.242,78.73895264, 0.4734180, 1.0196310,-45.91379929,42.5143585, 127.3400421,-21.72667503, 46463.49,0,  46463.49,0,21.569990,21.979992
 253236,59930.08203,3,106.6388397,57448.699,57450.496,81.67049408, 0.5256890, 1.0106620,-43.39066696,42.4177170, 127.4318848,-23.74778366,142765.06,0, 142765.06,0,21.577711,20.217710
 253262,59930.09375,4,106.6388397,57448.699,57451.293,85.12428284, 0.6181860, 1.0036319,-40.11346436,42.2961693, 127.5450439,-26.13214684,209741.94,0, 209741.94,0,21.583822,19.433823
 253273,59930.09766,5,106.6388397,57448.699,57449.926,86.49130249, 0.6389570, 1.0018780,-38.47967529,42.2368927, 127.5992508,-27.22546387,105512.75,0, 105512.75,0,21.585356,17.299999
 255276,59933.07031,2,106.5837784,57448.699,57449.203,80.40368652, 0.2822810, 1.0141931,-44.77940369,14.6021576, 135.8442841,-20.86024666, 31356.04,3,  53618.83,0,21.574661,21.294661
 255286,59933.07422,1,106.5837784,57448.699,57449.219,82.05850220, 0.2743440, 1.0096840,-44.62023544,14.5584173, 135.8436584,-22.04730225, 44390.71,0,  44390.71,0,21.578558,21.988558
 255306,59933.08203,3,106.5837784,57448.699,57450.574,84.81167603, 0.2826940, 1.0041140,-44.16616440,14.4818439, 135.8414764,-24.04686737,150551.06,0, 150551.06,0,21.583401,20.223400
 255319,59933.08984,4,106.5837784,57448.699,57449.320,86.42214966, 0.3068410, 1.0019530,-43.71931458,14.4283810, 135.8390045,-25.37922287, 43906.91,3,  75080.82,0,21.585289,19.435289
 255333,59933.11328,5,235.4649048,57448.699,57449.520,84.90180206, 0.3013240, 1.0039721,-41.59667969,14.2565842, 135.8261719,-29.03486633, 61934.30,3, 105907.66,0,21.583525,17.299999
 256143,59934.16406,0,235.5574951,57448.699,57448.891,68.07420349, 0.5374390, 1.0779730,-35.09492493, 6.9681702, 132.1693268,-35.23891068, 16364.85,0,  16364.85,0,21.521803,22.181803
 256672,59935.07812,0,100.4118195,57448.699,57448.945,84.49981689, 0.2916700, 1.0046260,-32.17289734, 2.5505979, 126.4726944,-22.53907013, 20661.61,0,  20661.61,0,21.582954,22.242954
 257380,59936.07812,0,118.8200989,57448.699,57448.883,85.36607361, 0.4538740, 1.0032800,-23.70217514, 0.2375050, 118.0910721,-22.58943367, 15708.05,0,  15708.05,0,21.584129,22.244129
 258075,59937.07812,0,106.4590530,57448.699,57448.891,86.02795410, 0.4902190, 1.0024080,-14.33185196, 0.8755700, 108.2981339,-22.53580475, 15943.09,0,  15943.09,0,21.584890,22.244890
 258749,59938.07031,0,123.6292191,57448.699,57448.891,84.47288513, 0.7145620, 1.0046710, -2.34597564, 4.4462061,  97.8639984,-20.57170677, 16235.14,0,  16235.14,0,21.568113,22.134249
 259446,59939.07422,0,120.1089706,57448.699,57449.016,86.45703888, 0.7321850, 1.0019150,  5.97463179,10.7708683,  87.0864334,-21.70662117, 26810.59,0,  26810.59,0,21.530973,21.963589
 260808,59942.06641,2,139.1436615,57448.699,57449.840,86.43206024, 0.4955490, 1.0019420, 32.99927521,39.7737503,  58.4953804,-19.76200104, 86852.69,3, 148518.10,0,20.916615,20.869507
 260818,59942.08594,1,232.0414276,57448.699,57452.117,85.33318329, 0.3640510, 1.0033270, 26.96769142,39.9930840,  58.3932800,-23.77723312,279966.81,0, 279966.81,0,20.932745,21.047178
 260828,59942.08984,3,241.4033966,57448.699,57449.887,83.84538269, 0.3551830, 1.0057980, 25.29700279,40.0533562,  58.3636589,-24.88533401,101762.30,0, 101762.30,0,20.936838,19.911564
 260848,59942.10156,4,249.5114746,57448.699,57450.266,81.00855255, 0.4021490, 1.0124420, 22.35784531,40.1590347,  58.3099136,-26.73604393,108339.54,0, 108339.54,0,20.944000,19.099419
 260874,59942.11328,5,253.8896790,57448.699,57450.129,77.29212189, 0.4668560, 1.0251120, 18.64748383,40.2919693,  58.2391548,-28.88308907,120154.33,0, 120154.33,0,20.953655,17.299999
 262906,59945.07422,2,217.5756836,57448.699,57454.090,86.43148804, 0.5852430, 1.0019430, 40.94700241,71.0077972,  45.2588539,-20.96664619,399999.00,3, 515034.69,1,19.868034,19.944056
 262926,59945.08203,1,240.8610229,57448.699,57453.699,83.96404266, 0.5234260, 1.0055749, 39.27253342,71.0975037,  45.2709999,-23.09420967,405532.75,0,1104736.75,1,19.868614,19.821259
 262936,59945.08984,3,246.5039062,57448.699,57453.699,82.37271118, 0.5935270, 1.0089270, 38.24808502,71.1486282,  45.2774734,-24.23210335,401344.03,0, 332926.75,1,19.868298,19.035189
 262956,59945.09766,4,251.8120728,57448.699,57450.477,79.46340179, 0.5462530, 1.0171520, 36.34128189,71.2381668,  45.2879028,-26.13839149,142640.16,3, 243914.67,0,19.866659,18.256565
 262982,59945.10938,5,254.8759766,57448.699,57449.977,75.71545410, 0.4806340, 1.0319051, 33.76285553,71.3506393,  45.2994766,-28.36175537,101274.99,3, 173180.24,0,19.862907,17.299999
 427886,60192.29688,2,103.7789764,57448.699,57453.031,61.29084396, 0.7796400, 1.1401629, 30.79390335,66.2408447,  48.9877777,-48.62366104,346084.31,3, 591804.19,0,20.002735,20.066044
 427896,60192.30078,1,103.7789764,57448.699,57454.098,63.01481628, 0.7582610, 1.1221800, 31.65620422,66.1845245,  49.0149918,-47.07513046,430146.00,3, 550317.19,1,20.014351,19.985008
 427916,60192.31250,3,103.7789764,57448.699,57452.570,66.03900146, 0.7659620, 1.0943069, 33.05187225,66.0857697,  49.0620880,-44.30717087,300865.91,0, 300865.91,0,20.033487,19.170002
 427942,60192.32422,4,103.7789764,57448.699,57450.781,69.84229279, 0.6175590, 1.0652500, 34.58229828,65.9615097,  49.1200142,-40.74658203,179046.95,0, 179046.95,0,20.055199,18.402889
 427962,60192.33594,5,103.7789764,57448.699,57449.832,72.86132050, 0.8211230, 1.0464700, 35.60680771,65.8626709,  49.1651077,-37.86552048, 87353.67,3, 149374.78,0,20.070494,17.299999
 429555,60195.23828,2, 80.0517120,57448.699,57450.523,45.44151306, 0.5765860, 1.4034460,-13.50965691,36.5371971,  66.9180298,-61.60797501,144859.91,0, 144859.91,0,21.304516,21.024515
 429565,60195.24219,1, 80.0517120,57448.699,57449.059,47.14399719, 0.5583320, 1.3641400,-12.02225876,36.4847641,  66.9701691,-60.61096954, 26263.39,3,  44910.40,0,21.326929,21.736931
 429585,60195.25391,3, 80.0517120,57448.699,57449.344,50.13661575, 0.6064360, 1.3028080, -9.43890667,36.3928986,  67.0602951,-58.66955948, 52994.98,0,  52994.98,0,21.278048,19.918047
 429611,60195.26562,4, 80.0517120,57448.699,57449.266,53.91332245, 0.6024460, 1.2374330, -6.23739052,36.2774544,  67.1711044,-55.93626404, 40821.87,3,  69805.40,0,21.223661,19.073662
 429631,60195.27344,5, 80.0517120,57448.699,57449.430,56.92450333, 0.5699280, 1.1933880, -3.73390865,36.1857452,  67.2572250,-53.57728195, 58810.81,3, 100566.48,0,21.185238,17.299999
 431665,60198.26172,0,155.0038757,57448.699,57448.832,55.87868118, 0.7361840, 1.2079480,-34.44834137,12.3153486,  91.2016449,-55.33540344, 10704.62,3,  18304.90,0,21.425648,22.085648
