obshistid,expmjd,filter,rotskypos,start_run,end_run,altitude,rawseeing,airmass,moonalt,moonphase,dist2moon,sunalt,cputime,hostname,cputime_fell,runlimit,vskybright,filtskybrightness
1215566,61370.10156,2,126.1604919,57449.551,57454.551,70.06861115, 0.7200150, 1.0637161, 11.76528740,96.3586044,  63.5710983,-30.60568619,415309.50,0, 718889.31,1,19.431332,19.703096
1215576,61370.10547,1,126.1604919,57449.551,57454.551,71.79132843, 0.7200150, 1.0527160, 12.95898724,96.3338089,  63.6147003,-31.55376053,430393.00,3,1742690.88,1,19.418140,19.117634
1215596,61370.11719,3,126.1604919,57449.551,57454.223,74.80405426, 0.7200150, 1.0362329, 14.99172688,96.2901306,  63.6895294,-33.09879684,359750.09,3, 615172.67,0,19.397411,18.869909
1215622,61370.12891,4,126.1604919,57449.574,57452.141,78.56483459, 0.7200150, 1.0202529, 17.43086624,96.2348251,  63.7808037,-34.81365967,204851.75,4, 290703.25,0,19.375357,18.143818
1215642,61370.13672,5,126.1604919,57449.574,57451.941,81.50095367, 0.7200150, 1.0111040, 19.26771164,96.1905594,  63.8510475,-35.98037338,190080.77,0, 190080.77,0,19.360313,17.299999
1217645,61373.05469,2, 98.8293762,57449.574,57449.949,58.69230652, 0.5628940, 1.1704290,-30.73597717,73.2046661,  89.8384628,-20.90585518, 30855.52,3,  52762.94,0,21.451954,21.171953
1217655,61373.06250,1, 98.8293762,57449.574,57449.891,60.41439056, 0.5628940, 1.1499310,-29.09347916,73.1477432,  89.9044724,-22.15811157, 25457.75,3,  43532.75,0,21.466803,21.876802
1217675,61373.07031,3, 98.8293762,57449.574,57449.945,63.43651199, 0.5628940, 1.1180210,-26.21923637,73.0478897,  90.0184860,-24.27742577, 29354.83,3,  50196.76,0,21.490623,20.130625
1217701,61373.08203,4, 98.8293762,57449.574,57450.168,67.24043274, 0.5628940, 1.0844400,-22.61573219,72.9221649,  90.1586304,-26.79219437, 50677.07,1,  57265.09,0,21.516666,19.366667
1217721,61373.09375,5, 98.8293762,57449.574,57450.398,70.26376343, 0.5628940, 1.0624100,-19.76211739,72.8221054,  90.2673798,-28.65877533, 62446.39,3, 106783.33,0,21.534325,17.299999
1219745,61376.05859,2,100.1445999,57449.574,57449.922,61.86552048, 0.6580950, 1.1339910,-49.72758102,40.7628632, 115.1052704,-20.83721542, 28193.93,3,  48211.62,0,21.478594,21.198593
1219755,61376.06250,1,100.1445999,57449.574,57449.883,63.58983612, 0.6580950, 1.1165310,-48.38084412,40.7048950, 115.1663513,-22.07554817, 24389.87,3,  41706.68,0,21.491758,21.901758
1219775,61376.07422,3,100.1445999,57449.574,57449.957,66.61419678, 0.6580950, 1.0895010,-45.94113159,40.6033249, 115.2722321,-24.16925049, 30167.04,3,  51585.64,0,21.512676,20.152676
1219801,61376.08594,4,100.1445999,57449.574,57450.109,70.41696930, 0.6580950, 1.0613960,-42.75136185,40.4756699, 115.4032135,-26.64987183, 42160.77,3,  72094.92,0,21.535149,19.385149
1219821,61376.09375,5,100.1445999,57449.574,57450.309,73.43445587, 0.6580950, 1.0433040,-40.13517761,40.3742485, 115.5054245,-28.48768997, 61548.20,3, 105247.42,0,21.550022,17.299999
1221143,61379.05859,0, 89.2757645,57449.574,57449.766,64.86328888, 0.3648530, 1.1046120,-45.26991272,14.0353670, 129.8558350,-20.66572762, 16127.21,0,  16127.21,0,21.500900,22.160900
1221870,61380.05859,0,115.3582306,57449.574,57449.730,65.92824554, 0.4939220, 1.0952491,-39.62100601, 7.9340382, 130.8825836,-20.66263390, 10533.47,3,  18012.23,0,21.508171,22.168171
1222593,61381.05859,0, 91.8630066,57449.574,57449.809,66.95103455, 0.6326930, 1.0867569,-32.95550156, 3.5392890, 129.7142029,-20.63272667, 16859.05,0,  16859.05,0,21.514837,22.174837
1223281,61382.06250,0,108.7075119,57449.574,57449.727,68.00057983, 0.6861780, 1.0785320,-25.71188164, 0.9395360, 126.5681534,-20.62590790, 11712.67,4,  16621.34,0,21.521357,22.181356
1223978,61383.06250,0,116.4598007,57449.574,57449.715,69.04250336, 0.3959770, 1.0708420,-18.15731812, 0.1681350, 121.8333435,-20.61782837, 11108.72,3,  18995.91,0,21.527512,22.187511
1224683,61384.06250,0, 97.5482407,57449.574,57449.777,70.03813171, 0.6484150, 1.0639220,-10.44771385, 1.2036020, 115.9297028,-20.58104515, 16732.78,0,  16732.78,0,21.532099,22.192099
1225365,61385.06250,0,108.3368607,57449.574,57449.746,71.02969360, 0.5328650, 1.0574340, -2.74160314, 3.9756031, 109.2177277,-20.54615211, 12040.09,4,  17085.98,0,21.524656,22.100725
1228706,61390.14062,2,251.6493073,57449.574,57450.516,79.59472656, 0.4729590, 1.0167210,  8.73789310,39.7290268,  71.1676636,-33.36671448, 78943.15,3, 134992.79,0,21.141323,21.093922
1228726,61390.14844,1,254.0647736,57449.574,57452.820,77.04924774, 0.4729590, 1.0261019,  5.77386761,39.8226814,  71.1039505,-34.23434448,250810.98,0, 250810.98,0,21.157356,21.273228
1228736,61390.15625,3,255.0644836,57449.574,57450.258,75.34045410, 0.4729590, 1.0336500,  4.08576202,39.8761292,  71.0665359,-34.73677063, 50745.41,3,  86774.65,0,21.162325,20.135885
1228756,61390.16406,4,256.1190186,57449.574,57450.836,72.33007812, 0.4729590, 1.0495160,  1.13250840,39.9698792,  70.9989243,-35.46694565, 92637.12,0,  92637.12,0,21.160288,19.314465
1228782,61390.17578,5,256.6757507,57449.574,57450.422,68.53056335, 0.4729590, 1.0745620, -2.56771040,40.0878792,  70.9103470,-36.10281372, 63103.83,3, 107907.55,0,21.210220,17.299999
1230481,61393.06641,2,116.8914108,57449.574,57454.539,79.09854126, 0.2974270, 1.0183780, 41.14776611,69.3243256,  53.5971069,-20.57926941,362700.28,3, 620217.49,0,20.046341,20.117870
1230491,61393.07422,1,116.8914108,57449.574,57454.574,80.77587891, 0.2974270, 1.0131010, 40.15946960,69.3796539,  53.5913200,-21.77440071,401687.97,0, 762536.56,1,20.053070,20.012012
1230511,61393.08203,3,116.8914108,57449.574,57451.996,83.62662506, 0.2974270, 1.0062190, 38.30870438,69.4766083,  53.5802040,-23.78926468,182275.14,3, 311690.50,0,20.063627,19.220488
1230535,61393.09375,4,116.8914108,57449.574,57451.230,86.47749329, 0.2974270, 1.0018930, 35.96725464,69.5901642,  53.5654221,-26.00873184,128274.88,4, 182033.71,0,20.074209,18.450930
1230538,61393.10938,5,224.6997223,57449.574,57451.020,85.99958801, 0.2974270, 1.0024430, 32.13823318,69.7611160,  53.5392952,-28.80327606,106840.79,4, 151616.79,0,20.087683,17.299999
1407345,61651.26172,0, 47.2891273,57449.574,57449.812,48.46495438, 0.7683850, 1.3359200,-49.60032654, 9.3536797, 125.6486664,-58.55181885, 16603.96,0,  16603.96,0,21.343584,22.003586
1408223,61652.25781,0,137.9978027,57449.574,57449.715,48.80981445, 0.5105460, 1.3288590,-40.91262436,16.9220104, 129.3518066,-58.59381485, 10258.29,3,  17541.68,0,21.347830,22.007830
1409206,61653.28516,0,118.1593094,57449.574,57449.746,58.00716400, 0.9610910, 1.1790890,-35.43285751,26.0988922, 130.5400696,-51.51933289, 11274.33,3,  19279.10,0,21.445784,22.105783
1411031,61655.27344,2,108.4217224,57449.574,57450.273,56.00542068, 0.6459340, 1.2061440,-15.54531860,45.7042313, 125.5320129,-53.97594833, 52172.58,0,  52172.58,0,21.426888,21.146887
1411041,61655.28125,1,108.4217224,57449.574,57449.926,57.72475433, 0.6459340, 1.1827450,-16.73323250,45.7596207, 125.5123672,-52.56669998, 25716.75,3,  43975.64,0,21.443197,21.853197
1411061,61655.28906,3,108.4217224,57449.574,57450.164,60.74326706, 0.6459340, 1.1462150,-18.75055885,45.8567162, 125.4767227,-50.00735474, 50680.67,0,  50680.67,0,21.469534,20.109533
1411087,61655.30078,4,108.4217224,57449.574,57450.070,64.54518890, 0.6459340, 1.1075140,-21.16041946,45.9788246, 125.4296265,-46.65612411, 42044.88,3,  71896.74,0,21.498663,19.348661
1411107,61655.31250,5,108.4217224,57449.574,57450.934,67.56977081, 0.6459340, 1.0818490,-22.96586800,46.0758972, 125.3903275,-43.90776062,105473.22,0, 105473.22,0,21.518721,17.299999
1414156,61673.19531,2,134.6645050,57449.574,57449.953,47.11340332, 0.6536110, 1.3648150,-31.52545547,29.7448521,  80.4207001,-58.93982315, 31610.25,4,  44857.82,0,21.326536,21.046537
1414166,61673.20312,1,134.6645050,57449.574,57449.898,48.81921387, 0.6536110, 1.3286680,-29.90335464,29.6860447,  80.4859619,-58.76237869, 24926.48,3,  42624.28,0,21.347944,21.757944
1414186,61673.21094,3,134.6645050,57449.574,57449.926,51.81710052, 0.6536110, 1.2722020,-27.06750107,29.5830154,  80.5989456,-58.17939377, 28051.76,3,  47968.51,0,21.383041,20.023043
1414212,61673.22266,4,134.6645050,57449.574,57450.117,55.59930801, 0.6536110, 1.2119670,-23.51699448,29.4535542,  80.7381210,-56.98191452, 41716.67,3,  71335.51,0,21.422894,19.272894
1414232,61673.23438,5,134.6645050,57449.574,57451.082,58.61404037, 0.6536110, 1.1714040,-20.70910072,29.3507214,  80.8464050,-55.69436264,113633.11,0, 113633.11,0,21.451258,17.299999
1415537,61677.22656,0,137.9983063,57449.574,57449.723,60.05027390, 0.5881970, 1.1541190,-50.98814392, 1.0489380, 116.4713745,-54.98653030, 11443.48,4,  16239.34,0,21.463741,22.123741
1416308,61678.18359,0,102.3405685,57449.574,57449.742,47.89875412, 0.6367740, 1.3477840,-53.27476120, 0.1662400, 122.9068375,-57.02465439, 10847.36,3,  18548.99,0,21.336523,21.996525
1417225,61679.19922,0,108.3110809,57449.574,57449.789,53.10917664, 0.9043070, 1.2503459,-46.53866959, 1.9569510, 128.0004883,-56.48544693, 17926.33,0,  17926.33,0,21.397202,22.057201
1418064,61680.18359,0, 74.3762207,57449.574,57449.742,48.84264755, 0.4038940, 1.3281929,-36.00547028, 6.0919781, 130.3916168,-56.21414948, 12414.58,4,  17617.42,0,21.348230,22.008230
1418917,61681.17969,0, 80.2331696,57449.574,57449.719,48.30160141, 0.6840510, 1.3393080,-25.28399658,12.2573328, 130.1977234,-55.70553589, 10819.29,3,  18500.99,0,21.341560,22.001560
1419754,61682.17578,0,150.6329498,57449.574,57449.773,48.52224731, 0.5520910, 1.3347390,-14.76947689,19.9507599, 127.5575333,-55.25169373, 16612.80,0,  16612.80,0,21.344294,22.004293
1421598,61684.24219,2,125.1974030,57449.574,57449.945,70.16114807, 0.7401760, 1.0630950,-11.28892994,38.6662216, 116.7386627,-50.38436127, 29830.69,3,  51010.48,0,21.508394,21.228394
1421608,61684.24609,1,125.1974030,57449.574,57450.086,71.88374329, 0.7401760, 1.0521590,-12.55694294,38.7190399, 116.7028503,-49.48000336, 42792.79,0,  42792.79,0,21.542702,21.952702
1421628,61684.25781,3,125.1974030,57449.574,57449.938,74.89612579, 0.7401760, 1.0357820,-14.72438526,38.8116531, 116.6383896,-47.73391724, 28493.18,3,  48723.34,0,21.556305,20.196304
1421654,61684.26953,4,125.1974030,57449.574,57450.141,78.65576172, 0.7401760, 1.0199270,-17.34205818,38.9281654, 116.5543976,-45.28050995, 42189.54,3,  72144.11,0,21.569738,19.419739
1421674,61684.27734,5,125.1974030,57449.574,57450.363,81.58953094, 0.7401760, 1.0108720,-19.32878876,39.0208244, 116.4852982,-43.15369034, 61140.81,3, 104550.79,0,21.577530,17.299999
1424030,61687.18359,2,143.4784851,57449.574,57452.496,54.85091019, 0.5362530, 1.2230099, 28.96473503,66.4046326,  95.5098877,-53.55980682,201927.11,3, 345295.36,0,20.340612,20.404360
1424040,61687.18750,1,143.4784851,57449.574,57454.574,56.56892395, 0.5362530, 1.1982549, 27.28785896,66.4539185,  95.4808350,-53.58919907,430143.00,3, 635031.38,1,20.367573,20.337240
1424060,61687.19922,3,143.4784851,57449.574,57451.668,59.58543396, 0.5362530, 1.1595770, 24.35729599,66.5402603,  95.4282990,-53.39937973,171966.06,0, 171966.06,0,20.414690,19.553932
1424086,61687.21094,4,143.4784851,57449.574,57450.492,63.38586426, 0.5362530, 1.1185160, 20.69071007,66.6487808,  95.3590851,-52.73234177, 66555.09,3, 113809.21,0,20.474653,18.827843
1424106,61687.21875,5,143.4784851,57449.574,57450.480,66.41016388, 0.5362530, 1.0911880, 17.79303169,66.7350006,  95.3015060,-51.87708664, 72667.15,3, 124260.83,0,20.523809,17.299999
1426569,61690.19531,2, 96.0638809,57449.574,57454.574,60.87453079, 0.7065470, 1.1447490, 44.79647446,89.3359528,  72.6957397,-52.37166595,417442.94,0, 436416.47,1,19.531914,19.729940
1426579,61690.19922,1, 96.0638809,57449.574,57454.574,62.59827423, 0.7065470, 1.1263800, 43.24324417,89.3687439,  72.6749954,-52.19450760,425521.34,0,1279496.62,1,19.550491,19.344013
1426599,61690.21094,3, 96.0638809,57449.574,57452.734,65.62223053, 0.7065470, 1.0978850, 40.47700500,89.4261246,  72.6372986,-51.65506744,243881.73,3, 417037.78,0,19.581797,18.947901
1426625,61690.22266,4, 96.0638809,57451.320,57453.094,69.42587280, 0.7065470, 1.0681289, 36.93303299,89.4981155,  72.5875092,-50.58054352,130093.32,3, 222459.58,0,19.619362,18.259825
1426645,61690.23047,5, 96.0638809,57449.574,57450.961,72.44581604, 0.7065470, 1.0488430, 34.07402802,89.5551987,  72.5458527,-49.43319321,108401.72,4, 153831.89,0,19.648302,17.299999
1432866,61698.12109,2,132.2797852,57449.574,57449.973,44.84191132, 0.5585830, 1.4181380, -6.94533730,77.1196594,  61.7913208,-43.67118835, 31084.63,3,  53154.72,0,20.617090,20.337090
1432876,61698.12500,1,132.2797852,57449.574,57449.887,46.54313660, 0.5585830, 1.3776200, -5.49059725,77.0681458,  61.8377876,-44.57101822, 25436.40,3,  43496.25,0,20.506725,20.437477
1432896,61698.13672,3,132.2797852,57449.574,57449.926,49.53380585, 0.5585830, 1.3144290, -2.96878076,76.9777222,  61.9179459,-45.99195099, 27721.12,3,  47403.11,0,20.348709,19.550575
1432922,61698.14844,4,132.2797852,57449.574,57451.906,53.30839539, 0.5585830, 1.2470990,  0.14639072,76.8638000,  62.0164948,-47.46955490,196122.42,0, 196122.42,0,20.202444,18.637356
1432942,61698.15625,5,132.2797852,57449.574,57450.773,56.31819916, 0.5585830, 1.2017380,  2.57343984,76.7730713,  62.0929832,-48.37534332, 87295.89,3, 149275.98,0,20.225485,17.299999
1434461,61701.14453,2, 55.3748817,57449.574,57450.312,54.84162903, 0.4808280, 1.2231500,-31.17388916,44.5901947,  86.5877304,-46.13931656, 57839.73,0,  57839.73,0,21.415297,21.135296
1434471,61701.15234,1, 55.3748817,57449.574,57449.906,56.55964279, 0.4808280, 1.1983830,-29.53001595,44.5273170,  86.6528168,-46.71485519, 27148.67,3,  46424.23,0,21.432249,21.842251
1434491,61701.16016,3, 55.3748817,57449.574,57449.965,59.57615280, 0.4808280, 1.1596880,-26.65302277,44.4170990,  86.7652359,-47.53361130, 30342.69,3,  51886.00,0,21.459692,20.099691
1434517,61701.17188,4, 55.3748817,57449.574,57450.484,63.37657928, 0.4808280, 1.1186070,-23.04556656,44.2784996,  86.9035492,-48.20116425, 72544.87,0,  72544.87,0,21.490179,19.340179
1434537,61701.18359,5, 55.3748817,57449.574,57450.285,66.40087891, 0.4808280, 1.0912660,-20.18833923,44.1683273,  87.0109787,-48.43183517, 60090.20,3, 102754.24,0,21.511290,17.299999
1435709,61704.12500,2,185.8853149,57449.574,57449.941,50.61480331, 0.7100010, 1.2938360,-56.14184189,14.3472891, 112.6788559,-42.27855682, 29748.77,3,  50870.40,0,21.369347,21.089348
1435719,61704.12891,1,185.8853149,57449.574,57449.895,52.32674408, 0.7100010, 1.2634130,-55.04995728,14.3026848, 112.7472687,-43.11169434, 25380.50,3,  43400.66,0,21.388697,21.798697
1435739,61704.13672,3,185.8853149,57449.574,57450.250,55.33420181, 0.7100010, 1.2158320,-53.00209045,14.2246304, 112.8663254,-44.41448593, 50005.95,0,  50005.95,0,21.420258,20.060257
1435765,61704.15234,4,185.8853149,57449.574,57450.121,59.12626648, 0.7100010, 1.1650960,-50.22066879,14.1267157, 113.0143814,-45.74443436, 42167.53,3,  72106.48,0,21.455784,19.305784
1435785,61704.16016,5,185.8853149,57449.574,57450.348,62.14684296, 0.7100010, 1.1310350,-47.87371826,14.0490751, 113.1306305,-46.53683472, 60515.42,3, 103481.37,0,21.480803,17.299999
1437308,61706.11328,0,110.9266281,57449.574,57449.828,49.53351974, 0.5847050, 1.3144350,-49.56434250, 2.6262901, 125.8734436,-40.23286819, 18276.31,0,  18276.31,0,21.356596,22.016596
1438069,61707.10938,0,112.1242828,57449.574,57449.777,49.03109360, 0.6777770, 1.3243930,-40.81608200, 0.3855320, 129.5792236,-39.19214630, 16712.84,0,  16712.84,0,21.350529,22.010529
1438814,61708.10547,0, 95.9284286,57449.574,57450.133,48.20981598, 0.6415000, 1.3412240,-30.34040642, 0.6258080, 130.7118988,-37.93725586, 19762.81,0,  19762.81,0,21.340418,22.000418
1439440,61709.10156,0,130.1690216,57449.574,57449.859,48.68370819, 0.6347290, 1.3314260,-19.99765968, 3.1900740, 129.2215271,-37.44474030, 17030.82,0,  17030.82,0,21.346281,22.006283
1440233,61710.11719,0, 95.2003784,57449.574,57449.922,54.29061508, 0.9107020, 1.2315490,-13.46347713, 7.8761058, 125.4099197,-39.83340073, 17437.18,0,  17437.18,0,21.409651,22.069651
1440971,61711.11719,0,102.3574219,57449.574,57449.730,55.18626404, 0.8648970, 1.2180110, -3.99030733,14.1686316, 119.9700317,-39.57619858, 11257.44,3,  19250.22,0,21.360268,21.721151
1441807,61712.15625,0,135.6251221,57449.574,57449.742,67.57910919, 1.0186300, 1.0817760, -4.46912813,22.0385456, 113.2247086,-43.66901016, 13580.46,1,  15345.92,0,21.422184,21.534332
1445782,61725.10547,2,127.3863907,57449.574,57454.777,62.46763992, 0.6117810, 1.1277159, 11.11698532,94.8426208,  59.7949066,-33.48164749,427465.00,3, 609728.56,1,19.426924,19.682772
1445792,61725.10938,1,127.3863907,57449.574,57454.574,64.19224548, 0.6117810, 1.1107920, 12.35594940,94.8152466,  59.8332367,-34.41706085,423359.84,0,1811970.75,1,19.416307,19.136303
1445812,61725.12109,3,127.3863907,57449.574,57454.574,67.21677399, 0.6117810, 1.0846280, 14.47090816,94.7670746,  59.8991852,-35.93230438,423824.03,0, 451777.50,1,19.400051,18.848942
1445838,61725.13281,4,127.3863907,57449.574,57453.574,71.01874542, 0.6117810, 1.0575030, 17.01908112,94.7061691,  59.9795723,-37.59428024,333952.66,0, 333952.66,0,19.383852,18.123268
1445858,61725.14062,5,127.3863907,57449.574,57451.047,74.03440094, 0.6117810, 1.0401220, 18.94708443,94.6574936,  60.0415077,-38.70541763,113658.02,3, 194355.22,0,19.373732,17.299999
1447985,61728.09375,2,162.9852295,57449.574,57450.340,62.41051483, 0.9005210, 1.1283031,-20.78902817,70.8611755,  83.9989395,-31.28733444, 58939.09,0,  58939.09,0,21.482853,21.202852
1447995,61728.10156,1,162.9852295,57449.574,57450.359,64.13511658, 0.9005210, 1.1113290,-19.17323112,70.8034210,  84.0594940,-32.28749084, 48422.80,0,  48422.80,0,21.495731,21.905731
1448015,61728.10938,3,162.9852295,57449.574,57449.973,67.15959167, 0.9005210, 1.0850830,-16.35141373,70.7020950,  84.1639481,-33.92620468, 31026.66,3,  53055.59,0,21.516157,20.156158
1448041,61728.12500,4,162.9852295,57449.574,57450.453,70.96168518, 0.9005210, 1.0578660,-12.82480049,70.5745010,  84.2918320,-35.76230621, 75244.02,0,  75244.02,0,21.538027,19.388025
1448061,61728.13281,5,162.9852295,57449.574,57450.359,73.97750092, 0.9005210, 1.0404180,-10.04137135,70.4729462,  84.3907852,-37.02699661, 62603.96,3, 107052.78,0,21.356606,17.299999
1450057,61731.05078,2,125.1183929,57449.574,57449.953,51.21176910, 0.8694150, 1.2829320,-54.74812317,37.8921204, 109.9373627,-21.27186012, 30565.33,3,  52266.72,0,21.376209,21.096210
1450067,61731.05859,1,125.1183929,57449.574,57450.395,52.92462540, 0.8694150, 1.2533820,-53.48606873,37.8314018, 110.0058899,-22.55998421, 47309.77,0,  47309.77,0,21.395214,21.805216
1450087,61731.06641,3,125.1183929,57449.574,57450.355,55.93357086, 0.8694150, 1.2071660,-51.17269516,37.7250023, 110.1251831,-24.74484444, 51577.46,0,  51577.46,0,21.426184,20.066183
1450113,61731.07812,4,125.1183929,57449.574,57450.418,59.72701263, 0.8694150, 1.1579010,-48.10971832,37.5912743, 110.2733459,-27.34693146, 71587.45,0,  71587.45,0,21.460987,19.310987
1450133,61731.08984,5,125.1183929,57449.574,57450.414,62.74839020, 0.8694150, 1.1248560,-45.57455444,37.4850273, 110.3894882,-29.28656578, 66800.14,4,  94795.47,0,21.485447,17.299999
1451466,61734.05078,0, 95.3632660,57449.598,57449.809,54.05025864, 0.6590620, 1.2352840,-45.55684662,10.4262514, 128.4212189,-20.91605377, 17282.67,0,  17282.67,0,21.407158,22.067158
1452213,61735.05469,0, 92.7999649,57449.598,57449.750,55.11871338, 0.8486860, 1.2190120,-37.68119812, 4.7904119, 130.5857391,-20.89227486, 10909.28,3,  18654.87,0,21.418097,22.078096
1452957,61736.06250,0, 92.7765350,57449.598,57449.750,59.15055847, 0.5286210, 1.1648010,-30.51395607, 1.3231500, 130.1616821,-23.03135681, 10436.34,3,  17846.14,0,21.455997,22.115997
1453654,61737.05469,0,100.9464493,57449.598,57449.750,57.21642303, 0.7287690, 1.1894571,-19.90970993, 0.1462750, 127.3227386,-20.81928062, 10962.79,3,  18746.37,0,21.438475,22.098475
1454351,61738.05469,0, 98.9043198,57449.598,57449.816,58.34853363, 0.6373890, 1.1747380,-10.86878014, 1.1222260, 122.5547562,-20.84678268, 17987.84,0,  17987.84,0,21.448116,22.108116
1455054,61739.05469,0,101.0012817,57449.598,57449.742,59.36352539, 0.7170050, 1.1622289, -1.89820921, 4.0976582, 116.4430695,-20.78965950, 10840.26,3,  18536.84,0,21.441208,22.014702
1455784,61740.06641,0,121.9590530,57449.598,57449.809,63.35245895, 0.5931760, 1.1188430,  4.16677809, 8.8818111, 109.4241104,-22.86691666, 15460.31,3,  26437.13,0,21.445679,21.918175
1458542,61744.06250,2, 93.9104156,57449.598,57451.520,65.46987915, 0.7580720, 1.0992130, 35.06140900,39.7628479,  79.1271362,-21.28538132,135378.11,0, 135378.11,0,20.960131,20.912949
1458552,61744.06641,1, 93.9104156,57449.598,57452.375,67.19517517, 0.7580720, 1.0848000, 33.38630676,39.8138237,  79.1015244,-22.49947929,230482.77,0, 230482.77,0,20.975189,21.091137
1458572,61744.07812,3, 93.9104156,57449.598,57450.656,70.21855927, 0.7580720, 1.0627120, 30.43821144,39.9032173,  79.0550537,-24.54820442, 85462.66,0,  85462.66,0,21.000401,19.974138
1458598,61744.08984,4, 93.9104156,57449.598,57450.316,74.01290894, 0.7580720, 1.0402330, 26.71490288,40.0157051,  78.9936905,-26.96729088, 55289.16,3,  94544.47,0,21.030386,19.184864
1458618,61744.09766,5, 93.9104156,57449.598,57450.445,77.01337433, 0.7580720, 1.0262500, 23.74675179,40.1051826,  78.9424133,-28.75216866, 67184.85,3, 114886.10,0,21.053320,17.299999
1460568,61747.06250,2, 95.7718964,57449.598,57454.598,67.83998108, 0.9748410, 1.0797590, 45.85891342,68.0100098,  59.0815735,-20.69328690,406969.94,0, 391508.84,1,20.097103,20.165131
1460578,61747.06641,1, 95.7718964,57449.598,57455.078,69.56463623, 0.9748410, 1.0671610, 44.80999756,68.0608749,  59.0704002,-21.91047859,425554.00,3, 687171.50,1,20.109287,20.073065
1460598,61747.07812,3, 95.7718964,57449.598,57451.535,72.58429718, 0.9748410, 1.0480450, 42.84778976,68.1500092,  59.0498886,-23.96562195,149208.58,3, 255146.67,0,20.129122,19.278021
1460624,61747.08984,4, 95.7718964,57449.598,57450.926,76.36610413, 0.9748410, 1.0289960, 40.18267441,68.2620621,  59.0223312,-26.39490509, 97044.43,3, 165945.98,0,20.151554,18.517651
1460644,61747.09766,5, 95.7718964,57449.598,57450.695,79.34325409, 0.9748410, 1.0175509, 37.92871857,68.3510971,  58.9987831,-28.18986702, 83214.18,3, 142296.25,0,20.167652,17.299999
1466808,61756.06641,2,103.1869431,57449.598,57449.984,76.94438934, 0.7986470, 1.0265350,-13.26993179,84.2284622,  90.2465820,-20.60338974, 30204.10,3,  51649.01,0,21.564108,21.284107
1466818,61756.07031,1,103.1869431,57449.594,57449.922,78.64355469, 0.7986470, 1.0199710,-11.64691448,84.1807022,  90.3049088,-21.80024147, 26229.35,3,  44852.19,0,21.508762,21.918762
1466838,61756.08203,3,103.1869431,57449.598,57450.000,81.57767487, 0.7986470, 1.0109030, -8.81329441,84.0968475,  90.4051743,-23.81819916, 31363.78,3,  53632.06,0,21.123707,19.763706
1466864,61756.09375,4,103.1869431,57449.598,57450.133,85.04331970, 0.7986470, 1.0037540, -5.27367544,83.9911270,  90.5275040,-26.19803619, 41121.64,3,  70318.01,0,20.783468,19.319300
1466875,61756.09766,5,103.1869431,57449.598,57451.105,86.43125916, 0.7986470, 1.0019430, -3.55869818,83.9394684,  90.5856018,-27.28900528,122460.85,0, 122460.85,0,20.650949,17.299999
1468852,61759.06641,2,111.2076721,57449.598,57449.977,79.96577454, 0.8118390, 1.0155340,-34.33065796,52.8778381, 116.2522736,-20.68503761, 30242.46,3,  51714.61,0,21.573505,21.293507
1468862,61759.07422,1,111.2076721,57449.598,57449.918,81.62929535, 0.8118390, 1.0107681,-32.80194855,52.8154182, 116.3090591,-21.87690353, 25155.73,3,  43016.30,0,21.577618,21.987617
1468882,61759.08203,3,111.2076721,57449.594,57449.941,84.42149353, 0.8118390, 1.0047590,-30.08509636,52.7059937, 116.4069748,-23.88558006, 28522.00,3,  48772.62,0,21.582838,20.222837
1468899,61759.08984,4,111.2076721,57449.598,57450.105,86.46482849, 0.8118390, 1.0019070,-27.68446159,52.6106758, 116.4904556,-25.54515076, 40175.03,3,  68699.30,0,21.585329,19.435329
1468909,61759.11328,5,232.4164276,57449.598,57450.398,85.29049683, 0.8118390, 1.0033880,-21.85845375,52.3835564, 116.6823425,-28.89506340, 61501.16,3, 105166.99,0,21.584036,17.299999
1470119,61762.19922,2,255.7723083,57449.598,57450.289,55.77337265, 0.6488330, 1.2094570,-15.50446701,20.5964851, 130.6398773,-36.31755829, 58732.74,0,  58732.74,0,21.424612,21.144611
1470139,61762.20703,1,255.3209229,57449.598,57450.090,53.19517899, 0.6488330, 1.2489400,-12.99542713,20.5131302, 130.6466370,-36.19282532, 42064.04,0,  42064.04,0,21.398125,21.808125
1470149,61762.21484,3,254.9890137,57449.598,57449.988,51.48186111, 0.6488330, 1.2781039,-11.54097462,20.4656467, 130.6496735,-36.02523804, 31335.58,3,  53583.84,0,21.372536,20.012535
1470169,61762.22266,4,254.3538361,57449.598,57450.145,48.48500824, 0.6488330, 1.3355060, -8.95349693,20.3825111, 130.6535645,-35.57042313, 43075.68,3,  73659.41,0,21.299957,19.149958
1470195,61762.23438,5,253.4698181,57449.598,57451.043,44.72966766, 0.6488330, 1.4209380, -5.63710260,20.2781487, 130.6559143,-34.71471024,109516.77,0, 109516.77,0,21.205252,17.299999
1470462,61763.14453,0,256.1669006,57449.598,57449.742,72.12622070, 0.6883510, 1.0507140,-31.73320961,13.1744680, 130.4598541,-33.30236816, 12430.00,1,  14045.90,0,21.543892,22.203892
1471016,61764.07031,0,102.5441971,57449.598,57449.816,84.28827667, 0.6605240, 1.0049900,-34.78214645, 7.3992720, 128.2846832,-20.55978775, 17971.77,0,  17971.77,0,21.582638,22.242638
