220,220
230,230
200,200
276,276
250,250
1637,1637
2226,2226
2942,2942
3665,3665
4571,4571
185880,185880
185900,185900
185870,185870
185946,185946
185926,185926
195066,195066
195086,195086
195056,195056
195132,195132
195112,195112
201057,201057
203015,203015
203030,203030
203005,203005
203062,203062
203036,203036
204764,204764
204784,204784
204754,204754
204830,204830
204810,204810
213188,213188
213208,213208
213178,213178
213254,213254
213234,213234
215614,215614
215634,215634
215604,215604
215680,215680
215660,215660
218093,218093
218713,218713
219482,219482
220306,220306
221009,221009
221784,221784
222588,222588
225816,225816
225836,225836
225806,225806
225882,225882
225862,225862
228045,228045
228065,228065
228035,228035
228111,228111
228091,228091
229510,229510
229530,229530
229500,229500
229576,229576
229556,229556
231732,231732
231752,231752
231722,231722
231798,231798
231778,231778
233983,233983
234003,234003
233973,233973
234049,234049
234029,234029
235424,235424
236075,236075
236805,236805
237548,237548
238249,238249
238951,238951
239690,239690
242606,242606
242626,242626
242596,242596
242672,242672
242652,242652
245160,245160
245170,245170
245140,245140
245216,245216
245190,245190
249686,249686
249706,249706
249676,249676
249752,249752
249732,249732
251116,251116
251136,251136
251106,251106
251182,251182
251162,251162
253216,253216
253236,253236
253206,253206
253273,253273
253262,253262
255286,255286
255306,255306
255276,255276
255333,255333
255319,255319
256143,256143
256672,256672
257380,257380
258075,258075
258749,258749
259446,259446
260818,260818
260828,260828
260808,260808
260874,260874
260848,260848
262926,262926
262936,262936
262906,262906
262982,262982
262956,262956
427896,427896
427916,427916
427886,427886
427962,427962
427942,427942
429565,429565
429585,429585
429555,429555
429631,429631
429611,429611
431665,431665
432513,432513
433452,433452
434360,434360
435277,435277
439521,439521
439541,439541
439511,439511
439587,439587
439567,439567
442176,442176
442196,442196
442166,442166
442242,442242
442222,442222
446970,446970
446990,446990
446960,446960
447036,447036
447016,447016
449057,449057
449077,449077
449047,449047
449123,449123
449103,449103
453842,453842
457075,457075
457095,457095
457065,457065
457141,457141
457121,457121
459770,459770
459780,459780
459750,459750
459826,459826
459800,459800
465077,465077
465097,465097
465067,465067
465124,465124
465123,465123
467030,467030
467794,467794
468550,468550
469330,469330
470099,470099
471534,471534
471554,471554
471524,471524
471600,471600
471580,471580
473808,473808
473828,473828
473798,473798
473874,473874
473854,473854
478888,478888
478908,478908
478878,478878
478954,478954
478934,478934
481015,481015
481035,481035
481005,481005
481081,481081
481061,481061
483130,483130
483150,483150
483120,483120
483196,483196
483176,483176
484887,484887
484907,484907
484877,484877
484953,484953
484933,484933
485236,485236
485937,485937
486650,486650
487366,487366
488076,488076
488756,488756
490142,490142
490162,490162
490132,490132
490189,490189
490187,490187
490820,490820
490840,490840
490810,490810
490867,490867
490844,490844
495743,495743
495753,495753
495735,495735
495799,495799
495773,495773
497639,497639
497649,497649
497619,497619
497695,497695
497669,497669
499746,499746
499756,499756
499726,499726
499802,499802
499776,499776
501807,501807
501817,501817
501787,501787
501863,501863
501837,501837
502484,502484
503205,503205
503935,503935
504663,504663
